Time,Sound Velocity ,Pressure,Depth,Temperature,Conductivity ,Salinity,Potential Temperature ,Oxygen [mg/l],"Oxygen, [umol/Kg]",Density
294.5,1488.44,8.536,8.457,11.2758,34.200321,29.9801,11.2748,6.23789,190.587,1022.8608
294.75,1488.44,8.475,8.396,11.2752,34.201965,29.9821,11.2742,6.25582,191.135,1022.8622
295,1488.44,8.426,8.348,11.2771,34.201356,29.98,11.2761,6.25814,191.206,1022.86
295.25,1488.44,8.38,8.302,11.2777,34.201356,29.9795,11.2768,6.26312,191.358,1022.8593
295.5,1488.45,8.328,8.251,11.2779,34.20239,29.9804,11.277,6.2737,191.681,1022.8597
295.75,1488.45,8.265,8.189,11.2799,34.201781,29.9782,11.279,6.28589,192.054,1022.8574
296,1488.46,8.197,8.121,11.2827,34.202572,29.9768,11.2817,6.29911,192.458,1022.8555
296.25,1488.46,8.128,8.053,11.283,34.207016,29.9809,11.282,6.30403,192.608,1022.8583
296.5,1488.48,8.064,7.99,11.2875,34.210791,29.9809,11.2866,6.31747,193.019,1022.8572
296.75,1488.5,8.007,7.933,11.2967,34.209693,29.9724,11.2958,6.31269,192.874,1022.8488
297,1488.51,7.949,7.875,11.3023,34.211398,29.9695,11.3013,6.3226,193.178,1022.8453
297.25,1488.52,7.889,7.816,11.3048,34.215172,29.9712,11.3039,6.33388,193.522,1022.8459
297.5,1488.53,7.824,7.751,11.3069,34.214137,29.9685,11.306,6.33603,193.588,1022.8431
297.75,1488.54,7.755,7.684,11.3117,34.216632,29.9671,11.3108,6.33973,193.702,1022.8409
298,1488.55,7.691,7.619,11.3148,34.216388,29.9643,11.3139,6.34507,193.866,1022.8379
298.25,1488.55,7.63,7.559,11.3165,34.214927,29.9615,11.3156,6.36194,194.381,1022.8352
298.5,1488.55,7.574,7.504,11.3161,34.216022,29.9629,11.3152,6.37111,194.661,1022.8361
298.75,1488.55,7.516,7.447,11.3159,34.219128,29.9661,11.315,6.38459,195.073,1022.8383
299,1488.56,7.457,7.388,11.3203,34.220589,29.964,11.3194,6.40177,195.598,1022.8357
299.25,1488.58,7.393,7.324,11.327,34.220588,29.9586,11.3261,6.41537,196.015,1022.83
299.5,1488.58,7.325,7.258,11.3304,34.220587,29.9559,11.3295,6.43486,196.611,1022.827
299.75,1488.6,7.259,7.191,11.3338,34.223936,29.9564,11.333,6.45135,197.114,1022.8265
300,1488.61,7.195,7.129,11.3379,34.227711,29.9567,11.3371,6.45558,197.244,1022.8257
300.25,1488.63,7.138,7.072,11.3453,34.227953,29.951,11.3444,6.46962,197.674,1022.8198
300.5,1488.65,7.084,7.019,11.3508,34.232155,29.9507,11.35,6.47268,197.768,1022.8183
300.75,1488.66,7.028,6.963,11.354,34.234042,29.95,11.3531,6.48382,198.108,1022.8169
301,1488.66,6.967,6.903,11.356,34.23526,29.9495,11.3552,6.48681,198.2,1022.8159
301.25,1488.67,6.902,6.838,11.3597,34.238,29.9492,11.3589,6.50051,198.619,1022.8148
301.5,1488.68,6.834,6.771,11.3635,34.234832,29.943,11.3627,6.51869,199.175,1022.809
301.75,1488.68,6.765,6.702,11.3647,34.232944,29.9403,11.3639,6.53241,199.595,1022.8064
302,1488.66,6.697,6.635,11.3612,34.230021,29.9403,11.3604,6.55247,200.208,1022.8067
302.25,1488.66,6.635,6.573,11.3577,34.2313,29.9444,11.3569,6.5756,200.914,1022.8102
302.5,1488.65,6.578,6.517,11.3555,34.235502,29.9503,11.3547,6.59355,201.461,1022.8149
302.75,1488.66,6.528,6.467,11.3572,34.238608,29.952,11.3564,6.61223,202.032,1022.8157
303,1488.68,6.478,6.418,11.3618,34.243237,29.9527,11.3611,6.62451,202.407,1022.8152
303.25,1488.7,6.422,6.363,11.3685,34.245368,29.9494,11.3678,6.62471,202.414,1022.8112
303.5,1488.71,6.355,6.296,11.3751,34.243052,29.9418,11.3744,6.62922,202.553,1022.8039
303.75,1488.71,6.281,6.223,11.3776,34.24159,29.9384,11.3768,6.63895,202.851,1022.8005
304,1488.71,6.207,6.149,11.3781,34.243234,29.9397,11.3773,6.63152,202.623,1022.801
304.25,1488.71,6.142,6.086,11.3775,34.241955,29.9389,11.3768,6.62597,202.454,1022.8002
304.5,1488.71,6.088,6.031,11.3753,34.244513,29.9432,11.3745,6.62829,202.524,1022.8037
304.75,1488.72,6.037,5.981,11.3777,34.247863,29.9445,11.377,6.63126,202.615,1022.8041
305,1488.73,5.983,5.927,11.3824,34.248471,29.9413,11.3817,6.64503,203.036,1022.8005
305.25,1488.74,5.923,5.868,11.3861,34.249933,29.9398,11.3854,6.66017,203.499,1022.7984
305.5,1488.74,5.858,5.804,11.3883,34.24914,29.9373,11.3876,6.65676,203.396,1022.7958
305.75,1488.74,5.794,5.741,11.3885,34.248714,29.9366,11.3879,6.6708,203.825,1022.795
306,1488.74,5.733,5.68,11.3875,34.251394,29.9401,11.3868,6.68355,204.213,1022.7976
306.25,1488.74,5.673,5.621,11.3891,34.25182,29.9393,11.3884,6.7062,204.906,1022.7964
306.5,1488.75,5.612,5.56,11.3914,34.251393,29.937,11.3907,6.71638,205.217,1022.794
306.75,1488.75,5.548,5.497,11.3926,34.251636,29.9363,11.3919,6.72312,205.423,1022.7929
307,1488.75,5.482,5.431,11.3927,34.251027,29.9357,11.392,6.73795,205.876,1022.7921
307.25,1488.75,5.417,5.367,11.393,34.251636,29.936,11.3924,6.74078,205.963,1022.792
307.5,1488.75,5.355,5.306,11.3933,34.251636,29.9358,11.3927,6.74998,206.244,1022.7915
307.75,1488.75,5.296,5.247,11.3934,34.251818,29.9359,11.3928,6.7521,206.309,1022.7913
308,1488.75,5.241,5.193,11.3935,34.252671,29.9367,11.3929,6.75401,206.367,1022.7916
308.25,1488.75,5.186,5.138,11.3945,34.253706,29.9369,11.3939,6.74927,206.222,1022.7914
308.5,1488.76,5.129,5.082,11.3963,34.254376,29.9361,11.3957,6.75101,206.276,1022.7902
308.75,1488.76,5.072,5.025,11.3974,34.254376,29.9353,11.3968,6.75777,206.482,1022.7891
309,1488.76,5.007,4.961,11.3983,34.256873,29.937,11.3977,6.75332,206.346,1022.79
309.25,1488.77,4.936,4.89,11.4002,34.25669,29.9353,11.3996,6.75607,206.431,1022.788
309.5,1488.77,4.861,4.816,11.4018,34.254801,29.9322,11.4012,6.75568,206.419,1022.785
309.75,1488.76,4.786,4.742,11.4009,34.254557,29.9327,11.4003,6.76082,206.576,1022.7852
310,1488.76,4.72,4.677,11.3998,34.252912,29.932,11.3992,6.7571,206.463,1022.7846
310.25,1488.75,4.666,4.623,11.3974,34.252912,29.934,11.3968,6.7577,206.481,1022.7863
310.5,1488.75,4.619,4.577,11.3957,34.255593,29.9379,11.3952,6.76013,206.554,1022.7894
310.75,1488.75,4.573,4.531,11.3972,34.256872,29.938,11.3966,6.7616,206.599,1022.789
311,1488.76,4.521,4.479,11.3992,34.259186,29.9386,11.3987,6.77251,206.932,1022.7889
311.25,1488.77,4.458,4.417,11.4025,34.25815,29.9351,11.4019,6.78162,207.211,1022.7852
311.5,1488.77,4.386,4.346,11.4038,34.261683,29.9374,11.4032,6.77361,206.966,1022.7865
311.75,1488.78,4.312,4.272,11.4064,34.26083,29.9345,11.4059,6.7754,207.022,1022.7834
312,1488.78,4.242,4.203,11.4082,34.262352,29.9345,11.4077,6.79081,207.493,1022.7829
312.25,1488.79,4.177,4.138,11.4097,34.265459,29.9364,11.4092,6.78433,207.294,1022.7838
312.5,1488.79,4.117,4.079,11.4122,34.262534,29.9316,11.4117,6.7839,207.282,1022.7793
312.75,1488.79,4.062,4.024,11.4127,34.263143,29.9317,11.4123,6.78621,207.352,1022.7791
313,1488.8,4.006,3.969,11.414,34.264422,29.932,11.4135,6.789,207.438,1022.7788
313.25,1488.8,3.948,3.912,11.4147,34.264605,29.9316,11.4142,6.79732,207.692,1022.7781
313.5,1488.8,3.888,3.852,11.4146,34.265458,29.9325,11.4141,6.81075,208.102,1022.7786
313.75,1488.8,3.827,3.791,11.4142,34.267164,29.9345,11.4138,6.82042,208.397,1022.7799
314,1488.8,3.763,3.728,11.4151,34.268016,29.9347,11.4146,6.82927,208.668,1022.7796
314.25,1488.81,3.699,3.665,11.4172,34.269661,29.9346,11.4168,6.84287,209.083,1022.7788
314.5,1488.82,3.634,3.601,11.4196,34.277033,29.9398,11.4192,6.84896,209.269,1022.7822
314.75,1488.84,3.57,3.537,11.4254,34.279775,29.9378,11.4249,6.84689,209.206,1022.7793
315,1488.84,3.509,3.477,11.4302,34.273437,29.9278,11.4297,6.84287,209.085,1022.7705
315.25,1488.84,3.454,3.422,11.4306,34.272827,29.9269,11.4302,6.84775,209.234,1022.7694
315.5,1488.84,3.398,3.367,11.4293,34.277641,29.9326,11.4289,6.84731,209.22,1022.7739
315.75,1488.85,3.337,3.306,11.4308,34.281418,29.935,11.4305,6.85394,209.422,1022.7752
316,1488.87,3.272,3.242,11.4347,34.29318,29.9434,11.4343,6.86305,209.699,1022.7807
316.25,1488.88,3.206,3.176,11.4418,34.290253,29.9348,11.4414,6.87123,209.951,1022.7725
316.5,1488.88,3.139,3.11,11.4429,34.284159,29.9281,11.4425,6.88583,210.398,1022.7668
316.75,1488.87,3.077,3.048,11.4406,34.279771,29.9257,11.4402,6.90304,210.924,1022.765
317,1488.86,3.018,2.99,11.4387,34.283306,29.9306,11.4384,6.92068,211.462,1022.7689
317.25,1488.87,2.96,2.933,11.4406,34.287327,29.933,11.4402,6.93493,211.897,1022.7702
317.5,1488.89,2.901,2.874,11.447,34.292324,29.9327,11.4467,6.95344,212.463,1022.7685
317.75,1488.91,2.84,2.814,11.4527,34.29214,29.928,11.4523,6.96404,212.788,1022.7636
318,1488.92,2.778,2.752,11.4562,34.297808,29.9306,11.4559,6.97727,213.192,1022.7647
318.25,1488.94,2.714,2.688,11.4618,34.297624,29.9259,11.4615,6.98288,213.364,1022.7599
318.5,1488.95,2.65,2.625,11.4678,34.296953,29.9204,11.4675,6.99017,213.589,1022.7542
318.75,1488.96,2.584,2.561,11.4713,34.299085,29.9197,11.471,6.99416,213.711,1022.7528
319,1488.96,2.521,2.498,11.4696,34.306644,29.9285,11.4693,6.99997,213.886,1022.7596
319.25,1489,2.462,2.44,11.4757,34.322615,29.939,11.4754,7.00251,213.963,1022.7664
319.5,1489.03,2.406,2.384,11.4898,34.320906,29.9259,11.4896,6.99839,213.839,1022.7535
319.75,1489.04,2.348,2.326,11.4956,34.315906,29.9164,11.4953,6.99411,213.711,1022.7449
320,1489.05,2.294,2.272,11.4952,34.328099,29.9286,11.4949,6.99715,213.801,1022.7541
320.25,1489.07,2.256,2.235,11.4955,34.344929,29.9446,11.4953,7.01189,214.249,1022.7663
320.5,1489.13,2.242,2.222,11.5121,34.359869,29.9456,11.5119,7.02086,214.524,1022.7642
320.75,1489.22,2.237,2.217,11.5404,34.376274,29.9386,11.5401,7.04784,215.35,1022.7537
321,1489.28,2.233,2.212,11.5664,34.371635,29.9131,11.5662,7.08642,216.534,1022.7293
321.25,1489.32,2.233,2.212,11.5788,34.381944,29.9131,11.5785,7.12914,217.84,1022.7271
321.5,1489.36,2.237,2.216,11.5914,34.388898,29.9097,11.5911,7.18167,219.446,1022.7222
321.75,1489.4,2.24,2.22,11.6052,34.390604,29.9002,11.6049,7.22783,220.859,1022.7124
322,1489.44,2.243,2.223,11.6198,34.39762,29.8952,11.6195,7.28673,222.66,1022.706
322.25,1489.49,2.247,2.227,11.6361,34.397801,29.8822,11.6359,7.35206,224.659,1022.693
322.5,1489.52,2.251,2.23,11.6483,34.399691,29.8742,11.648,7.43189,227.1,1022.6847
322.75,1489.54,2.252,2.231,11.6553,34.400301,29.8692,11.655,7.52516,229.952,1022.6796
323,1489.55,2.241,2.22,11.659,34.403046,29.8688,11.6587,7.6333,233.256,1022.6786
323.25,1489.55,2.218,2.197,11.6605,34.399263,29.864,11.6602,7.77201,237.496,1022.6745
323.5,1489.55,2.189,2.169,11.6598,34.397981,29.8633,11.6596,7.94042,242.642,1022.6739
323.75,1489.54,2.165,2.145,11.658,34.39609,29.863,11.6578,8.11671,248.029,1022.6739
324,1489.53,2.147,2.128,11.6551,34.395663,29.8649,11.6549,8.32271,254.324,1022.6758
324.25,1489.52,2.136,2.116,11.6515,34.395236,29.8674,11.6512,8.50816,259.99,1022.6784
324.5,1489.51,2.124,2.104,11.6488,34.391453,29.866,11.6485,8.66799,264.874,1022.6776
324.75,1489.51,2.108,2.088,11.6457,34.39841,29.8751,11.6455,8.79806,268.847,1022.6852
325,1489.51,2.085,2.066,11.647,34.399447,29.8751,11.6467,8.89499,271.809,1022.6849
325.25,1489.52,2.056,2.037,11.6501,34.397372,29.8706,11.6499,8.94052,273.201,1022.6807
325.5,1489.52,2.023,2.004,11.6517,34.396517,29.8685,11.6515,8.94181,273.241,1022.6786
325.75,1489.52,1.991,1.972,11.6512,34.393527,29.8661,11.6509,8.93668,273.085,1022.6767
326,1489.5,1.962,1.944,11.6464,34.389989,29.8665,11.6462,8.90304,272.057,1022.6777
326.25,1489.49,1.939,1.921,11.6407,34.392491,29.8735,11.6404,8.86339,270.843,1022.6841
326.5,1489.48,1.924,1.906,11.6378,34.395054,29.8783,11.6376,8.82336,269.619,1022.6882
326.75,1489.49,1.914,1.897,11.6391,34.395908,29.8781,11.6389,8.78892,268.567,1022.6878
327,1489.5,1.907,1.89,11.6422,34.398837,29.8784,11.642,8.75772,267.614,1022.6875
327.25,1489.51,1.896,1.878,11.6471,34.401582,29.8771,11.6469,8.72202,266.523,1022.6856
327.5,1489.52,1.888,1.87,11.6514,34.401459,29.8736,11.6512,8.68418,265.368,1022.682
327.75,1489.53,1.879,1.861,11.6561,34.39737,29.8659,11.6559,8.63497,263.866,1022.6752
328,1489.54,1.866,1.848,11.6599,34.39737,29.8628,11.6597,8.60098,262.828,1022.6721
328.25,1489.54,1.849,1.832,11.6611,34.398407,29.8629,11.6608,8.57949,262.171,1022.6718
328.5,1489.54,1.836,1.819,11.6605,34.39737,29.8623,11.6603,8.55582,261.448,1022.6714
328.75,1489.54,1.829,1.812,11.6598,34.395661,29.8612,11.6596,8.54696,261.177,1022.6707
329,1489.53,1.83,1.813,11.6584,34.393526,29.8603,11.6582,8.54988,261.267,1022.6702
329.25,1489.53,1.841,1.824,11.658,34.393343,29.8605,11.6577,8.57481,262.028,1022.6705
329.5,1489.54,1.857,1.84,11.6587,34.396089,29.8625,11.6585,8.61313,263.199,1022.672
329.75,1489.52,1.873,1.856,11.6568,34.39017,29.8584,11.6566,8.66481,264.779,1022.6692
330,1489.52,1.883,1.866,11.6556,34.388096,29.8573,11.6554,8.71458,266.3,1022.6686
330.25,1489.53,1.884,1.867,11.6582,34.388889,29.856,11.6579,8.76714,267.907,1022.6672
330.5,1489.53,1.874,1.857,11.6605,34.38956,29.8548,11.6603,8.81031,269.226,1022.6658
330.75,1489.53,1.857,1.84,11.6615,34.389316,29.8538,11.6613,8.85107,270.472,1022.6647
331,1489.53,1.842,1.825,11.661,34.390414,29.8552,11.6608,8.8845,271.493,1022.6659
331.25,1489.53,1.834,1.817,11.6602,34.389987,29.8555,11.6599,8.91943,272.561,1022.6662
331.5,1489.53,1.836,1.819,11.6583,34.39017,29.8572,11.6581,8.96285,273.887,1022.6678
331.75,1489.52,1.843,1.826,11.6567,34.388889,29.8572,11.6565,9.01508,275.483,1022.6682
332,1489.52,1.85,1.833,11.6573,34.388096,29.8559,11.6571,9.07384,277.279,1022.6671
332.25,1489.52,1.855,1.838,11.6577,34.38657,29.8541,11.6575,9.11671,278.589,1022.6657
332.5,1489.52,1.863,1.845,11.6585,34.386814,29.8538,11.6583,9.174,280.34,1022.6653
332.75,1489.53,1.871,1.854,11.6595,34.385777,29.852,11.6593,9.20222,281.203,1022.6638
333,1489.52,1.879,1.861,11.6594,34.384496,29.8508,11.6592,9.20671,281.34,1022.6629
333.25,1489.52,1.879,1.862,11.6592,34.384252,29.8507,11.659,9.20962,281.429,1022.6629
333.5,1489.53,1.869,1.852,11.6609,34.384374,29.8495,11.6606,9.18969,280.82,1022.6616
333.75,1489.53,1.852,1.835,11.6624,34.385106,29.8489,11.6622,9.18293,280.614,1022.6608
334,1489.53,1.836,1.819,11.6633,34.385349,29.8485,11.6631,9.18312,280.62,1022.6602
334.25,1489.53,1.829,1.812,11.6632,34.384495,29.8478,11.663,9.20337,281.239,1022.6596
334.5,1489.53,1.835,1.818,11.6631,34.384068,29.8475,11.6629,9.23176,282.106,1022.6594
334.75,1489.53,1.85,1.833,11.663,34.383214,29.8467,11.6628,9.27998,283.58,1022.6589
335,1489.53,1.864,1.847,11.6641,34.382604,29.8452,11.6639,9.33025,285.117,1022.6576
335.25,1489.54,1.873,1.856,11.665,34.382787,29.8446,11.6648,9.37793,286.574,1022.6571
335.5,1489.54,1.873,1.856,11.6659,34.383031,29.8442,11.6657,9.41823,287.806,1022.6566
335.75,1489.54,1.865,1.848,11.6665,34.382177,29.8429,11.6662,9.44748,288.7,1022.6554
336,1489.54,1.862,1.845,11.6665,34.382604,29.8433,11.6663,9.46351,289.189,1022.6557
336.25,1489.54,1.858,1.841,11.6666,34.38236,29.843,11.6664,9.49011,290.002,1022.6554
336.5,1489.54,1.855,1.838,11.6666,34.382177,29.8428,11.6664,9.51979,290.909,1022.6553
336.75,1489.54,1.851,1.834,11.6663,34.380041,29.841,11.6661,9.53211,291.286,1022.6539
337,1489.53,1.847,1.83,11.6642,34.38114,29.8437,11.664,9.56309,292.232,1022.6564
337.25,1489.53,1.844,1.827,11.6641,34.382604,29.8452,11.6639,9.58457,292.888,1022.6576
337.5,1489.54,1.845,1.828,11.666,34.382177,29.8433,11.6658,9.61502,293.819,1022.6557
337.75,1489.54,1.852,1.835,11.6664,34.38175,29.8425,11.6662,9.63604,294.462,1022.6551
338,1489.54,1.86,1.843,11.6662,34.383214,29.8441,11.666,9.64591,294.763,1022.6564
338.25,1489.54,1.869,1.851,11.6671,34.382787,29.843,11.6669,9.64883,294.853,1022.6554
338.5,1489.54,1.873,1.855,11.6681,34.383458,29.8428,11.6679,9.6382,294.528,1022.6551
338.75,1489.55,1.872,1.855,11.6689,34.384068,29.8427,11.6687,9.62742,294.198,1022.6549
339,1489.55,1.865,1.848,11.6693,34.383458,29.8419,11.6691,9.6213,294.012,1022.6541
339.25,1489.55,1.855,1.838,11.6692,34.382786,29.8413,11.669,9.61643,293.863,1022.6536
339.5,1489.54,1.846,1.829,11.6689,34.381139,29.8399,11.6687,9.60979,293.66,1022.6526
339.75,1489.54,1.841,1.824,11.6679,34.379248,29.8389,11.6677,9.62645,294.17,1022.652
340,1489.54,1.843,1.826,11.6658,34.38114,29.8424,11.6656,9.63507,294.432,1022.6551
340.25,1489.54,1.851,1.834,11.6655,34.383885,29.8453,11.6653,9.63459,294.417,1022.6574
340.5,1489.54,1.86,1.843,11.6672,34.383458,29.8435,11.667,9.64385,294.7,1022.6558
340.75,1489.54,1.868,1.85,11.668,34.383031,29.8424,11.6678,9.64866,294.848,1022.6548
341,1489.54,1.87,1.853,11.6684,34.382787,29.8419,11.6682,9.64477,294.729,1022.6544
341.25,1489.54,1.869,1.852,11.6683,34.382176,29.8415,11.668,9.64525,294.744,1022.654
341.5,1489.54,1.864,1.847,11.6681,34.381749,29.8412,11.6679,9.64104,294.615,1022.6538
341.75,1489.54,1.858,1.841,11.6674,34.380895,29.8409,11.6672,9.6422,294.65,1022.6537
342,1489.54,1.852,1.835,11.6663,34.380285,29.8412,11.6661,9.63319,294.375,1022.6541
342.25,1489.53,1.85,1.833,11.6656,34.380713,29.8422,11.6654,9.63369,294.39,1022.655
342.5,1489.53,1.853,1.836,11.665,34.382177,29.8441,11.6648,9.62503,294.125,1022.6566
342.75,1489.54,1.861,1.844,11.6656,34.382177,29.8436,11.6654,9.62879,294.24,1022.6561
343,1489.54,1.873,1.856,11.6667,34.383031,29.8435,11.6664,9.62642,294.168,1022.656
343.25,1489.54,1.882,1.864,11.6677,34.383214,29.8429,11.6675,9.61909,293.944,1022.6553
343.5,1489.54,1.882,1.865,11.6683,34.382604,29.8419,11.668,9.61989,293.969,1022.6544
343.75,1489.54,1.868,1.851,11.6684,34.382604,29.8418,11.6682,9.62449,294.109,1022.6542
344,1489.54,1.848,1.831,11.6682,34.383031,29.8423,11.668,9.63602,294.461,1022.6546
344.25,1489.54,1.832,1.815,11.6682,34.382359,29.8417,11.668,9.63127,294.316,1022.6541
344.5,1489.54,1.831,1.814,11.667,34.381749,29.8421,11.6668,9.64219,294.65,1022.6545
344.75,1489.54,1.85,1.833,11.6666,34.38236,29.843,11.6664,9.63409,294.402,1022.6554
345,1489.54,1.869,1.852,11.6669,34.383641,29.8439,11.6667,9.64117,294.618,1022.6562
345.25,1489.54,1.873,1.856,11.6675,34.383641,29.8435,11.6673,9.63061,294.296,1022.6557
345.5,1489.55,1.861,1.844,11.6683,34.383885,29.843,11.6681,9.63162,294.327,1022.6552
345.75,1489.54,1.828,1.811,11.6686,34.383152,29.8421,11.6684,9.61782,293.905,1022.6543
346,1489.54,1.785,1.768,11.6683,34.381932,29.8412,11.668,9.60734,293.585,1022.6535
346.25,1489.54,1.739,1.723,11.6674,34.380895,29.841,11.6671,9.60852,293.621,1022.6532
