Time,Sound Velocity,"Pressure, Strain Gauge [db]",Depth,Temperature ,Conductivity,Salinity,Potential Temperature ,Oxygen [mg/l],Oxygen [umol/Kg],Density
34.5,1487.67,1.58,1.566,10.7315,34.819228,31.0418,10.7313,4.75026,145.005,1023.7483
34.75,1487.62,1.543,1.529,10.7365,34.767737,30.9866,10.7364,4.73531,144.555,1023.7043
35,1487.53,1.505,1.491,10.7481,34.66307,30.8734,10.7479,4.71879,144.063,1023.6141
35.25,1487.45,1.48,1.467,10.7507,34.590202,30.7992,10.7505,4.7158,143.98,1023.5558
35.5,1487.39,1.48,1.466,10.7467,34.552172,30.7649,10.7466,4.70408,143.626,1023.5298
35.75,1487.37,1.5,1.486,10.7402,34.542699,30.7611,10.74,4.71813,144.055,1023.5281
36,1487.37,1.529,1.514,10.7342,34.556025,30.7792,10.7341,4.73351,144.523,1023.5433
36.25,1487.46,1.557,1.542,10.7307,34.641163,30.8664,10.7305,4.74129,144.751,1023.6118
36.5,1487.62,1.578,1.564,10.7351,34.768595,30.9887,10.7349,4.75421,145.131,1023.7064
36.75,1487.67,1.595,1.58,10.7391,34.802122,31.0184,10.739,4.75497,145.152,1023.7288
37,1487.68,1.599,1.584,10.7363,34.814997,31.0335,10.7361,4.75886,145.269,1023.7411
37.25,1487.7,1.584,1.569,10.7376,34.827567,31.0449,10.7374,4.73194,144.446,1023.7497
37.5,1487.72,1.553,1.538,10.753,34.809661,31.0141,10.7529,4.70099,143.505,1023.7229
37.75,1487.66,1.515,1.501,10.7663,34.735751,30.9298,10.7662,4.65724,142.179,1023.6549
38,1487.56,1.487,1.474,10.7664,34.651133,30.8461,10.7662,4.61334,140.847,1023.5897
38.25,1487.47,1.483,1.47,10.7563,34.595094,30.7993,10.7562,4.56098,139.253,1023.5549
38.5,1487.42,1.5,1.486,10.7453,34.580419,30.7941,10.7451,4.51656,137.898,1023.5528
38.75,1487.47,1.525,1.511,10.739,34.636511,30.8548,10.7388,4.48181,136.83,1023.6012
39,1487.66,1.546,1.532,10.7404,34.792497,31.0078,10.7402,4.44504,135.692,1023.7202
39.25,1487.71,1.555,1.54,10.7433,34.824623,31.0371,10.7431,4.43972,135.526,1023.7425
39.5,1487.77,1.55,1.535,10.7487,34.859827,31.0673,10.7486,4.44046,135.546,1023.7651
39.75,1487.82,1.543,1.528,10.78,34.836147,31.0174,10.7799,4.4396,135.525,1023.7208
40,1487.87,1.542,1.528,10.8238,34.787584,30.9324,10.8236,4.43924,135.524,1023.6472
40.25,1487.93,1.542,1.527,10.8497,34.783352,30.9064,10.8495,4.43052,135.261,1023.6226
40.5,1488,1.53,1.516,10.8615,34.816699,30.9293,10.8613,4.42135,134.979,1023.6384
40.75,1488.07,1.506,1.492,10.8699,34.860979,30.9659,10.8697,4.41647,134.827,1023.6652
41,1488.08,1.485,1.471,10.8774,34.854107,30.9528,10.8772,4.41568,134.804,1023.6537
41.25,1488.01,1.483,1.469,10.8751,34.797018,30.8985,10.8749,4.43173,135.3,1023.6118
41.5,1487.91,1.504,1.49,10.8564,34.751914,30.8697,10.8562,4.42461,135.085,1023.5927
41.75,1487.87,1.535,1.521,10.8349,34.767542,30.9032,10.8347,4.42817,135.19,1023.6226
42,1487.98,1.563,1.549,10.8223,34.88479,31.0296,10.8221,4.41686,134.831,1023.7232
42.25,1488.02,1.575,1.56,10.8209,34.919282,31.0648,10.8207,4.40439,134.447,1023.7509
42.5,1488.05,1.562,1.548,10.8248,34.937761,31.0798,10.8246,4.37877,133.663,1023.7619
42.75,1488.19,1.528,1.513,10.8796,34.93886,31.0344,10.8794,4.35148,132.836,1023.717
43,1488.4,1.482,1.468,10.9689,34.924238,30.9446,10.9687,4.31391,131.7,1023.6315
43.25,1488.49,1.447,1.434,11.0335,34.866727,30.8338,11.0333,4.28937,130.963,1023.5341
43.5,1488.49,1.441,1.427,11.0588,34.807235,30.7542,11.0586,4.2692,130.356,1023.4678
43.75,1488.45,1.463,1.45,11.0581,34.775851,30.724,11.058,4.24969,129.763,1023.4445
44,1488.35,1.504,1.49,11.0266,34.761515,30.7363,11.0264,4.24662,129.668,1023.4597
44.25,1488.26,1.545,1.531,10.9719,34.79952,30.8194,10.9718,4.24486,129.604,1023.5339
44.5,1488.29,1.569,1.554,10.9382,34.896129,30.9428,10.938,4.25587,129.928,1023.6359
44.75,1488.26,1.573,1.558,10.9209,34.911598,30.9727,10.9207,4.2704,130.368,1023.662
45,1488.24,1.561,1.546,10.9045,34.924,30.9987,10.9043,4.29071,130.985,1023.6851
45.25,1488.3,1.537,1.523,10.9258,34.932838,30.9894,10.9256,4.31776,131.812,1023.6741
45.5,1488.37,1.508,1.494,10.9516,34.933019,30.9678,10.9514,4.33778,132.426,1023.6527
45.75,1488.39,1.479,1.465,10.9682,34.915951,30.937,10.968,4.34574,132.673,1023.6257
46,1488.39,1.46,1.447,10.9841,34.884526,30.8928,10.9839,4.35624,132.998,1023.5885
46.25,1488.37,1.459,1.446,10.9945,34.846611,30.8467,10.9944,4.36258,133.197,1023.5509
46.5,1488.33,1.482,1.468,10.9943,34.809817,30.8108,10.9942,4.36535,133.285,1023.5231
46.75,1488.26,1.518,1.504,10.9737,34.795719,30.8142,10.9735,4.37103,133.457,1023.5295
47,1488.21,1.549,1.535,10.9388,34.830365,30.8776,10.9386,4.37008,133.421,1023.5849
47.25,1488.26,1.568,1.553,10.9161,34.915466,30.9805,10.916,4.36218,133.169,1023.6689
47.5,1488.27,1.57,1.555,10.9113,34.934559,31.0033,10.9112,4.3628,133.185,1023.6875
47.75,1488.28,1.551,1.536,10.9089,34.951936,31.0225,10.9087,4.34306,132.581,1023.7028
48,1488.33,1.524,1.51,10.9341,34.943336,30.9927,10.9339,4.3238,131.997,1023.6752
48.25,1488.39,1.507,1.493,10.9693,34.917547,30.9377,10.9691,4.31073,131.604,1023.6262
48.5,1488.4,1.512,1.498,10.9999,34.858388,30.8538,10.9998,4.29346,131.085,1023.5557
48.75,1488.33,1.556,1.542,11.0173,34.761332,30.7439,11.0172,4.28494,130.837,1023.4674
49,1488.11,1.628,1.613,10.9796,34.65062,30.6667,10.9794,4.28486,130.841,1023.4143
49.25,1487.82,1.715,1.699,10.907,34.565543,30.6437,10.9068,4.2867,130.898,1023.4093
49.5,1487.64,1.805,1.788,10.8452,34.542016,30.6722,10.845,4.29664,131.197,1023.4423
49.75,1487.52,1.879,1.861,10.7991,34.543549,30.7123,10.7989,4.31536,131.764,1023.4817
50,1487.52,1.924,1.906,10.7692,34.607816,30.8008,10.769,4.32816,132.145,1023.5559
50.25,1487.67,1.944,1.926,10.7584,34.756644,30.9569,10.7582,4.32987,132.181,1023.6793
50.5,1487.71,1.953,1.935,10.7545,34.798504,31.0017,10.7542,4.33604,132.365,1023.7149
50.75,1487.67,1.968,1.949,10.745,34.783978,30.9953,10.7448,4.34334,132.589,1023.7116
51,1487.55,2.008,1.989,10.7378,34.69907,30.9174,10.7376,4.35315,132.896,1023.6524
51.25,1487.44,2.069,2.05,10.7345,34.612164,30.8343,10.7343,4.36097,133.143,1023.5885
51.5,1487.34,2.149,2.129,10.7289,34.535918,30.7636,10.7286,4.37232,133.496,1023.5349
51.75,1487.28,2.24,2.219,10.7201,34.505182,30.7406,10.7198,4.38566,133.906,1023.5189
52,1487.25,2.327,2.305,10.712,34.49883,30.741,10.7118,4.41682,134.857,1023.521
52.25,1487.26,2.389,2.367,10.7057,34.513677,30.761,10.7055,4.45691,136.079,1023.5378
52.5,1487.33,2.427,2.405,10.7035,34.578286,30.8268,10.7032,4.49463,137.224,1023.5896
52.75,1487.43,2.454,2.431,10.709,34.652244,30.8953,10.7087,4.53178,138.351,1023.6421
53,1487.45,2.482,2.459,10.7139,34.659282,30.8981,10.7136,4.55951,139.197,1023.6436
53.25,1487.37,2.517,2.494,10.7132,34.59021,30.8304,10.7129,4.57161,139.574,1023.5911
53.5,1487.33,2.567,2.543,10.7111,34.557743,30.8,10.7108,4.56053,139.239,1023.5681
53.75,1487.29,2.629,2.605,10.709,34.529321,30.7736,10.7087,4.54315,138.711,1023.5482
54,1487.25,2.7,2.675,10.7013,34.509646,30.7606,10.701,4.50587,137.574,1023.5397
54.25,1487.22,2.769,2.743,10.6931,34.507387,30.7653,10.6928,4.47856,136.739,1023.545
54.5,1487.22,2.823,2.797,10.6883,34.516003,30.7778,10.688,4.45779,136.104,1023.5558
54.75,1487.26,2.861,2.834,10.6883,34.547782,30.8093,10.6879,4.44651,135.756,1023.5805
55,1487.32,2.89,2.863,10.6926,34.591681,30.849,10.6923,4.44558,135.723,1023.6108
55.25,1487.32,2.926,2.899,10.6986,34.578533,30.831,10.6982,4.4481,135.803,1023.5959
55.5,1487.29,2.979,2.952,10.7005,34.546742,30.7979,10.7002,4.45869,136.129,1023.5701
55.75,1487.23,3.06,3.032,10.6961,34.504149,30.7594,10.6957,4.44834,135.817,1023.5413
56,1487.19,3.156,3.126,10.6886,34.483197,30.745,10.6882,4.44644,135.76,1023.5318
56.25,1487.17,3.25,3.22,10.6826,34.478984,30.7458,10.6822,4.42373,135.067,1023.5339
56.5,1487.2,3.313,3.282,10.6805,34.50458,30.7729,10.6801,4.40276,134.424,1023.5556
56.75,1487.36,3.342,3.311,10.6824,34.637564,30.9029,10.682,4.38528,133.877,1023.6565
57,1487.45,3.333,3.302,10.6885,34.698651,30.9582,10.6881,4.37565,133.577,1023.6985
57.25,1487.51,3.312,3.281,10.6914,34.747466,31.0041,10.691,4.38007,133.708,1023.7336
57.5,1487.45,3.322,3.291,10.7092,34.653104,30.8956,10.7089,4.38548,133.884,1023.6462
57.75,1487.4,3.384,3.353,10.7394,34.546311,30.7645,10.739,4.38957,134.023,1023.5394
58,1487.34,3.497,3.465,10.7495,34.477878,30.6884,10.7491,4.38906,134.016,1023.479
58.25,1487.27,3.636,3.602,10.7329,34.446004,30.6708,10.7325,4.38029,133.749,1023.4687
58.5,1487.21,3.761,3.726,10.711,34.443259,30.6864,10.7105,4.38169,133.79,1023.4852
58.75,1487.21,3.845,3.809,10.6929,34.482772,30.7406,10.6925,4.37203,133.489,1023.5308
59,1487.36,3.872,3.837,10.6842,34.627776,30.8915,10.6837,4.36616,133.294,1023.6498
59.25,1487.44,3.858,3.823,10.681,34.696755,30.9624,10.6806,4.36359,133.209,1023.7055
59.5,1487.48,3.831,3.795,10.6828,34.730622,30.9945,10.6823,4.36782,133.334,1023.73
59.75,1487.46,3.819,3.783,10.7002,34.678814,30.9284,10.6998,4.36903,133.378,1023.6755
60,1487.43,3.845,3.809,10.7297,34.586299,30.812,10.7292,4.36075,133.138,1023.5801
60.25,1487.36,3.916,3.879,10.7426,34.501581,30.7175,10.7421,4.35337,132.923,1023.5047
60.5,1487.3,4.021,3.984,10.7338,34.464384,30.6881,10.7333,4.33333,132.314,1023.4837
60.75,1487.23,4.139,4.101,10.7155,34.447045,30.6862,10.7151,4.32283,131.993,1023.4859
61,1487.19,4.245,4.206,10.6982,34.446865,30.7005,10.6978,4.31609,131.785,1023.5005
61.25,1487.17,4.325,4.285,10.6849,34.46146,30.7261,10.6844,4.31545,131.763,1023.523
61.5,1487.24,4.374,4.333,10.6777,34.533975,30.8039,10.6772,4.31998,131.893,1023.585
61.75,1487.34,4.401,4.36,10.6753,34.624169,30.8952,10.6748,4.3271,132.101,1023.6565
62,1487.35,4.413,4.372,10.6717,34.636528,30.9105,10.6712,4.3362,132.378,1023.6691
62.25,1487.36,4.429,4.388,10.6728,34.646502,30.9194,10.6723,4.33658,132.388,1023.676
62.5,1487.37,4.455,4.414,10.6881,34.617989,30.8783,10.6875,4.33993,132.495,1023.6415
62.75,1487.34,4.499,4.457,10.6967,34.578111,30.8315,10.6962,4.33115,132.232,1023.6038
63,1487.3,4.56,4.518,10.702,34.526762,30.7762,10.7015,4.32402,132.02,1023.5602
63.25,1487.26,4.638,4.595,10.7035,34.487843,30.7364,10.703,4.31618,131.785,1023.5293
63.5,1487.2,4.731,4.688,10.6934,34.463353,30.7207,10.6929,4.32387,132.021,1023.5192
63.75,1487.16,4.822,4.777,10.6817,34.454439,30.7217,10.6811,4.33906,132.484,1023.5223
64,1487.15,4.891,4.846,10.6719,34.461463,30.7368,10.6714,4.36871,133.388,1023.5361
64.25,1487.17,4.937,4.892,10.6655,34.488948,30.7694,10.6649,4.40277,134.424,1023.5628
64.5,1487.23,4.969,4.923,10.6649,34.54333,30.8237,10.6644,4.43442,135.385,1023.6052
64.75,1487.27,4.993,4.946,10.6662,34.578116,30.857,10.6656,4.45545,136.024,1023.6311
65,1487.28,5.017,4.97,10.6648,34.588512,30.8685,10.6642,4.47065,136.486,1023.6404
65.25,1487.23,5.051,5.004,10.6623,34.544797,30.8273,10.6617,4.46531,136.327,1023.6089
65.5,1487.15,5.107,5.06,10.6587,34.491698,30.7777,10.6581,4.44714,135.778,1023.5712
65.75,1487.1,5.189,5.141,10.6538,34.459756,30.7502,10.6532,4.42048,134.966,1023.5509
66,1487.06,5.286,5.237,10.6439,34.44431,30.7432,10.6433,4.38842,133.988,1023.5476
66.25,1487.02,5.377,5.327,10.6249,34.44706,30.7619,10.6243,4.35958,133.105,1023.5658
66.5,1486.97,5.444,5.394,10.5994,34.462511,30.7987,10.5988,4.34857,132.765,1023.599
66.75,1486.99,5.479,5.428,10.5789,34.52409,30.8771,10.5783,4.3388,132.458,1023.6637
67,1487.05,5.491,5.44,10.5716,34.587239,30.946,10.5709,4.34406,132.612,1023.7186
67.25,1487.04,5.495,5.444,10.5629,34.593172,30.9592,10.5623,4.36597,133.279,1023.7304
67.5,1486.97,5.517,5.465,10.5505,34.56688,30.9436,10.5499,4.37314,133.499,1023.7204
67.75,1486.89,5.569,5.517,10.5437,34.514561,30.8974,10.5431,4.37892,133.68,1023.6858
