Time,Sound Velocity,"Pressure, Strain Gauge [db]",Depth,Temperature ,Conductivity,Salinity,Potential Temperature ,Oxygen [mg/l],Oxygen [umol/Kg],Density
68,1486.85,5.648,5.596,10.5388,34.487437,30.8746,10.5382,4.36746,133.333,1023.6692
68.25,1486.82,5.739,5.685,10.527,34.485117,30.8822,10.5263,4.34114,132.528,1023.6776
68.5,1486.78,5.822,5.768,10.5077,34.492511,30.9059,10.507,4.32014,131.884,1023.6996
68.75,1486.75,5.888,5.833,10.4912,34.504793,30.9321,10.4905,4.29883,131.231,1023.7231
69,1486.75,5.937,5.882,10.4814,34.520497,30.956,10.4807,4.28468,130.796,1023.7436
69.25,1486.75,5.982,5.927,10.4785,34.530642,30.9685,10.4778,4.27277,130.431,1023.754
69.5,1486.76,6.03,5.974,10.4788,34.533392,30.971,10.4781,4.28135,130.693,1023.7561
69.75,1486.76,6.078,6.021,10.476,34.540299,30.9802,10.4754,4.28978,130.949,1023.764
70,1486.76,6.12,6.063,10.4711,34.550752,30.9948,10.4704,4.29287,131.042,1023.7763
70.25,1486.76,6.155,6.098,10.4669,34.561389,31.0089,10.4662,4.28396,130.768,1023.7882
70.5,1486.76,6.193,6.136,10.4651,34.561145,31.0103,10.4644,4.28895,130.921,1023.7897
70.75,1486.75,6.241,6.183,10.4635,34.553137,31.0036,10.4628,4.27758,130.574,1023.785
71,1486.73,6.299,6.241,10.4597,34.543357,30.9971,10.459,4.26656,130.239,1023.7808
71.25,1486.7,6.358,6.299,10.4534,34.538896,30.998,10.4526,4.26411,130.163,1023.7829
71.5,1486.68,6.417,6.358,10.4444,34.540609,31.0073,10.4437,4.25933,130.017,1023.7919
71.75,1486.66,6.48,6.42,10.4353,34.538899,31.0134,10.4345,4.26245,130.111,1023.7984
72,1486.62,6.55,6.489,10.4249,34.528083,31.0114,10.4242,4.2737,130.454,1023.7989
72.25,1486.59,6.627,6.566,10.4137,34.52069,31.0135,10.413,4.27825,130.593,1023.8028
72.5,1486.56,6.7,6.638,10.4034,34.523869,31.0255,10.4026,4.28955,130.936,1023.8142
72.75,1486.56,6.754,6.692,10.3968,34.535726,31.0429,10.3961,4.30229,131.323,1023.8291
73,1486.6,6.789,6.726,10.3952,34.568797,31.0773,10.3944,4.29986,131.245,1023.8563
73.25,1486.66,6.805,6.742,10.4031,34.602124,31.1037,10.4023,4.29667,131.146,1023.8757
73.5,1486.68,6.813,6.75,10.4078,34.610626,31.1081,10.4071,4.30096,131.276,1023.8783
73.75,1486.67,6.827,6.764,10.4035,34.610198,31.1114,10.4028,4.29885,131.211,1023.8817
74,1486.64,6.87,6.807,10.4016,34.590443,31.0933,10.4008,4.2924,131.016,1023.8681
74.25,1486.6,6.952,6.888,10.4047,34.546116,31.0465,10.4039,4.27297,130.428,1023.8315
74.5,1486.56,7.066,7.001,10.4012,34.517943,31.0213,10.4004,4.25853,129.99,1023.8129
74.75,1486.53,7.177,7.111,10.3926,34.512628,31.0233,10.3918,4.24379,129.539,1023.8165
75,1486.52,7.268,7.2,10.3838,34.519657,31.0377,10.383,4.24467,129.565,1023.8296
75.25,1486.53,7.319,7.251,10.3764,34.547832,31.0722,10.3756,4.25085,129.75,1023.8579
75.5,1486.58,7.339,7.271,10.3751,34.59216,31.1175,10.3742,4.25818,129.969,1023.8935
75.75,1486.6,7.346,7.278,10.3737,34.60898,31.1355,10.3728,4.27815,130.577,1023.9078
76,1486.6,7.349,7.281,10.3689,34.616138,31.1468,10.3681,4.29335,131.039,1023.9174
76.25,1486.59,7.362,7.294,10.3691,34.606778,31.1372,10.3683,4.31685,131.758,1023.91
76.5,1486.59,7.394,7.326,10.38,34.589836,31.111,10.3791,4.31475,131.696,1023.8879
76.75,1486.57,7.454,7.385,10.384,34.555656,31.0734,10.3832,4.31908,131.832,1023.8582
77,1486.53,7.535,7.466,10.3798,34.534019,31.0553,10.379,4.3123,131.627,1023.8452
77.25,1486.5,7.623,7.552,10.3727,34.527481,31.0548,10.3719,4.30441,131.386,1023.8464
77.5,1486.49,7.703,7.632,10.3662,34.529376,31.0623,10.3654,4.30525,131.411,1023.8536
77.75,1486.48,7.771,7.699,10.3609,34.533839,31.0713,10.36,4.31638,131.749,1023.8618
78,1486.48,7.835,7.763,10.3562,34.535978,31.0774,10.3553,4.33338,132.268,1023.8677
78.25,1486.47,7.905,7.832,10.353,34.532801,31.0769,10.3521,4.36267,133.162,1023.8682
78.5,1486.46,7.972,7.898,10.3498,34.532374,31.0792,10.3489,4.37689,133.596,1023.8708
78.75,1486.48,8.018,7.944,10.3476,34.557496,31.1061,10.3467,4.37963,133.677,1023.8923
79,1486.54,8.035,7.961,10.3488,34.601523,31.1491,10.3479,4.36604,133.257,1023.9256
79.25,1486.56,8.033,7.959,10.352,34.61553,31.1603,10.3511,4.37523,133.537,1023.9338
79.5,1486.58,8.029,7.955,10.3546,34.62336,31.1659,10.3537,4.37618,133.565,1023.9377
79.75,1486.59,8.05,7.976,10.3703,34.598952,31.1281,10.3694,4.36538,133.24,1023.9057
80,1486.57,8.126,8.051,10.38,34.555475,31.0764,10.3791,4.37671,133.591,1023.8642
80.25,1486.51,8.252,8.176,10.3779,34.512878,31.0356,10.377,4.37887,133.661,1023.8334
80.5,1486.44,8.39,8.312,10.3705,34.468043,30.9971,10.3696,4.37501,133.547,1023.8052
80.75,1486.41,8.495,8.416,10.3625,34.456624,30.9925,10.3616,4.35842,133.041,1023.8035
81,1486.39,8.55,8.47,10.3571,34.454488,30.995,10.3561,4.34102,132.509,1023.8066
81.25,1486.39,8.553,8.473,10.3557,34.455587,30.9973,10.3547,4.32098,131.897,1023.8086
81.5,1486.39,8.528,8.449,10.3546,34.459556,31.0021,10.3537,4.33738,132.397,1023.8124
81.75,1486.39,8.507,8.428,10.3535,34.461694,31.0052,10.3526,4.38808,133.945,1023.815
82,1486.39,8.515,8.436,10.3521,34.464442,31.0092,10.3512,4.46102,136.171,1023.8183
82.25,1486.38,8.572,8.492,10.3511,34.46029,31.0058,10.3502,4.55626,139.078,1023.8161
82.5,1486.38,8.679,8.599,10.3507,34.454306,31.0002,10.3497,4.66354,142.354,1023.8123
82.75,1486.38,8.813,8.731,10.3503,34.454917,31.0011,10.3493,4.76527,145.459,1023.8136
83,1486.38,8.935,8.852,10.3491,34.45388,31.001,10.3481,4.8413,147.779,1023.8144
83.25,1486.37,9.019,8.935,10.3484,34.452842,31.0005,10.3474,4.90947,149.86,1023.8145
83.5,1486.38,9.049,8.965,10.3491,34.454918,31.002,10.3481,4.93065,150.507,1023.8156
83.75,1486.38,9.035,8.952,10.3489,34.457238,31.0045,10.3479,4.94216,150.858,1023.8176
84,1486.38,9.006,8.923,10.3492,34.458948,31.006,10.3482,4.93901,150.762,1023.8185
84.25,1486.39,8.997,8.913,10.3505,34.460841,31.0068,10.3494,4.92966,150.476,1023.8189
84.5,1486.39,9.028,8.944,10.3518,34.462306,31.007,10.3508,4.91636,150.07,1023.819
84.75,1486.39,9.108,9.024,10.3526,34.458093,31.0021,10.3516,4.89257,149.344,1023.8154
85,1486.38,9.223,9.138,10.3488,34.453881,31.0011,10.3478,4.87706,148.871,1023.8158
85.25,1486.37,9.341,9.254,10.3481,34.446493,30.9943,10.347,4.86173,148.404,1023.8112
85.5,1486.39,9.437,9.349,10.3542,34.447958,30.9905,10.3532,4.8434,147.845,1023.8076
85.75,1486.4,9.497,9.409,10.3576,34.447958,30.9876,10.3565,4.83471,147.58,1023.805
86,1486.4,9.527,9.438,10.3595,34.44692,30.9849,10.3585,4.82147,147.176,1023.8028
86.25,1486.41,9.541,9.453,10.3619,34.448202,30.9842,10.3609,4.81836,147.081,1023.8018
86.5,1486.42,9.555,9.467,10.3649,34.450033,30.9834,10.3638,4.81799,147.07,1023.8008
86.75,1486.42,9.581,9.492,10.3662,34.446675,30.979,10.3651,4.81049,146.842,1023.7973
87,1486.43,9.618,9.528,10.3674,34.446492,30.9777,10.3663,4.80485,146.67,1023.7963
87.25,1486.43,9.66,9.571,10.368,34.447347,30.9781,10.3669,4.80616,146.71,1023.7967
87.5,1486.43,9.713,9.623,10.367,34.448202,30.9797,10.3659,4.79767,146.451,1023.7983
87.75,1486.42,9.774,9.684,10.3652,34.448202,30.9812,10.3641,4.79917,146.496,1023.8001
88,1486.42,9.841,9.75,10.3633,34.447958,30.9826,10.3622,4.80343,146.626,1023.8018
88.25,1486.42,9.916,9.825,10.3621,34.448569,30.9843,10.3609,4.79879,146.484,1023.8036
88.5,1486.42,9.993,9.901,10.3605,34.450096,30.9871,10.3593,4.79516,146.373,1023.8064
88.75,1486.41,10.063,9.97,10.3582,34.45028,30.9892,10.3571,4.79736,146.44,1023.8087
89,1486.41,10.12,10.026,10.3563,34.450525,30.991,10.3552,4.79025,146.222,1023.8108
89.25,1486.41,10.164,10.07,10.3548,34.451319,30.9931,10.3537,4.78344,146.014,1023.8128
89.5,1486.4,10.202,10.108,10.3536,34.450953,30.9937,10.3525,4.77872,145.87,1023.8136
89.75,1486.41,10.237,10.143,10.3534,34.452601,30.9955,10.3523,4.77303,145.696,1023.8152
90,1486.41,10.273,10.178,10.3518,34.456021,31.0003,10.3506,4.77357,145.712,1023.8194
90.25,1486.4,10.301,10.206,10.3477,34.45767,31.0054,10.3466,4.76517,145.455,1023.8242
90.5,1486.39,10.329,10.234,10.3436,34.457915,31.0091,10.3425,4.76893,145.569,1023.8279
90.75,1486.38,10.363,10.267,10.3408,34.457732,31.0113,10.3397,4.76581,145.474,1023.8302
91,1486.38,10.424,10.328,10.3394,34.457488,31.0123,10.3382,4.76367,145.408,1023.8315
91.25,1486.38,10.513,10.416,10.3379,34.456206,31.0123,10.3367,4.76095,145.325,1023.8321
91.5,1486.38,10.615,10.517,10.3377,34.456207,31.0124,10.3365,4.75002,144.991,1023.8327
91.75,1486.38,10.705,10.606,10.3373,34.4581,31.0146,10.3361,4.73912,144.659,1023.8349
92,1486.37,10.775,10.676,10.3355,34.456818,31.0147,10.3343,4.73744,144.607,1023.8357
92.25,1486.37,10.82,10.72,10.3354,34.453643,31.0117,10.3342,4.73304,144.473,1023.8335
92.5,1486.38,10.851,10.751,10.3393,34.449857,31.0045,10.3381,4.72577,144.252,1023.8274
92.75,1486.4,10.863,10.763,10.3464,34.450101,30.9987,10.3452,4.73197,144.442,1023.8218
93,1486.41,10.867,10.767,10.352,34.452176,30.996,10.3508,4.72977,144.376,1023.8187
93.25,1486.42,10.885,10.784,10.3545,34.453641,30.9954,10.3533,4.72856,144.339,1023.8179
93.5,1486.42,10.931,10.829,10.3556,34.449245,30.99,10.3544,4.73778,144.621,1023.8137
93.75,1486.43,11.01,10.908,10.3579,34.450283,30.989,10.3567,4.74191,144.747,1023.813
94,1486.43,11.101,10.998,10.357,34.454924,30.9944,10.3558,4.74496,144.84,1023.8177
94.25,1486.42,11.184,11.081,10.3509,34.455597,31.0002,10.3497,4.74468,144.83,1023.8237
94.5,1486.41,11.248,11.143,10.3457,34.456025,31.0051,10.3444,4.74786,144.927,1023.8286
94.75,1486.4,11.296,11.192,10.3426,34.457918,31.0096,10.3413,4.74737,144.911,1023.8329
95,1486.4,11.341,11.236,10.3393,34.459323,31.0138,10.3381,4.74902,144.961,1023.8369
95.25,1486.39,11.382,11.277,10.3353,34.46024,31.0181,10.334,4.75181,145.045,1023.8411
95.5,1486.38,11.422,11.316,10.332,34.461095,31.0218,10.3307,4.75328,145.09,1023.8447
95.75,1486.38,11.458,11.352,10.3294,34.462317,31.0252,10.3282,4.75478,145.135,1023.8479
96,1486.37,11.503,11.396,10.3279,34.462134,31.0263,10.3266,4.75727,145.211,1023.8492
96.25,1486.37,11.562,11.455,10.327,34.461279,31.0262,10.3257,4.75879,145.257,1023.8496
96.5,1486.37,11.634,11.527,10.3267,34.460852,31.0259,10.3254,4.75567,145.162,1023.8497
96.75,1486.37,11.706,11.598,10.3263,34.461891,31.0273,10.325,4.75268,145.071,1023.8512
97,1486.37,11.765,11.656,10.3251,34.462746,31.0291,10.3238,4.74417,144.811,1023.8531
97.25,1486.37,11.81,11.7,10.3234,34.464639,31.0325,10.3221,4.74509,144.839,1023.8562
97.5,1486.37,11.85,11.741,10.3211,34.465739,31.0355,10.3198,4.73079,144.402,1023.8591
97.75,1486.36,11.905,11.795,10.3194,34.465312,31.0366,10.3181,4.72655,144.272,1023.8605
98,1486.36,11.976,11.865,10.3181,34.46635,31.0386,10.3168,4.72168,144.123,1023.8626
98.25,1486.36,12.055,11.944,10.3162,34.467389,31.0413,10.3149,4.71375,143.881,1023.8654
98.5,1486.35,12.122,12.009,10.3134,34.467817,31.0441,10.3121,4.71089,143.793,1023.8683
98.75,1486.35,12.158,12.045,10.3112,34.468917,31.0471,10.3098,4.70845,143.718,1023.8712
99,1486.35,12.171,12.058,10.3096,34.47081,31.0503,10.3082,4.69882,143.424,1023.874
99.25,1486.35,12.183,12.07,10.3089,34.472581,31.0527,10.3075,4.69405,143.278,1023.8761
99.5,1486.35,12.217,12.104,10.3104,34.470993,31.0497,10.3091,4.69066,143.175,1023.8736
99.75,1486.35,12.278,12.165,10.3104,34.469711,31.0485,10.309,4.68296,142.94,1023.873
100,1486.35,12.359,12.244,10.3092,34.469711,31.0495,10.3078,4.67387,142.662,1023.8743
100.25,1486.34,12.441,12.326,10.3075,34.469956,31.0512,10.3061,4.67766,142.778,1023.8763
100.5,1486.34,12.515,12.399,10.3057,34.470384,31.0531,10.3043,4.68354,142.957,1023.8784
100.75,1486.34,12.575,12.459,10.3044,34.470568,31.0544,10.3029,4.679,142.819,1023.8799
101,1486.34,12.62,12.503,10.3037,34.470995,31.0553,10.3023,4.68604,143.033,1023.881
101.25,1486.34,12.648,12.531,10.303,34.471851,31.0568,10.3016,4.68358,142.958,1023.8823
101.5,1486.34,12.675,12.557,10.3028,34.473316,31.0584,10.3014,4.68614,143.036,1023.8837
101.75,1486.34,12.702,12.584,10.3024,34.472706,31.0581,10.301,4.69615,143.341,1023.8837
102,1486.34,12.735,12.617,10.3016,34.473134,31.0592,10.3002,4.69386,143.271,1023.8848
102.25,1486.34,12.788,12.669,10.3007,34.472889,31.0597,10.2993,4.68996,143.152,1023.8856
102.5,1486.34,12.867,12.747,10.2998,34.47631,31.0639,10.2984,4.69164,143.203,1023.8894
102.75,1486.33,12.966,12.846,10.2957,34.47796,31.069,10.2942,4.69334,143.254,1023.8945
103,1486.32,13.061,12.939,10.2905,34.476251,31.0717,10.2891,4.68496,142.998,1023.8979
103.25,1486.32,13.124,13.002,10.2888,34.476495,31.0734,10.2873,4.67776,142.778,1023.8998
103.5,1486.32,13.155,13.033,10.2883,34.477167,31.0744,10.2869,4.6761,142.727,1023.9008
103.75,1486.32,13.161,13.039,10.2887,34.478206,31.0752,10.2872,4.66462,142.377,1023.9014
104,1486.32,13.16,13.038,10.2889,34.480527,31.0773,10.2875,4.66496,142.387,1023.903
104.25,1486.33,13.176,13.054,10.2905,34.480771,31.0762,10.2891,4.66229,142.306,1023.9019
104.5,1486.33,13.216,13.093,10.2923,34.480526,31.0744,10.2908,4.66096,142.265,1023.9004
104.75,1486.33,13.282,13.159,10.2931,34.476923,31.0701,10.2916,4.66388,142.355,1023.8972
105,1486.33,13.363,13.239,10.2924,34.476923,31.0706,10.291,4.66993,142.54,1023.8981
105.25,1486.33,13.446,13.321,10.2907,34.477168,31.0723,10.2892,4.66002,142.237,1023.9001
105.5,1486.32,13.52,13.394,10.2885,34.477963,31.075,10.287,4.66642,142.432,1023.9029
105.75,1486.32,13.579,13.453,10.2867,34.479673,31.0782,10.2852,4.66347,142.342,1023.9059
106,1486.32,13.621,13.495,10.2837,34.486881,31.0879,10.2822,4.66345,142.34,1023.9142
106.25,1486.31,13.658,13.532,10.2756,34.493418,31.1014,10.2741,4.66363,142.344,1023.9262
106.5,1486.28,13.694,13.567,10.264,34.49342,31.1113,10.2625,4.66815,142.48,1023.936
106.75,1486.26,13.737,13.61,10.2572,34.490061,31.1138,10.2557,4.65822,142.177,1023.9393
107,1486.26,13.781,13.653,10.2566,34.491527,31.1157,10.2551,4.65823,142.177,1023.9411
107.25,1486.26,13.834,13.706,10.2553,34.494521,31.1198,10.2538,4.65289,142.013,1023.9447
107.5,1486.26,13.887,13.759,10.2515,34.496415,31.1249,10.25,4.64798,141.863,1023.9496
107.75,1486.24,13.938,13.809,10.2468,34.496416,31.1289,10.2453,4.64569,141.792,1023.9537
108,1486.24,13.996,13.866,10.2433,34.497272,31.1328,10.2418,4.63572,141.488,1023.9576
108.25,1486.23,14.062,13.931,10.2412,34.498066,31.1353,10.2396,4.6404,141.63,1023.9602
108.5,1486.23,14.135,14.004,10.2389,34.498922,31.1382,10.2373,4.63312,141.407,1023.9631
108.75,1486.23,14.213,14.081,10.2359,34.501488,31.1432,10.2343,4.63585,141.49,1023.9679
109,1486.21,14.276,14.143,10.2318,34.497274,31.1426,10.2302,4.63098,141.341,1023.9684
109.25,1486.22,14.316,14.183,10.2323,34.497885,31.1427,10.2307,4.62455,141.145,1023.9686
109.5,1486.22,14.333,14.2,10.2339,34.501061,31.1445,10.2323,4.61254,140.779,1023.9698
109.75,1486.22,14.339,14.206,10.2322,34.501917,31.1468,10.2306,4.61132,140.741,1023.9719
110,1486.22,14.354,14.221,10.2309,34.501673,31.1477,10.2293,4.60122,140.433,1023.9729
110.25,1486.22,14.393,14.259,10.2325,34.501673,31.1463,10.2309,4.59637,140.285,1023.9717
110.5,1486.22,14.459,14.325,10.2322,34.502467,31.1473,10.2306,4.59777,140.327,1023.9728
110.75,1486.22,14.545,14.41,10.2291,34.506378,31.1539,10.2274,4.58722,140.005,1023.9789
111,1486.21,14.633,14.497,10.2221,34.513955,31.1675,10.2204,4.5889,140.054,1023.991
111.25,1486.19,14.706,14.569,10.21,34.515057,31.1789,10.2084,4.59511,140.242,1024.0022
111.5,1486.16,14.75,14.614,10.2008,34.516097,31.1878,10.1992,4.58767,140.014,1024.0109
111.75,1486.15,14.775,14.638,10.1946,34.517564,31.1946,10.193,4.59079,140.109,1024.0174
112,1486.14,14.795,14.658,10.1903,34.51842,31.1992,10.1887,4.5784,139.73,1024.0217
112.25,1486.13,14.823,14.685,10.1872,34.518604,31.2021,10.1855,4.56604,139.352,1024.0246
112.5,1486.13,14.87,14.732,10.185,34.518604,31.2039,10.1833,4.55443,138.998,1024.0266
112.75,1486.13,14.937,14.799,10.1831,34.51946,31.2063,10.1815,4.55542,139.028,1024.0291
113,1486.12,15.018,14.879,10.1803,34.521416,31.2107,10.1786,4.55172,138.914,1024.0334
113.25,1486.11,15.093,14.953,10.1759,34.522883,31.2159,10.1742,4.54244,138.63,1024.0385
113.5,1486.11,15.158,15.018,10.171,34.52649,31.2237,10.1693,4.53857,138.511,1024.0457
113.75,1486.09,15.208,15.067,10.1647,34.528385,31.2311,10.163,4.53261,138.328,1024.0527
114,1486.08,15.246,15.104,10.1583,34.533092,31.2413,10.1566,4.52751,138.172,1024.0619
114.25,1486.06,15.276,15.134,10.1502,34.534498,31.2496,10.1486,4.53364,138.358,1024.0698
114.5,1486.05,15.304,15.162,10.1435,34.535355,31.2563,10.1418,4.52433,138.072,1024.0762
114.75,1486.04,15.336,15.194,10.1383,34.536211,31.2616,10.1366,4.51143,137.678,1024.0814
115,1486.03,15.379,15.237,10.1344,34.535784,31.2646,10.1327,4.50759,137.561,1024.0846
115.25,1486.02,15.442,15.299,10.1315,34.536029,31.2672,10.1298,4.50568,137.502,1024.0874
115.5,1486.02,15.513,15.369,10.1297,34.535785,31.2685,10.128,4.50196,137.388,1024.089
115.75,1486.01,15.583,15.439,10.1284,34.53603,31.2699,10.1267,4.498,137.267,1024.0906
116,1486.01,15.65,15.504,10.1277,34.53603,31.2705,10.1259,4.48768,136.952,1024.0915
116.25,1486.01,15.712,15.566,10.1271,34.536641,31.2716,10.1253,4.484,136.84,1024.0928
116.5,1486.01,15.77,15.624,10.1265,34.537253,31.2726,10.1248,4.47337,136.515,1024.0939
116.75,1486.01,15.824,15.678,10.1256,34.537681,31.2739,10.1238,4.4711,136.446,1024.0953
117,1486.01,15.881,15.734,10.1242,34.537926,31.2752,10.1225,4.46954,136.398,1024.0968
117.25,1486.01,15.931,15.783,10.1231,34.537682,31.2759,10.1214,4.46536,136.271,1024.0978
117.5,1486.01,15.967,15.819,10.1226,34.537071,31.2758,10.1208,4.46459,136.247,1024.0979
117.75,1486.01,15.986,15.838,10.1226,34.537682,31.2764,10.1208,4.46073,136.129,1024.0985
118,1486.02,15.994,15.846,10.1235,34.542388,31.2804,10.1217,4.46058,136.124,1024.1015
118.25,1486.03,16.017,15.868,10.1265,34.542999,31.2784,10.1247,4.4534,135.905,1024.0995
118.5,1486.03,16.073,15.924,10.1293,34.538782,31.2716,10.1275,4.45913,136.081,1024.0941
118.75,1486.03,16.17,16.02,10.1288,34.537071,31.2703,10.1271,4.45815,136.051,1024.0935
119,1486.02,16.285,16.134,10.1265,34.537255,31.2724,10.1247,4.45172,135.855,1024.0961
119.25,1486.02,16.385,16.233,10.124,34.539822,31.2772,10.1222,4.44908,135.774,1024.1007
119.5,1486.02,16.444,16.291,10.1196,34.543857,31.2849,10.1178,4.44199,135.556,1024.1077
119.75,1486,16.452,16.299,10.1127,34.543246,31.2904,10.1108,4.4475,135.724,1024.1131
120,1485.99,16.431,16.279,10.1094,34.542147,31.292,10.1076,4.45012,135.804,1024.1149
120.25,1485.99,16.417,16.265,10.1122,34.542574,31.2901,10.1104,4.44718,135.714,1024.1128
120.5,1486.01,16.442,16.29,10.1176,34.542146,31.285,10.1158,4.44629,135.688,1024.1081
120.75,1486.02,16.509,16.355,10.1211,34.544713,31.2845,10.1193,4.44949,135.785,1024.1075
121,1486.01,16.607,16.453,10.115,34.54343,31.2884,10.1132,4.45242,135.874,1024.1119
121.25,1486,16.717,16.562,10.11,34.549177,31.2985,10.1082,4.45392,135.919,1024.1211
121.5,1485.99,16.813,16.657,10.1023,34.558286,31.3143,10.1005,4.4494,135.779,1024.1351
121.75,1485.96,16.875,16.718,10.0848,34.567153,31.3383,10.0829,4.44676,135.696,1024.157
122,1485.91,16.898,16.741,10.0654,34.567156,31.3551,10.0635,4.44646,135.684,1024.1734
122.25,1485.88,16.896,16.739,10.0539,34.565506,31.3634,10.052,4.44886,135.756,1024.1818
122.5,1485.87,16.894,16.737,10.0519,34.562939,31.3626,10.05,4.44956,135.778,1024.1815
122.75,1485.89,16.915,16.758,10.057,34.566362,31.3616,10.0551,4.448,135.73,1024.1799
123,1485.91,16.971,16.814,10.0565,34.583299,31.379,10.0547,4.43812,135.427,1024.1938
123.25,1485.87,17.064,16.905,10.0364,34.588867,31.4021,10.0345,4.4316,135.225,1024.2156
123.5,1485.81,17.175,17.016,10.0125,34.591989,31.4259,10.0106,4.41945,134.852,1024.2386
123.75,1485.77,17.281,17.12,9.9943,34.593092,31.4428,9.9924,4.40357,134.365,1024.2552
124,1485.74,17.363,17.202,9.9835,34.594133,31.4533,9.9816,4.38304,133.737,1024.2655
124.25,1485.73,17.412,17.251,9.9758,34.596275,31.4621,9.9739,4.36856,133.294,1024.2739
124.5,1485.71,17.432,17.27,9.9704,34.596459,31.467,9.9684,4.35008,132.73,1024.2787
124.75,1485.71,17.438,17.276,9.9679,34.596704,31.4694,9.966,4.32832,132.066,1024.281
125,1485.7,17.442,17.281,9.9668,34.596459,31.4701,9.9649,4.31674,131.712,1024.2817
125.25,1485.7,17.454,17.292,9.9666,34.597744,31.4716,9.9646,4.29834,131.151,1024.283
125.5,1485.71,17.484,17.322,9.9682,34.59756,31.47,9.9663,4.28721,130.811,1024.2816
125.75,1485.71,17.541,17.378,9.9673,34.59597,31.4691,9.9654,4.26984,130.281,1024.2813
126,1485.7,17.626,17.462,9.9662,34.59224,31.4663,9.9642,4.25404,129.799,1024.2797
126.25,1485.71,17.73,17.565,9.9681,34.595848,31.4683,9.9661,4.23539,129.23,1024.2814
126.5,1485.71,17.827,17.662,9.9654,34.596889,31.4715,9.9635,4.22839,129.016,1024.2848
126.75,1485.7,17.894,17.728,9.9614,34.597318,31.4754,9.9595,4.22568,128.933,1024.2888
127,1485.69,17.921,17.755,9.9586,34.597563,31.4781,9.9567,4.22099,128.79,1024.2915
127.25,1485.69,17.923,17.757,9.9576,34.598419,31.4799,9.9556,4.22179,128.814,1024.2931
127.5,1485.69,17.93,17.764,9.9578,34.598847,31.4801,9.9559,4.21377,128.569,1024.2932
127.75,1485.7,17.961,17.795,9.9597,34.600315,31.4799,9.9578,4.22501,128.912,1024.2929
128,1485.7,18.026,17.859,9.9613,34.597318,31.4755,9.9593,4.22387,128.878,1024.2895
128.25,1485.7,18.113,17.944,9.9603,34.596034,31.4751,9.9583,4.23105,129.097,1024.2897
128.5,1485.7,18.197,18.028,9.9594,34.596768,31.4765,9.9574,4.23321,129.163,1024.2914
128.75,1485.69,18.269,18.099,9.9582,34.596891,31.4777,9.9562,4.23604,129.249,1024.2928
129,1485.69,18.32,18.15,9.957,34.59732,31.4791,9.955,4.23039,129.076,1024.2944
129.25,1485.69,18.364,18.193,9.9563,34.59732,31.4797,9.9543,4.2315,129.11,1024.2951
129.5,1485.69,18.408,18.237,9.956,34.597565,31.4802,9.954,4.24581,129.547,1024.2957
129.75,1485.69,18.46,18.288,9.9556,34.598176,31.4812,9.9535,4.23776,129.301,1024.2968
130,1485.69,18.512,18.34,9.9541,34.598605,31.4829,9.9521,4.23557,129.234,1024.2986
130.25,1485.69,18.55,18.378,9.9516,34.599645,31.4861,9.9495,4.23834,129.318,1024.3017
130.5,1485.68,18.577,18.404,9.9484,34.600502,31.4897,9.9464,4.24465,129.51,1024.3052
130.75,1485.67,18.606,18.433,9.9459,34.602031,31.4934,9.9439,4.23822,129.314,1024.3086
131,1485.67,18.659,18.486,9.9445,34.60142,31.494,9.9425,4.24694,129.58,1024.3096
131.25,1485.67,18.744,18.57,9.9429,34.601604,31.4956,9.9408,4.23917,129.342,1024.3114
131.5,1485.67,18.84,18.665,9.9409,34.602644,31.4983,9.9388,4.23553,129.231,1024.3143
131.75,1485.66,18.924,18.749,9.9383,34.603929,31.5018,9.9363,4.23462,129.203,1024.3178
132,1485.66,18.981,18.804,9.9354,34.604358,31.5048,9.9333,4.2314,129.104,1024.3209
132.25,1485.65,19.007,18.83,9.9335,34.60497,31.5071,9.9314,4.23098,129.091,1024.3231
132.5,1485.65,19.014,18.838,9.933,34.606071,31.5086,9.931,4.22553,128.925,1024.3244
132.75,1485.65,19.027,18.85,9.9332,34.606438,31.5088,9.9311,4.22898,129.03,1024.3246
133,1485.66,19.056,18.879,9.9341,34.606254,31.5078,9.932,4.22152,128.803,1024.3238
133.25,1485.66,19.108,18.931,9.9338,34.605398,31.5072,9.9317,4.22088,128.783,1024.3236
133.5,1485.65,19.176,18.998,9.933,34.604359,31.5068,9.9309,4.21759,128.683,1024.3238
133.75,1485.65,19.257,19.078,9.932,34.604665,31.5079,9.9299,4.2141,128.576,1024.3252
134,1485.65,19.337,19.157,9.931,34.604971,31.5091,9.9289,4.21207,128.514,1024.3266
134.25,1485.65,19.408,19.227,9.9302,34.604788,31.5096,9.9281,4.21105,128.483,1024.3274
134.5,1485.65,19.469,19.288,9.9297,34.607969,31.5132,9.9276,4.21475,128.595,1024.3306
134.75,1485.65,19.52,19.339,9.9271,34.611762,31.5193,9.925,4.21452,128.588,1024.336
135,1485.64,19.557,19.376,9.9223,34.611579,31.5233,9.9202,4.21714,128.667,1024.3401
135.25,1485.64,19.579,19.397,9.9188,34.615372,31.5302,9.9166,4.21202,128.51,1024.3461
135.5,1485.63,19.589,19.407,9.9143,34.619227,31.5379,9.9122,4.20496,128.294,1024.353
135.75,1485.63,19.602,19.42,9.9123,34.619227,31.5397,9.9102,4.20485,128.29,1024.3547
