Time,Sound Velocity,"Pressure, Strain Gauge [db]",Depth,Temperature ,Conductivity,Salinity,Potential Temperature ,Oxygen [mg/l],Oxygen [umol/Kg],Density
293.25,1484.95,42.334,41.939,9.4345,34.776354,32.1128,9.43,3.58716,109.388,1024.9827
293.5,1484.95,42.347,41.951,9.4345,34.776354,32.1128,9.4299,3.58452,109.308,1024.9828
293.75,1484.95,42.339,41.944,9.4347,34.776783,32.113,9.4302,3.57395,108.986,1024.9829
294,1484.96,42.315,41.92,9.4352,34.777825,32.1137,9.4307,3.58774,109.406,1024.9832
294.25,1484.96,42.291,41.896,9.4358,34.77807,32.1134,9.4313,3.59324,109.574,1024.9828
294.5,1484.96,42.283,41.888,9.4365,34.77807,32.1128,9.4319,3.59996,109.779,1024.9822
294.75,1484.96,42.292,41.897,9.4365,34.777212,32.1119,9.432,3.59585,109.654,1024.9815
295,1484.96,42.306,41.911,9.4364,34.776967,32.1117,9.4319,3.59349,109.582,1024.9814
295.25,1484.96,42.311,41.916,9.436,34.776783,32.1119,9.4315,3.58965,109.465,1024.9816
295.5,1484.96,42.303,41.908,9.4359,34.777212,32.1125,9.4314,3.59837,109.73,1024.9821
295.75,1484.96,42.283,41.889,9.4357,34.776783,32.1122,9.4312,3.60168,109.831,1024.9818
296,1484.96,42.263,41.868,9.4359,34.777212,32.1125,9.4314,3.58256,109.248,1024.9819
296.25,1484.96,42.252,41.858,9.4358,34.777212,32.1125,9.4313,3.5854,109.335,1024.9819
296.5,1484.96,42.263,41.868,9.4359,34.776967,32.1122,9.4314,3.58034,109.181,1024.9817
296.75,1484.96,42.291,41.896,9.436,34.777212,32.1123,9.4315,3.58003,109.171,1024.9819
297,1484.96,42.327,41.932,9.4359,34.776783,32.112,9.4314,3.58943,109.458,1024.9818
297.25,1484.96,42.36,41.964,9.4358,34.776599,32.1119,9.4313,3.58697,109.383,1024.9819
297.5,1484.96,42.375,41.98,9.4356,34.777396,32.1129,9.431,3.58781,109.408,1024.9828
297.75,1484.96,42.37,41.974,9.4343,34.779112,32.1158,9.4298,3.57857,109.126,1024.9852
298,1484.95,42.344,41.948,9.4329,34.779786,32.1178,9.4283,3.58443,109.305,1024.9869
298.25,1484.95,42.31,41.915,9.4325,34.779357,32.1177,9.428,3.589,109.444,1024.9868
298.5,1484.95,42.279,41.884,9.4331,34.779541,32.1173,9.4286,3.58336,109.272,1024.9862
298.75,1484.96,42.27,41.875,9.4343,34.779786,32.1166,9.4298,3.57804,109.11,1024.9854
299,1484.96,42.29,41.895,9.4348,34.779357,32.1156,9.4303,3.58282,109.256,1024.9846
299.25,1484.96,42.327,41.931,9.4348,34.778193,32.1144,9.4303,3.57608,109.051,1024.9838
299.5,1484.95,42.359,41.963,9.4339,34.77807,32.115,9.4294,3.58287,109.257,1024.9847
299.75,1484.95,42.373,41.978,9.433,34.77807,32.1159,9.4285,3.58591,109.35,1024.9855
300,1484.95,42.369,41.973,9.4323,34.778929,32.1174,9.4278,3.5887,109.435,1024.9868
300.25,1484.95,42.357,41.962,9.4326,34.779112,32.1173,9.4281,3.58035,109.18,1024.9866
300.5,1484.95,42.345,41.95,9.4329,34.779541,32.1175,9.4284,3.57932,109.149,1024.9867
300.75,1484.95,42.332,41.937,9.4329,34.779541,32.1175,9.4283,3.57565,109.037,1024.9867
301,1484.95,42.324,41.929,9.4325,34.779235,32.1176,9.428,3.57422,108.994,1024.9867
301.25,1484.95,42.321,41.925,9.4319,34.779357,32.1182,9.4274,3.57254,108.942,1024.9872
301.5,1484.95,42.321,41.926,9.4316,34.779112,32.1182,9.4271,3.56867,108.824,1024.9873
301.75,1484.95,42.328,41.933,9.431,34.778683,32.1183,9.4265,3.58069,109.191,1024.9875
302,1484.95,42.339,41.944,9.4305,34.7785,32.1186,9.426,3.57917,109.144,1024.9879
302.25,1484.94,42.343,41.947,9.4301,34.7785,32.1189,9.4256,3.58668,109.373,1024.9882
302.5,1484.94,42.338,41.943,9.4299,34.779358,32.12,9.4254,3.58294,109.259,1024.9891
302.75,1484.95,42.333,41.937,9.4301,34.779419,32.1198,9.4256,3.58422,109.298,1024.9889
303,1484.95,42.338,41.942,9.4307,34.779787,32.1198,9.4261,3.58761,109.402,1024.9888
303.25,1484.95,42.357,41.962,9.4309,34.778684,32.1184,9.4264,3.58861,109.432,1024.9877
303.5,1484.95,42.374,41.978,9.4309,34.7785,32.1183,9.4263,3.57775,109.101,1024.9877
303.75,1484.95,42.37,41.974,9.4307,34.7785,32.1184,9.4261,3.57631,109.057,1024.9879
304,1484.95,42.341,41.945,9.4307,34.779542,32.1195,9.4262,3.58005,109.171,1024.9885
304.25,1484.95,42.305,41.91,9.4313,34.780216,32.1196,9.4268,3.58557,109.339,1024.9884
304.5,1484.95,42.277,41.882,9.4321,34.779664,32.1183,9.4276,3.58176,109.223,1024.9871
304.75,1484.95,42.271,41.876,9.4323,34.779112,32.1177,9.4278,3.58943,109.457,1024.9866
305,1484.95,42.293,41.898,9.4327,34.778928,32.1171,9.4281,3.59123,109.512,1024.9862
305.25,1484.95,42.33,41.935,9.4324,34.778683,32.1171,9.4279,3.5906,109.493,1024.9864
305.5,1484.95,42.362,41.967,9.4323,34.778254,32.1167,9.4278,3.59219,109.541,1024.9863
305.75,1484.95,42.368,41.972,9.4319,34.778071,32.1168,9.4274,3.58639,109.365,1024.9864
306,1484.95,42.347,41.951,9.4319,34.77807,32.1169,9.4274,3.58488,109.318,1024.9864
306.25,1484.95,42.302,41.907,9.4325,34.779235,32.1175,9.428,3.58548,109.337,1024.9866
306.5,1484.95,42.259,41.864,9.4332,34.779786,32.1175,9.4287,3.58809,109.417,1024.9863
306.75,1484.95,42.239,41.844,9.4335,34.779786,32.1173,9.429,3.58833,109.424,1024.9859
307,1484.95,42.249,41.854,9.4339,34.779357,32.1165,9.4294,3.59299,109.566,1024.9853
307.25,1484.95,42.288,41.893,9.4341,34.77807,32.115,9.4296,3.58698,109.383,1024.9842
307.5,1484.95,42.34,41.945,9.4341,34.777212,32.1141,9.4296,3.58574,109.345,1024.9838
307.75,1484.95,42.378,41.982,9.4341,34.777212,32.114,9.4296,3.58532,109.332,1024.9839
308,1484.95,42.388,41.992,9.4343,34.777212,32.1138,9.4298,3.5989,109.746,1024.9838
308.25,1484.95,42.356,41.961,9.4347,34.777212,32.1135,9.4302,3.59261,109.555,1024.9833
308.5,1484.96,42.302,41.907,9.435,34.778683,32.1148,9.4305,3.59659,109.676,1024.984
308.75,1484.96,42.252,41.857,9.4355,34.779357,32.115,9.431,3.59728,109.697,1024.9839
309,1484.96,42.236,41.841,9.4361,34.77997,32.1151,9.4316,3.60021,109.786,1024.9838
309.25,1484.96,42.258,41.863,9.4367,34.778683,32.1133,9.4321,3.59728,109.697,1024.9824
309.5,1484.96,42.305,41.91,9.4368,34.777212,32.1116,9.4323,3.59648,109.673,1024.9813
309.75,1484.96,42.35,41.954,9.4363,34.776538,32.1114,9.4317,3.5966,109.677,1024.9814
310,1484.96,42.371,41.976,9.4361,34.775986,32.1109,9.4316,3.59135,109.516,1024.9812
310.25,1484.96,42.361,41.965,9.4365,34.775496,32.1101,9.432,3.59397,109.596,1024.9804
310.5,1484.96,42.32,41.924,9.4378,34.77617,32.1097,9.4333,3.5973,109.698,1024.9796
310.75,1484.96,42.253,41.859,9.4385,34.777824,32.1107,9.434,3.60257,109.859,1024.9801
311,1484.96,42.179,41.785,9.4387,34.778253,32.111,9.4342,3.59862,109.738,1024.9799
311.25,1484.96,42.11,41.716,9.4386,34.779356,32.1123,9.4342,3.59708,109.691,1024.9806
311.5,1484.96,42.061,41.668,9.4392,34.77954,32.112,9.4347,3.59067,109.496,1024.9801
311.75,1484.97,42.03,41.638,9.4398,34.779233,32.1111,9.4353,3.59231,109.546,1024.9792
312,1484.96,42.015,41.622,9.4404,34.777639,32.109,9.4359,3.59512,109.632,1024.9773
312.25,1484.96,42.005,41.612,9.4401,34.776781,32.1084,9.4356,3.58808,109.417,1024.9769
312.5,1484.96,41.981,41.589,9.4392,34.776169,32.1086,9.4347,3.59023,109.483,1024.9771
312.75,1484.96,41.934,41.543,9.4383,34.776352,32.1095,9.4339,3.59837,109.731,1024.9777
313,1484.96,41.856,41.465,9.4379,34.777394,32.111,9.4335,3.5918,109.53,1024.9786
313.25,1484.96,41.757,41.367,9.4382,34.778068,32.1115,9.4337,3.59048,109.49,1024.9785
313.5,1484.96,41.647,41.258,9.4388,34.77819,32.1111,9.4344,3.58665,109.373,1024.9775
313.75,1484.96,41.548,41.16,9.4394,34.77868,32.1111,9.435,3.59262,109.555,1024.977
314,1484.96,41.471,41.084,9.4401,34.77868,32.1106,9.4356,3.59377,109.59,1024.9761
314.25,1484.95,41.422,41.035,9.4399,34.77825,32.1103,9.4355,3.58678,109.377,1024.9757
314.5,1484.95,41.388,41.001,9.44,34.777208,32.1092,9.4356,3.5896,109.463,1024.9747
314.75,1484.95,41.356,40.969,9.4395,34.77635,32.1088,9.4351,3.60009,109.783,1024.9743
315,1484.95,41.315,40.929,9.4381,34.775921,32.1095,9.4337,3.60571,109.955,1024.9749
315.25,1484.94,41.259,40.874,9.437,34.776595,32.1113,9.4326,3.60976,110.078,1024.9762
315.5,1484.94,41.189,40.804,9.4367,34.776963,32.112,9.4323,3.59972,109.772,1024.9765
315.75,1484.94,41.105,40.722,9.4371,34.777208,32.1119,9.4327,3.60213,109.845,1024.976
316,1484.94,41.015,40.632,9.4375,34.777207,32.1116,9.4331,3.59479,109.621,1024.9753
316.25,1484.94,40.919,40.537,9.4379,34.778249,32.1123,9.4335,3.5864,109.365,1024.9754
316.5,1484.94,40.822,40.441,9.4385,34.779107,32.1127,9.4342,3.58354,109.278,1024.9751
316.75,1484.94,40.731,40.351,9.4393,34.778493,32.1114,9.4349,3.59234,109.547,1024.9735
317,1484.94,40.653,40.274,9.4395,34.778187,32.1109,9.4351,3.59093,109.504,1024.9728
317.25,1484.94,40.599,40.22,9.4394,34.77739,32.1102,9.4351,3.59001,109.476,1024.972
317.5,1484.94,40.563,40.185,9.4391,34.776532,32.1096,9.4348,3.59543,109.641,1024.9714
317.75,1484.93,40.533,40.155,9.4382,34.776348,32.1103,9.4339,3.59356,109.584,1024.9719
318,1484.93,40.491,40.113,9.437,34.776164,32.1112,9.4327,3.59621,109.665,1024.9727
318.25,1484.93,40.425,40.048,9.4363,34.776531,32.1122,9.432,3.59103,109.507,1024.9733
318.5,1484.92,40.337,39.96,9.436,34.776531,32.1125,9.4317,3.5935,109.582,1024.9731
318.75,1484.92,40.236,39.861,9.4364,34.77696,32.1126,9.4321,3.59243,109.549,1024.9727
319,1484.92,40.141,39.766,9.4368,34.776776,32.1121,9.4326,3.59826,109.727,1024.9718
319.25,1484.93,40.06,39.686,9.4374,34.777817,32.1127,9.4331,3.60938,110.066,1024.9718
319.5,1484.93,40.002,39.629,9.4381,34.777633,32.1119,9.4339,3.60593,109.961,1024.9708
319.75,1484.93,39.962,39.589,9.4385,34.77653,32.1105,9.4342,3.59919,109.756,1024.9695
320,1484.92,39.936,39.563,9.4381,34.775917,32.1101,9.4339,3.60328,109.88,1024.9691
320.25,1484.92,39.901,39.528,9.4376,34.775488,32.1102,9.4334,3.60403,109.903,1024.9691
320.5,1484.92,39.841,39.469,9.4374,34.775487,32.1104,9.4331,3.59761,109.708,1024.9691
320.75,1484.92,39.751,39.379,9.4372,34.776161,32.1113,9.433,3.59335,109.578,1024.9693
321,1484.92,39.646,39.276,9.4374,34.776529,32.1116,9.4331,3.5982,109.725,1024.9691
321.25,1484.92,39.548,39.179,9.4379,34.776528,32.1112,9.4337,3.59274,109.559,1024.9682
321.5,1484.92,39.47,39.102,9.4385,34.777386,32.1115,9.4343,3.60113,109.815,1024.968
321.75,1484.92,39.419,39.051,9.4392,34.776957,32.1105,9.435,3.59314,109.571,1024.9668
322,1484.92,39.382,39.014,9.4396,34.775915,32.1091,9.4354,3.58794,109.413,1024.9655
322.25,1484.92,39.34,38.973,9.4394,34.775302,32.1087,9.4352,3.59288,109.563,1024.9651
322.5,1484.91,39.282,38.916,9.4393,34.774566,32.108,9.4351,3.58894,109.443,1024.9643
322.75,1484.91,39.203,38.837,9.4392,34.774872,32.1085,9.435,3.58782,109.409,1024.9643
323,1484.91,39.112,38.747,9.4395,34.775056,32.1084,9.4354,3.59705,109.691,1024.9638
323.25,1484.91,39.028,38.664,9.4403,34.775055,32.1077,9.4362,3.59214,109.541,1024.9627
323.5,1484.91,38.963,38.6,9.441,34.7753,32.1074,9.4368,3.60048,109.795,1024.9621
323.75,1484.91,38.917,38.554,9.4413,34.774871,32.1067,9.4371,3.60562,109.952,1024.9613
324,1484.91,38.878,38.515,9.4413,34.774442,32.1063,9.4371,3.60428,109.911,1024.9608
324.25,1484.91,38.833,38.47,9.4413,34.773952,32.1058,9.4371,3.59857,109.737,1024.9602
324.5,1484.91,38.769,38.408,9.4417,34.773584,32.105,9.4376,3.60284,109.867,1024.9592
324.75,1484.91,38.691,38.33,9.4426,34.774012,32.1047,9.4385,3.59938,109.762,1024.9585
325,1484.91,38.609,38.248,9.4435,34.773583,32.1035,9.4394,3.59779,109.714,1024.957
325.25,1484.92,38.535,38.175,9.4444,34.77444,32.1036,9.4403,3.6056,109.952,1024.9567
325.5,1484.92,38.48,38.12,9.445,34.774869,32.1035,9.4409,3.59662,109.678,1024.9562
325.75,1484.91,38.435,38.076,9.4453,34.773582,32.102,9.4412,3.60704,109.996,1024.9548
326,1484.91,38.376,38.018,9.4454,34.772111,32.1004,9.4413,3.61291,110.175,1024.9533
326.25,1484.91,38.299,37.942,9.4462,34.771437,32.0991,9.4421,3.61213,110.151,1024.9517
326.5,1484.92,38.209,37.853,9.4473,34.772723,32.0994,9.4433,3.60236,109.853,1024.9514
326.75,1484.92,38.129,37.773,9.4482,34.771436,32.0973,9.4442,3.59621,109.666,1024.9492
327,1484.92,38.076,37.721,9.4492,34.772048,32.0971,9.4451,3.59949,109.766,1024.9487
327.25,1484.92,38.059,37.704,9.4498,34.770148,32.0946,9.4457,3.60665,109.985,1024.9466
327.5,1484.92,38.056,37.701,9.4505,34.768003,32.0918,9.4464,3.59635,109.671,1024.9442
327.75,1484.92,38.031,37.676,9.4526,34.764388,32.0862,9.4485,3.59969,109.773,1024.9395
328,1484.93,37.964,37.61,9.4573,34.763958,32.0816,9.4532,3.60335,109.885,1024.9348
328.25,1484.94,37.853,37.5,9.4611,34.768247,32.0826,9.4571,3.60714,110.001,1024.9344
328.5,1484.94,37.715,37.363,9.4618,34.768859,32.0827,9.4577,3.60822,110.034,1024.9338
328.75,1484.94,37.584,37.234,9.4615,34.767388,32.0815,9.4575,3.6065,109.981,1024.9323
329,1484.93,37.497,37.147,9.4632,34.763956,32.0765,9.4592,3.6072,110.003,1024.9277
329.25,1484.94,37.466,37.117,9.467,34.758195,32.0672,9.463,3.61521,110.248,1024.9197
329.5,1484.94,37.477,37.128,9.4762,34.741958,32.0424,9.4721,3.60706,110.002,1024.8989
329.75,1484.99,37.483,37.134,9.4963,34.737913,32.0202,9.4923,3.61463,110.235,1024.8784
330,1485.03,37.455,37.105,9.5142,34.735338,32.0017,9.5101,3.61023,110.103,1024.8609
330.25,1485.06,37.378,37.03,9.5273,34.731293,31.9858,9.5233,3.61415,110.224,1024.8461
330.5,1485.08,37.267,36.92,9.5384,34.732149,31.9768,9.5344,3.63261,110.788,1024.8368
330.75,1485.09,37.145,36.798,9.5448,34.727676,31.9667,9.5408,3.63806,110.955,1024.8273
331,1485.1,37.056,36.711,9.5523,34.720815,31.953,9.5483,3.64783,111.254,1024.815
331.25,1485.12,37.025,36.68,9.5651,34.711872,31.9325,9.5612,3.6674,111.853,1024.7968
331.5,1485.18,37.032,36.687,9.5801,34.727672,31.9353,9.5762,3.67981,112.231,1024.7966
331.75,1485.16,37.036,36.691,9.5768,34.715178,31.9255,9.5728,3.69513,112.7,1024.7895
332,1485.16,37.009,36.664,9.5831,34.701031,31.9054,9.5791,3.71565,113.327,1024.7727
332.25,1485.2,36.945,36.601,9.604,34.69613,31.8819,9.6,3.72653,113.661,1024.7506
332.5,1485.26,36.847,36.504,9.6222,34.701883,31.8716,9.6182,3.73886,114.039,1024.7393
332.75,1485.26,36.728,36.386,9.6291,34.696126,31.8597,9.6251,3.7567,114.584,1024.7283
333,1485.27,36.61,36.269,9.635,34.693308,31.8516,9.6311,3.77844,115.248,1024.7205
333.25,1485.28,36.527,36.187,9.6431,34.683756,31.8348,9.6391,3.78864,115.561,1024.7057
333.5,1485.31,36.48,36.14,9.6553,34.683755,31.824,9.6513,3.79955,115.895,1024.6951
333.75,1485.33,36.462,36.122,9.6669,34.676958,31.8068,9.6629,3.81677,116.422,1024.6797
334,1485.36,36.453,36.113,9.6802,34.673773,31.7918,9.6762,3.83842,117.084,1024.6658
334.25,1485.39,36.431,36.091,9.6917,34.673955,31.7819,9.6877,3.84846,117.391,1024.6561
334.5,1485.41,36.383,36.043,9.6992,34.669669,31.7709,9.6953,3.86857,118.006,1024.6461
334.75,1485.43,36.305,35.967,9.7066,34.671627,31.7664,9.7027,3.88856,118.616,1024.641
335,1485.43,36.215,35.877,9.7094,34.670953,31.7633,9.7055,3.89069,118.681,1024.6377
335.25,1485.43,36.121,35.784,9.7105,34.670524,31.7619,9.7066,3.90213,119.03,1024.636
335.5,1485.44,36.043,35.707,9.7123,34.670524,31.7604,9.7084,3.91981,119.57,1024.6342
335.75,1485.44,35.983,35.647,9.7133,34.671625,31.7606,9.7094,3.91825,119.522,1024.634
336,1485.43,35.943,35.608,9.7129,34.668687,31.758,9.709,3.92614,119.763,1024.6318
336.25,1485.44,35.918,35.583,9.716,34.664157,31.7506,9.7121,3.93931,120.166,1024.6254
336.5,1485.45,35.892,35.558,9.7239,34.66183,31.7414,9.72,3.94289,120.276,1024.6168
336.75,1485.47,35.853,35.519,9.7319,34.66287,31.7354,9.728,3.94788,120.429,1024.6107
337,1485.48,35.803,35.469,9.7357,34.662012,31.7312,9.7318,3.9687,121.064,1024.6066
337.25,1485.49,35.744,35.41,9.7375,34.661828,31.7294,9.7336,3.96748,121.027,1024.6046
337.5,1485.49,35.68,35.348,9.7387,34.661583,31.7281,9.7348,3.96977,121.097,1024.6031
337.75,1485.49,35.611,35.279,9.7399,34.659685,31.7252,9.736,3.97553,121.273,1024.6003
338,1485.49,35.542,35.21,9.7431,34.659501,31.7222,9.7392,3.97768,121.339,1024.5972
338.25,1485.5,35.475,35.145,9.7455,34.660725,31.7213,9.7417,3.97412,121.231,1024.5958
338.5,1485.5,35.42,35.09,9.7454,34.660419,31.7212,9.7416,3.98392,121.53,1024.5954
338.75,1485.49,35.379,35.049,9.7453,34.657787,31.7186,9.7414,3.98162,121.46,1024.5933
339,1485.49,35.343,35.014,9.7482,34.649463,31.7076,9.7444,3.98325,121.511,1024.584
339.25,1485.51,35.3,34.971,9.7588,34.647136,31.6959,9.755,3.98152,121.459,1024.573
339.5,1485.54,35.234,34.906,9.769,34.64842,31.6883,9.7652,3.97864,121.372,1024.5651
339.75,1485.55,35.147,34.819,9.7743,34.643095,31.6782,9.7705,3.97695,121.322,1024.556
340,1485.56,35.051,34.724,9.7814,34.642666,31.6716,9.7776,3.97518,121.268,1024.5492
340.25,1485.58,34.964,34.638,9.7864,34.643277,31.6679,9.7826,3.98122,121.453,1024.5451
340.5,1485.57,34.898,34.573,9.7874,34.638809,31.6625,9.7836,3.99191,121.78,1024.5405
340.75,1485.58,34.862,34.537,9.7923,34.637279,31.6567,9.7885,3.99463,121.863,1024.5349
341,1485.59,34.849,34.524,9.7994,34.629691,31.6427,9.7956,4.00466,122.171,1024.5229
341.25,1485.62,34.844,34.519,9.8118,34.626936,31.629,9.808,4.01092,122.363,1024.5101
341.5,1485.64,34.866,34.541,9.8232,34.623509,31.6155,9.8194,4.02459,122.782,1024.4978
341.75,1485.67,34.869,34.544,9.834,34.61843,31.6009,9.8302,4.02962,122.937,1024.4847
342,1485.69,34.873,34.548,9.8459,34.616961,31.589,9.8421,4.03473,123.094,1024.4735
342.25,1485.72,34.856,34.531,9.8545,34.616715,31.5812,9.8507,4.04394,123.376,1024.4659
342.5,1485.73,34.854,34.529,9.8593,34.616714,31.577,9.8555,4.0533,123.662,1024.4618
342.75,1485.73,34.851,34.526,9.8616,34.615674,31.574,9.8578,4.07034,124.182,1024.4591
343,1485.74,34.863,34.538,9.8647,34.612248,31.5678,9.8609,4.06841,124.124,1024.4538
343.25,1485.76,34.875,34.55,9.8708,34.614633,31.5649,9.867,4.08122,124.515,1024.4506
343.5,1485.76,34.887,34.562,9.8724,34.616285,31.5651,9.8686,4.10144,125.132,1024.4506
343.75,1485.75,34.893,34.567,9.8726,34.608883,31.5575,9.8688,4.11289,125.482,1024.4446
344,1485.77,34.898,34.573,9.879,34.605885,31.5488,9.8752,4.12565,125.872,1024.4369
344.25,1485.78,34.909,34.584,9.8879,34.600379,31.5355,9.8841,4.13757,126.238,1024.4251
344.5,1485.81,34.924,34.599,9.8982,34.601418,31.5275,9.8944,4.14241,126.386,1024.4172
344.75,1485.84,34.94,34.614,9.903,34.614813,31.5368,9.8992,4.1683,127.175,1024.4238
345,1485.83,34.951,34.625,9.8925,34.625215,31.5565,9.8887,4.1675,127.149,1024.4409
345.25,1485.78,34.954,34.628,9.8738,34.625461,31.5732,9.87,4.16733,127.142,1024.457
345.5,1485.75,34.952,34.626,9.8612,34.628216,31.5869,9.8574,4.17381,127.338,1024.4697
345.75,1485.72,34.951,34.625,9.8529,34.625341,31.5913,9.8491,4.17044,127.234,1024.4745
346,1485.71,34.961,34.635,9.8511,34.619897,31.5874,9.8473,4.16844,127.173,1024.4718
346.25,1485.72,34.984,34.658,9.8558,34.61904,31.5824,9.8519,4.16845,127.174,1024.4673
346.5,1485.74,35.023,34.696,9.8611,34.616959,31.5756,9.8573,4.16003,126.918,1024.4612
346.75,1485.74,35.059,34.732,9.8661,34.611209,31.5655,9.8622,4.1591,126.891,1024.4527
347,1485.76,35.082,34.755,9.8752,34.602705,31.5488,9.8714,4.15558,126.785,1024.4383
347.25,1485.79,35.084,34.757,9.8891,34.602092,31.5361,9.8852,4.1484,126.568,1024.4261
347.5,1485.82,35.074,34.747,9.8998,34.601663,31.5263,9.8959,4.13559,126.178,1024.4167
347.75,1485.84,35.061,34.734,9.9038,34.608024,31.5292,9.9,4.13814,126.256,1024.4183
348,1485.82,35.057,34.73,9.9007,34.601846,31.5257,9.8969,4.12384,125.82,1024.416
348.25,1485.82,35.068,34.741,9.9035,34.596402,31.5178,9.8997,4.12583,125.881,1024.4094
348.5,1485.84,35.088,34.761,9.9117,34.592059,31.5062,9.9079,4.12246,125.78,1024.3991
348.75,1485.87,35.102,34.774,9.9223,34.593159,31.498,9.9185,4.12299,125.797,1024.3911
349,1485.89,35.11,34.783,9.9277,34.600375,31.5006,9.9238,4.13385,126.128,1024.3923
349.25,1485.88,35.115,34.788,9.9242,34.603556,31.5069,9.9203,4.15628,126.812,1024.3978
349.5,1485.86,35.119,34.791,9.9166,34.603741,31.5137,9.9128,4.15235,126.691,1024.4043
349.75,1485.85,35.128,34.801,9.9112,34.604842,31.5195,9.9074,4.17192,127.287,1024.4098
350,1485.84,35.139,34.812,9.9085,34.60417,31.5212,9.9047,4.19296,127.929,1024.4116
350.25,1485.84,35.136,34.808,9.9072,34.607167,31.5254,9.9034,4.20388,128.262,1024.415
350.5,1485.84,35.118,34.79,9.9047,34.605699,31.5261,9.9009,4.21171,128.501,1024.4159
350.75,1485.83,35.079,34.752,9.9036,34.60417,31.5255,9.8998,4.20397,128.265,1024.4155
351,1485.83,35.031,34.704,9.9047,34.603497,31.5239,9.9009,4.19844,128.096,1024.4138
351.25,1485.83,34.979,34.652,9.906,34.601417,31.5207,9.9022,4.20095,128.173,1024.4109
351.5,1485.84,34.93,34.604,9.9083,34.600805,31.5181,9.9044,4.20974,128.441,1024.4083
351.75,1485.84,34.887,34.561,9.9107,34.597808,31.5129,9.9069,4.19727,128.062,1024.4036
352,1485.85,34.847,34.522,9.9155,34.597379,31.5084,9.9116,4.18621,127.725,1024.3991
352.25,1485.86,34.801,34.476,9.9189,34.598235,31.5063,9.915,4.18043,127.549,1024.3967
352.5,1485.86,34.734,34.41,9.9198,34.597623,31.5049,9.916,4.18279,127.621,1024.3952
352.75,1485.86,34.648,34.325,9.9209,34.594625,31.501,9.9171,4.18964,127.83,1024.3915
353,1485.86,34.567,34.245,9.9248,34.589304,31.4922,9.921,4.19288,127.93,1024.3837
353.25,1485.88,34.516,34.194,9.9327,34.590159,31.4862,9.9289,4.17413,127.359,1024.3775
353.5,1485.89,34.507,34.186,9.9384,34.58441,31.4754,9.9346,4.18908,127.816,1024.3681
353.75,1485.9,34.53,34.209,9.9472,34.575604,31.4589,9.9434,4.19939,128.132,1024.3539
354,1485.94,34.555,34.233,9.9614,34.574868,31.4457,9.9577,4.19583,128.025,1024.3414
354.25,1485.96,34.543,34.221,9.971,34.576151,31.4387,9.9672,4.21615,128.646,1024.3343
354.5,1485.97,34.477,34.156,9.9761,34.571504,31.4296,9.9723,4.20994,128.458,1024.3261
354.75,1485.98,34.369,34.049,9.9814,34.572359,31.4259,9.9777,4.21056,128.477,1024.3218
355,1485.99,34.251,33.932,9.9837,34.574253,31.4259,9.9799,4.21756,128.691,1024.3209
355.25,1485.98,34.161,33.843,9.9827,34.573642,31.4262,9.9789,4.22116,128.801,1024.3209
355.5,1485.98,34.124,33.806,9.9825,34.575293,31.428,9.9788,4.22418,128.892,1024.3221
355.75,1485.98,34.118,33.8,9.9819,34.577249,31.4305,9.9781,4.23538,129.234,1024.3242
356,1485.98,34.109,33.791,9.9797,34.57511,31.4303,9.9759,4.24568,129.548,1024.3244
356.25,1485.97,34.067,33.749,9.9819,34.569606,31.4228,9.9781,4.25547,129.848,1024.318
356.5,1485.99,33.989,33.672,9.9888,34.567282,31.4145,9.985,4.26314,130.083,1024.31
356.75,1486,33.892,33.576,9.9952,34.566425,31.4081,9.9915,4.28022,130.605,1024.3035
357,1486.01,33.803,33.488,9.9992,34.564712,31.4029,9.9955,4.27813,130.541,1024.2984
357.25,1486.01,33.741,33.426,10.0026,34.562572,31.3979,9.9989,4.2922,130.971,1024.2936
357.5,1486.03,33.707,33.393,10.0074,34.563427,31.3946,10.0037,4.28252,130.676,1024.2901
357.75,1486.03,33.684,33.37,10.0099,34.562387,31.3913,10.0062,4.28535,130.763,1024.2871
358,1486.04,33.647,33.333,10.0131,34.560859,31.387,10.0095,4.27848,130.554,1024.283
358.25,1486.05,33.579,33.266,10.0176,34.561286,31.3836,10.0139,4.27569,130.469,1024.2793
358.5,1486.05,33.488,33.176,10.0191,34.558534,31.3796,10.0154,4.28095,130.63,1024.2755
358.75,1486.05,33.4,33.089,10.0226,34.558106,31.3761,10.0189,4.27768,130.531,1024.2719
359,1486.06,33.342,33.031,10.0253,34.556821,31.3725,10.0217,4.27393,130.417,1024.2683
359.25,1486.07,33.316,33.006,10.0278,34.559633,31.3732,10.0241,4.29141,130.95,1024.2684
359.5,1486.07,33.31,32.999,10.0267,34.56428,31.3788,10.0231,4.30063,131.231,1024.2729
359.75,1486.05,33.293,32.983,10.0227,34.557494,31.3755,10.0191,4.30721,131.432,1024.2708
360,1486.06,33.247,32.938,10.0278,34.554498,31.368,10.0242,4.31687,131.728,1024.264
360.25,1486.07,33.169,32.86,10.0351,34.551746,31.359,10.0314,4.31767,131.753,1024.2554
360.5,1486.09,33.072,32.764,10.0412,34.549422,31.3514,10.0375,4.32614,132.013,1024.2481
360.75,1486.1,32.977,32.67,10.0464,34.550277,31.3478,10.0428,4.32954,132.117,1024.2439
361,1486.1,32.905,32.598,10.0483,34.549848,31.3457,10.0447,4.32916,132.105,1024.2417
