Time,Sound Velocity,"Pressure, Strain Gauge [db]",Depth,Temperature ,Conductivity,Salinity,Potential Temperature ,Oxygen [mg/l],Oxygen [umol/Kg],Density
142.5,1487.23,17.336,17.176,10.6767,34.352022,30.6194,10.6748,5.15044,157.27,1023.5005
142.75,1487.22,17.422,17.261,10.6745,34.351778,30.621,10.6725,5.14407,157.075,1023.5025
143,1487.22,17.468,17.306,10.6734,34.352815,30.623,10.6714,5.14564,157.123,1023.5044
143.25,1487.22,17.474,17.312,10.6734,34.353242,30.6234,10.6714,5.12952,156.631,1023.5047
143.5,1487.23,17.467,17.305,10.6752,34.352815,30.6215,10.6732,5.12973,156.637,1023.5029
143.75,1487.23,17.463,17.301,10.6774,34.353669,30.6204,10.6754,5.13297,156.736,1023.5017
144,1487.24,17.481,17.318,10.6783,34.352632,30.6187,10.6763,5.14166,157.002,1023.5003
144.25,1487.24,17.533,17.37,10.6785,34.351595,30.6174,10.6765,5.16435,157.695,1023.4995
144.5,1487.24,17.623,17.459,10.6781,34.351169,30.6173,10.6761,5.18216,158.239,1023.4999
144.75,1487.24,17.729,17.565,10.6777,34.350742,30.6172,10.6757,5.18592,158.353,1023.5004
145,1487.24,17.831,17.666,10.6771,34.350743,30.6177,10.675,5.1916,158.527,1023.5013
145.25,1487.24,17.909,17.743,10.6768,34.350499,30.6176,10.6748,5.20116,158.819,1023.5017
145.5,1487.24,17.96,17.793,10.6765,34.351353,30.6187,10.6745,5.20279,158.868,1023.5028
145.75,1487.24,17.99,17.823,10.6757,34.352024,30.6201,10.6736,5.19444,158.613,1023.5041
146,1487.23,18.003,17.836,10.6734,34.352024,30.622,10.6713,5.17946,158.156,1023.506
146.25,1487.23,18.015,17.848,10.673,34.352207,30.6224,10.671,5.1822,158.239,1023.5065
146.5,1487.23,18.037,17.87,10.6741,34.351354,30.6207,10.672,5.1788,158.136,1023.5051
146.75,1487.24,18.076,17.909,10.6754,34.35178,30.62,10.6733,5.17238,157.94,1023.5045
147,1487.23,18.131,17.963,10.6747,34.351598,30.6204,10.6726,5.16304,157.654,1023.5052
147.25,1487.23,18.198,18.029,10.673,34.351598,30.6218,10.671,5.16323,157.66,1023.5068
147.5,1487.23,18.264,18.094,10.6715,34.351599,30.623,10.6694,5.16237,157.634,1023.5083
147.75,1487.23,18.329,18.158,10.6706,34.351782,30.6239,10.6686,5.15874,157.523,1023.5095
148,1487.23,18.384,18.213,10.6695,34.351599,30.6246,10.6674,5.15733,157.479,1023.5105
148.25,1487.22,18.429,18.257,10.6687,34.351355,30.6251,10.6666,5.14457,157.09,1023.5112
148.5,1487.22,18.458,18.287,10.6684,34.351173,30.6252,10.6663,5.13984,156.945,1023.5114
148.75,1487.22,18.48,18.309,10.6678,34.351356,30.6258,10.6657,5.16382,157.677,1023.5122
149,1487.22,18.511,18.339,10.6665,34.351356,30.6269,10.6644,5.17574,158.041,1023.5133
149.25,1487.22,18.566,18.394,10.6653,34.3516,30.6281,10.6632,5.15038,157.267,1023.5147
149.5,1487.22,18.647,18.474,10.665,34.351357,30.6281,10.6629,5.15762,157.488,1023.5151
149.75,1487.22,18.738,18.564,10.6649,34.35032,30.6271,10.6628,5.14811,157.198,1023.5148
150,1487.22,18.825,18.65,10.6645,34.35032,30.6274,10.6623,5.1522,157.322,1023.5155
150.25,1487.22,18.887,18.712,10.6644,34.350504,30.6276,10.6623,5.14588,157.129,1023.516
150.5,1487.22,18.92,18.744,10.6647,34.350748,30.6276,10.6626,5.14578,157.126,1023.516
150.75,1487.22,18.931,18.755,10.6654,34.351662,30.6279,10.6633,5.13851,156.904,1023.5162
151,1487.23,18.94,18.764,10.6668,34.352211,30.6273,10.6646,5.14581,157.127,1023.5156
151.25,1487.23,18.957,18.781,10.6678,34.353248,30.6274,10.6657,5.15864,157.519,1023.5156
151.5,1487.23,18.996,18.819,10.6688,34.352455,30.6259,10.6666,5.15491,157.405,1023.5144
151.75,1487.24,19.05,18.873,10.6694,34.351357,30.6242,10.6673,5.15742,157.482,1023.5132
152,1487.24,19.109,18.932,10.67,34.351175,30.6235,10.6678,5.13682,156.853,1023.5129
152.25,1487.24,19.165,18.987,10.6703,34.351358,30.6234,10.6681,5.15253,157.333,1023.513
152.5,1487.24,19.224,19.045,10.6705,34.351175,30.623,10.6683,5.13655,156.845,1023.5129
152.75,1487.24,19.278,19.099,10.671,34.350748,30.6222,10.6688,5.13052,156.661,1023.5124
153,1487.25,19.331,19.152,10.6724,34.350748,30.621,10.6702,5.13831,156.899,1023.5114
153.25,1487.25,19.374,19.195,10.6747,34.350321,30.6187,10.6725,5.14361,157.061,1023.5095
153.5,1487.26,19.426,19.245,10.6765,34.352029,30.6188,10.6743,5.15455,157.396,1023.5095
153.75,1487.26,19.487,19.306,10.6748,34.353493,30.6216,10.6726,5.14526,157.111,1023.5123
154,1487.25,19.555,19.374,10.6696,34.353677,30.6262,10.6673,5.15815,157.504,1023.517
154.25,1487.24,19.621,19.438,10.6643,34.354104,30.6309,10.6621,5.14329,157.05,1023.5219
154.5,1487.22,19.673,19.491,10.659,34.353922,30.6352,10.6568,5.16088,157.586,1023.5264
154.75,1487.21,19.717,19.534,10.6546,34.354106,30.639,10.6524,5.14522,157.108,1023.5303
155,1487.21,19.754,19.57,10.6522,34.35435,30.6413,10.65,5.14232,157.019,1023.5326
155.25,1487.2,19.801,19.617,10.6501,34.354777,30.6435,10.6478,5.14962,157.241,1023.5349
155.5,1487.2,19.863,19.679,10.6473,34.354351,30.6453,10.6451,5.16264,157.639,1023.5371
155.75,1487.19,19.94,19.755,10.645,34.354351,30.6473,10.6427,5.15611,157.439,1023.5393
156,1487.19,20.017,19.831,10.6433,34.354352,30.6487,10.6411,5.15435,157.385,1023.541
156.25,1487.19,20.065,19.879,10.6421,34.354352,30.6497,10.6398,5.16376,157.672,1023.5423
156.5,1487.19,20.081,19.895,10.6419,34.356426,30.6519,10.6396,5.14064,156.966,1023.544
156.75,1487.19,20.067,19.881,10.6435,34.356853,30.6509,10.6413,5.14418,157.074,1023.543
157,1487.2,20.057,19.871,10.6457,34.357279,30.6495,10.6435,5.13754,156.872,1023.5415
157.25,1487.21,20.078,19.892,10.6494,34.356852,30.646,10.6471,5.11731,156.254,1023.5382
157.5,1487.21,20.152,19.965,10.6528,34.354534,30.6408,10.6505,5.11738,156.257,1023.5339
157.75,1487.22,20.256,20.068,10.6542,34.352644,30.6377,10.6519,5.12052,156.354,1023.5318
158,1487.22,20.365,20.176,10.6566,34.352034,30.635,10.6543,5.1111,156.066,1023.5298
158.25,1487.23,20.443,20.254,10.6595,34.352644,30.6332,10.6572,5.11426,156.163,1023.5282
158.5,1487.23,20.489,20.298,10.6594,34.352644,30.6333,10.6571,5.11947,156.322,1023.5285
158.75,1487.23,20.511,20.321,10.6572,34.352827,30.6353,10.6549,5.11948,156.322,1023.5306
159,1487.23,20.525,20.335,10.6576,34.353681,30.6358,10.6553,5.12019,156.344,1023.5309
159.25,1487.24,20.553,20.362,10.6589,34.354108,30.6352,10.6565,5.13642,156.84,1023.5303
159.5,1487.24,20.609,20.418,10.6603,34.352034,30.6319,10.658,5.13347,156.75,1023.5278
159.75,1487.24,20.687,20.495,10.6617,34.351608,30.6303,10.6593,5.13827,156.897,1023.5267
160,1487.24,20.774,20.581,10.6625,34.3499,30.6278,10.6602,5.14836,157.205,1023.525
160.25,1487.25,20.853,20.66,10.6637,34.350754,30.6276,10.6614,5.14087,156.976,1023.525
160.5,1487.25,20.912,20.718,10.6633,34.350937,30.6281,10.661,5.14628,157.142,1023.5257
160.75,1487.25,20.951,20.756,10.6626,34.351181,30.629,10.6602,5.14831,157.203,1023.5267
161,1487.25,20.973,20.778,10.6621,34.352218,30.6304,10.6598,5.13878,156.912,1023.528
161.25,1487.25,20.987,20.792,10.6617,34.351792,30.6303,10.6593,5.14105,156.981,1023.5281
161.5,1487.25,20.998,20.803,10.6623,34.352035,30.63,10.6599,5.14372,157.063,1023.5278
161.75,1487.25,21.016,20.821,10.6637,34.352828,30.6297,10.6613,5.14746,157.177,1023.5274
162,1487.26,21.046,20.851,10.6647,34.351791,30.6278,10.6623,5.14518,157.108,1023.5259
162.25,1487.26,21.09,20.894,10.6653,34.350511,30.626,10.6629,5.14679,157.157,1023.5246
162.5,1487.26,21.143,20.947,10.6659,34.351609,30.6265,10.6635,5.14968,157.246,1023.5251
162.75,1487.26,21.209,21.012,10.6645,34.352829,30.6289,10.6621,5.15777,157.492,1023.5275
163,1487.25,21.283,21.085,10.6609,34.353073,30.6322,10.6584,5.14781,157.188,1023.531
163.25,1487.25,21.369,21.17,10.658,34.353257,30.6347,10.6556,5.1509,157.282,1023.5338
163.5,1487.24,21.447,21.248,10.6562,34.353501,30.6364,10.6538,5.1546,157.394,1023.5358
163.75,1487.24,21.509,21.31,10.6549,34.353502,30.6375,10.6525,5.15092,157.282,1023.5372
164,1487.24,21.564,21.363,10.6539,34.353258,30.6381,10.6515,5.15017,157.259,1023.538
164.25,1487.24,21.611,21.411,10.6544,34.353075,30.6374,10.652,5.14932,157.233,1023.5376
164.5,1487.24,21.664,21.462,10.6549,34.353258,30.6372,10.6524,5.14702,157.163,1023.5376
164.75,1487.24,21.719,21.518,10.6548,34.354539,30.6385,10.6524,5.15414,157.38,1023.5389
165,1487.24,21.765,21.562,10.654,34.353686,30.6384,10.6515,5.14917,157.228,1023.5391
165.25,1487.25,21.799,21.596,10.654,34.356247,30.6408,10.6516,5.14276,157.032,1023.5412
165.5,1487.24,21.814,21.611,10.6514,34.356858,30.6437,10.6489,5.14677,157.154,1023.5439
165.75,1487.23,21.827,21.624,10.6486,34.355638,30.6448,10.6461,5.1404,156.959,1023.5453
166,1487.23,21.858,21.655,10.6488,34.354357,30.6433,10.6463,5.14543,157.113,1023.5443
166.25,1487.24,21.924,21.72,10.6509,34.35393,30.6411,10.6484,5.13562,156.814,1023.5425
166.5,1487.24,22.024,21.82,10.6522,34.355577,30.6416,10.6497,5.13161,156.692,1023.5432
166.75,1487.24,22.128,21.922,10.6502,34.357286,30.645,10.6476,5.12678,156.544,1023.5466
167,1487.23,22.205,21.998,10.6453,34.360214,30.6519,10.6427,5.13402,156.764,1023.5532
167.25,1487.22,22.245,22.038,10.6386,34.360642,30.6579,10.6361,5.12762,156.568,1023.5591
167.5,1487.21,22.255,22.048,10.6346,34.360642,30.6613,10.632,5.12538,156.499,1023.5625
167.75,1487.21,22.252,22.045,10.6353,34.360642,30.6607,10.6328,5.12575,156.51,1023.5619
168,1487.22,22.26,22.053,10.6374,34.360215,30.6585,10.6349,5.12487,156.483,1023.5598
168.25,1487.22,22.293,22.086,10.6392,34.359605,30.6564,10.6367,5.1214,156.378,1023.5581
168.5,1487.22,22.354,22.146,10.6398,34.358995,30.6552,10.6373,5.12198,156.396,1023.5573
168.75,1487.22,22.44,22.232,10.6392,34.36046,30.6572,10.6366,5.1132,156.127,1023.5594
169,1487.22,22.542,22.333,10.6352,34.362778,30.6628,10.6326,5.10656,155.924,1023.5649
169.25,1487.2,22.632,22.422,10.6284,34.364243,30.6699,10.6258,5.10568,155.896,1023.5719
169.5,1487.16,22.696,22.485,10.6219,34.340642,30.6519,10.6194,5.1052,155.883,1023.5594
169.75,1487.18,22.728,22.516,10.6179,34.365099,30.6795,10.6153,5.10442,155.856,1023.5816
170,1487.18,22.739,22.528,10.6158,34.366319,30.6825,10.6133,5.10444,155.856,1023.5843
170.25,1487.17,22.744,22.533,10.6154,34.366319,30.6828,10.6129,5.10342,155.825,1023.5847
170.5,1487.17,22.755,22.544,10.6151,34.365709,30.6825,10.6125,5.1012,155.757,1023.5845
170.75,1487.17,22.779,22.568,10.6143,34.365282,30.6827,10.6117,5.10599,155.903,1023.585
171,1487.17,22.828,22.616,10.6138,34.365282,30.6831,10.6113,5.10083,155.746,1023.5856
171.25,1487.17,22.902,22.689,10.6142,34.364429,30.6819,10.6116,5.08954,155.401,1023.5849
171.5,1487.17,22.996,22.782,10.614,34.364246,30.6819,10.6114,5.08741,155.336,1023.5854
171.75,1487.17,23.1,22.885,10.6132,34.364429,30.6827,10.6106,5.07338,154.908,1023.5866
172,1487.17,23.195,22.98,10.6121,34.36443,30.6836,10.6095,5.08409,155.235,1023.5879
172.25,1487.17,23.264,23.048,10.6113,34.364247,30.684,10.6087,5.07459,154.945,1023.5887
172.5,1487.17,23.299,23.083,10.6114,34.365101,30.6848,10.6087,5.06945,154.787,1023.5894
172.75,1487.17,23.303,23.086,10.6121,34.365711,30.6848,10.6095,5.07235,154.876,1023.5893
173,1487.18,23.291,23.074,10.6128,34.365894,30.6844,10.6101,5.07346,154.91,1023.5889
173.25,1487.18,23.287,23.071,10.6135,34.365955,30.6838,10.6109,5.07696,155.017,1023.5883
173.5,1487.18,23.318,23.101,10.6144,34.364674,30.6818,10.6117,5.07376,154.919,1023.5867
173.75,1487.18,23.385,23.168,10.6147,34.36443,30.6813,10.6121,5.07656,155.005,1023.5865
174,1487.18,23.476,23.258,10.6146,34.364247,30.6811,10.612,5.07451,154.942,1023.5868
174.25,1487.18,23.568,23.349,10.614,34.364248,30.6816,10.6113,5.08817,155.36,1023.5878
174.5,1487.18,23.635,23.415,10.6134,34.364004,30.6818,10.6108,5.0909,155.443,1023.5883
174.75,1487.18,23.675,23.455,10.6133,34.364431,30.6823,10.6106,5.09311,155.51,1023.5889
175,1487.18,23.699,23.479,10.6135,34.364431,30.6822,10.6108,5.08254,155.188,1023.5889
175.25,1487.18,23.726,23.506,10.6137,34.364675,30.6822,10.611,5.08339,155.214,1023.589
175.5,1487.18,23.761,23.541,10.6133,34.364431,30.6823,10.6106,5.08368,155.222,1023.5893
175.75,1487.18,23.809,23.588,10.6133,34.364676,30.6825,10.6106,5.07549,154.972,1023.5897
176,1487.18,23.866,23.644,10.6134,34.364432,30.6822,10.6107,5.07149,154.85,1023.5897
176.25,1487.19,23.928,23.706,10.6134,34.364432,30.6821,10.6107,5.07084,154.83,1023.5899
176.5,1487.19,23.992,23.769,10.613,34.364432,30.6824,10.6103,5.07187,154.862,1023.5905
176.75,1487.19,24.048,23.825,10.6125,34.364433,30.6829,10.6098,5.07794,155.047,1023.5912
177,1487.19,24.106,23.882,10.6123,34.364677,30.6833,10.6096,5.07645,155.001,1023.5918
177.25,1487.19,24.154,23.93,10.6122,34.365287,30.6839,10.6095,5.06983,154.799,1023.5925
177.5,1487.19,24.205,23.98,10.6118,34.365958,30.6849,10.6091,5.07927,155.087,1023.5935
177.75,1487.19,24.242,24.017,10.611,34.366568,30.6861,10.6083,5.07598,154.987,1023.5948
178,1487.18,24.271,24.045,10.6098,34.366751,30.6874,10.607,5.08095,155.138,1023.5961
178.25,1487.18,24.292,24.066,10.609,34.367179,30.6885,10.6062,5.07993,155.107,1023.5972
178.5,1487.18,24.324,24.098,10.609,34.36785,30.6891,10.6063,5.0777,155.039,1023.5978
178.75,1487.19,24.379,24.153,10.6092,34.366996,30.688,10.6065,5.06957,154.791,1023.5972
179,1487.19,24.449,24.222,10.6093,34.366996,30.6879,10.6065,5.07698,155.017,1023.5975
179.25,1487.19,24.524,24.296,10.6092,34.366752,30.6878,10.6064,5.07362,154.915,1023.5977
179.5,1487.19,24.586,24.357,10.6087,34.36657,30.688,10.6059,5.0661,154.685,1023.5982
179.75,1487.19,24.634,24.405,10.6084,34.366875,30.6885,10.6056,5.06774,154.735,1023.5989
180,1487.19,24.672,24.443,10.6082,34.366997,30.6888,10.6054,5.07136,154.845,1023.5993
180.25,1487.19,24.715,24.485,10.6084,34.36718,30.6887,10.6056,5.07144,154.848,1023.5994
180.5,1487.19,24.768,24.538,10.6086,34.366997,30.6884,10.6058,5.0663,154.691,1023.5994
180.75,1487.2,24.83,24.599,10.6081,34.372061,30.6938,10.6053,5.07451,154.941,1023.604
181,1487.19,24.889,24.658,10.6017,34.384263,30.7113,10.5989,5.06917,154.776,1023.6189
181.25,1487.15,24.942,24.71,10.5836,34.388475,30.7306,10.5808,5.06749,154.722,1023.6372
181.5,1487.11,24.976,24.744,10.5663,34.389087,30.7458,10.5635,5.07815,155.045,1023.6521
181.75,1487.08,25.006,24.773,10.5557,34.388905,30.7546,10.5528,5.07405,154.918,1023.6609
182,1487.07,25.033,24.8,10.5509,34.387625,30.7573,10.5481,5.06999,154.794,1023.6639
182.25,1487.07,25.071,24.837,10.5501,34.386771,30.7571,10.5473,5.06391,154.608,1023.6641
182.5,1487.08,25.124,24.89,10.5511,34.391225,30.7607,10.5482,5.06423,154.618,1023.667
182.75,1487.07,25.194,24.96,10.5475,34.391042,30.7635,10.5446,5.05644,154.379,1023.6701
183,1487.06,25.284,25.049,10.5415,34.397572,30.775,10.5387,5.04321,153.974,1023.6804
183.25,1487.05,25.371,25.135,10.5313,34.40453,30.7905,10.5284,5.03055,153.585,1023.6946
183.5,1487.01,25.445,25.208,10.517,34.405569,30.8036,10.5141,5.01023,152.963,1023.7075
183.75,1486.98,25.492,25.255,10.5064,34.40197,30.8089,10.5035,5.00286,152.737,1023.7137
184,1486.98,25.517,25.279,10.5045,34.400933,30.8095,10.5016,4.98959,152.332,1023.7146
184.25,1486.98,25.521,25.284,10.5059,34.404106,30.8114,10.5031,4.98076,152.062,1023.7158
184.5,1486.98,25.525,25.288,10.5054,34.403069,30.8108,10.5025,4.97253,151.811,1023.7155
184.75,1486.98,25.551,25.313,10.5077,34.40075,30.8066,10.5048,4.96555,151.598,1023.7119
185,1486.99,25.613,25.375,10.5124,34.39776,30.7996,10.5095,4.95535,151.288,1023.706
185.25,1487,25.703,25.464,10.5158,34.397149,30.7961,10.5129,4.94039,150.832,1023.7031
185.5,1487.01,25.795,25.555,10.5166,34.399041,30.7973,10.5137,4.94573,150.995,1023.7043
185.75,1487.02,25.867,25.627,10.5136,34.410514,30.8112,10.5107,4.9301,150.516,1023.7159
186,1486.99,25.906,25.665,10.5005,34.415887,30.8276,10.4976,4.93258,150.589,1023.7311
186.25,1486.95,25.92,25.678,10.4834,34.422236,30.8483,10.4805,4.92228,150.272,1023.7502
186.5,1486.91,25.923,25.682,10.469,34.413571,30.8519,10.4661,4.92623,150.392,1023.7554
186.75,1486.9,25.944,25.703,10.4711,34.407041,30.8436,10.4682,4.92456,150.342,1023.7487
187,1486.93,25.999,25.757,10.4822,34.404111,30.8313,10.4792,4.92555,150.374,1023.7375
187.25,1486.95,26.089,25.847,10.4914,34.402645,30.822,10.4885,4.92333,150.307,1023.7291
187.5,1486.98,26.201,25.957,10.4946,34.416743,30.8333,10.4916,4.91158,149.947,1023.7379
187.75,1486.96,26.305,26.061,10.4808,34.430295,30.8584,10.4779,4.91564,150.068,1023.7602
188,1486.9,26.379,26.133,10.4575,34.430909,30.8787,10.4546,4.9042,149.716,1023.7802
188.25,1486.86,26.413,26.168,10.4405,34.432376,30.8946,10.4376,4.90589,149.765,1023.7956
188.5,1486.84,26.413,26.167,10.4314,34.430912,30.9009,10.4284,4.90064,149.604,1023.8021
188.75,1486.83,26.398,26.153,10.4308,34.423953,30.8945,10.4278,4.89548,149.447,1023.7971
189,1486.85,26.401,26.155,10.4403,34.422243,30.8847,10.4374,4.88861,149.239,1023.7879
189.25,1486.88,26.438,26.192,10.4501,34.424378,30.8785,10.4471,4.88342,149.081,1023.7816
189.5,1486.89,26.511,26.264,10.453,34.425843,30.8775,10.45,4.87587,148.851,1023.7806
189.75,1486.88,26.6,26.353,10.4482,34.427309,30.883,10.4452,4.86542,148.532,1023.7861
190,1486.87,26.685,26.436,10.4408,34.430911,30.8928,10.4378,4.86666,148.568,1023.7954
190.25,1486.85,26.747,26.498,10.4318,34.433232,30.9027,10.4288,4.85569,148.232,1023.8049
190.5,1486.83,26.785,26.535,10.4243,34.435431,30.9112,10.4213,4.85712,148.274,1023.813
190.75,1486.82,26.815,26.566,10.4182,34.438728,30.9197,10.4152,4.85104,148.087,1023.8207
191,1486.8,26.859,26.609,10.4113,34.43934,30.9261,10.4083,4.84875,148.017,1023.8271
191.25,1486.79,26.916,26.666,10.406,34.439585,30.9308,10.403,4.84781,147.987,1023.8319
191.5,1486.78,26.98,26.729,10.4022,34.440013,30.9345,10.3992,4.84161,147.798,1023.8357
191.75,1486.78,27.044,26.792,10.3995,34.439586,30.9364,10.3964,4.83889,147.714,1023.8379
192,1486.77,27.096,26.844,10.3985,34.43806,30.9356,10.3955,4.83499,147.595,1023.8377
192.25,1486.78,27.141,26.889,10.3995,34.437266,30.934,10.3965,4.82719,147.357,1023.8364
192.5,1486.78,27.183,26.93,10.4013,34.435557,30.9307,10.3983,4.82673,147.344,1023.8338
192.75,1486.79,27.233,26.979,10.4039,34.434946,30.9279,10.4008,4.82014,147.143,1023.8314
193,1486.79,27.293,27.039,10.4062,34.434519,30.9255,10.4031,4.80985,146.829,1023.8294
193.25,1486.8,27.36,27.106,10.4078,34.434092,30.9237,10.4047,4.80231,146.599,1023.8281
193.5,1486.8,27.423,27.168,10.4087,34.436412,30.9252,10.4056,4.80252,146.606,1023.8294
193.75,1486.8,27.462,27.206,10.4068,34.437267,30.9276,10.4038,4.78847,146.176,1023.8317
194,1486.8,27.485,27.229,10.4049,34.43977,30.9317,10.4018,4.79308,146.317,1023.8354
194.25,1486.8,27.505,27.249,10.4045,34.442334,30.9347,10.4014,4.79902,146.498,1023.8378
194.5,1486.79,27.539,27.283,10.4021,34.441663,30.936,10.399,4.80214,146.592,1023.8394
194.75,1486.78,27.598,27.341,10.3985,34.440809,30.9381,10.3955,4.80199,146.588,1023.8419
195,1486.78,27.67,27.413,10.3961,34.441481,30.9409,10.393,4.80851,146.786,1023.8448
195.25,1486.78,27.756,27.498,10.3939,34.443069,30.9443,10.3908,4.80676,146.733,1023.8482
195.5,1486.77,27.845,27.586,10.3904,34.444229,30.9483,10.3873,4.80256,146.604,1023.8523
195.75,1486.76,27.918,27.658,10.3869,34.445085,30.9522,10.3837,4.80132,146.565,1023.8563
196,1486.76,27.966,27.706,10.3838,34.450763,30.9604,10.3807,4.80005,146.526,1023.8634
196.25,1486.76,27.994,27.733,10.3769,34.457969,30.9735,10.3738,4.79026,146.225,1023.8749
196.5,1486.73,28.001,27.74,10.3651,34.460291,30.9859,10.362,4.79833,146.47,1023.8865
196.75,1486.7,28.006,27.746,10.3567,34.455651,30.9883,10.3536,4.79293,146.304,1023.8899
197,1486.71,28.028,27.767,10.3575,34.457972,30.99,10.3543,4.78116,145.945,1023.8911
197.25,1486.71,28.073,27.812,10.3567,34.464506,30.9972,10.3536,4.77913,145.882,1023.897
197.5,1486.69,28.137,27.875,10.3481,34.462187,31.0022,10.3449,4.77593,145.784,1023.9027
197.75,1486.68,28.215,27.952,10.3418,34.469577,31.0149,10.3387,4.7695,145.586,1023.914
198,1486.67,28.301,28.038,10.3312,34.478251,31.0326,10.328,4.7621,145.358,1023.9299
198.25,1486.63,28.377,28.113,10.3145,34.478253,31.0468,10.3113,4.75421,145.115,1023.9441
198.5,1486.6,28.439,28.174,10.3037,34.477216,31.055,10.3005,4.73919,144.656,1023.9526
198.75,1486.59,28.487,28.222,10.2993,34.476972,31.0585,10.2961,4.73349,144.481,1023.9562
199,1486.58,28.53,28.265,10.2979,34.477217,31.0599,10.2947,4.73224,144.443,1023.9578
199.25,1486.58,28.565,28.299,10.2971,34.477095,31.0605,10.2939,4.72171,144.121,1023.9585
199.5,1486.58,28.595,28.328,10.2964,34.47679,31.0607,10.2932,4.70919,143.739,1023.959
199.75,1486.58,28.622,28.355,10.2967,34.476546,31.0602,10.2935,4.7027,143.541,1023.9587
200,1486.59,28.653,28.387,10.2976,34.476362,31.0593,10.2944,4.68951,143.139,1023.9579
200.25,1486.59,28.697,28.43,10.2981,34.476546,31.059,10.2949,4.6789,142.815,1023.9578
200.5,1486.59,28.748,28.48,10.2978,34.477218,31.0599,10.2946,4.6772,142.763,1023.9588
200.75,1486.59,28.811,28.542,10.2965,34.481188,31.065,10.2933,4.67163,142.592,1023.9632
201,1486.59,28.878,28.609,10.2907,34.488641,31.0774,10.2874,4.65321,142.029,1023.9742
201.25,1486.56,28.945,28.676,10.279,34.488826,31.0875,10.2758,4.6607,142.256,1023.9843
201.5,1486.54,29.009,28.739,10.2705,34.492003,31.0979,10.2673,4.6565,142.126,1023.9941
201.75,1486.53,29.073,28.803,10.2625,34.496036,31.1088,10.2592,4.65881,142.195,1024.0042
202,1486.51,29.134,28.863,10.253,34.50343,31.1243,10.2497,4.65193,141.983,1024.0182
202.25,1486.48,29.187,28.915,10.2399,34.507647,31.1398,10.2366,4.64812,141.865,1024.0326
202.5,1486.45,29.229,28.957,10.2269,34.505755,31.149,10.2237,4.64841,141.873,1024.0421
202.75,1486.43,29.264,28.992,10.2201,34.505145,31.1542,10.2168,4.63917,141.59,1024.0475
203,1486.42,29.299,29.026,10.218,34.503679,31.1545,10.2148,4.63827,141.562,1024.0482
203.25,1486.43,29.341,29.068,10.2187,34.502579,31.1528,10.2154,4.62147,141.05,1024.047
203.5,1486.43,29.386,29.113,10.2204,34.502396,31.1511,10.2171,4.61593,140.881,1024.0456
203.75,1486.43,29.435,29.161,10.2213,34.503862,31.1519,10.218,4.60194,140.454,1024.0462
204,1486.43,29.481,29.207,10.2201,34.504473,31.1534,10.2169,4.59641,140.285,1024.0479
204.25,1486.43,29.524,29.249,10.2186,34.504901,31.1552,10.2153,4.58691,139.995,1024.0497
204.5,1486.43,29.562,29.287,10.2171,34.505329,31.1568,10.2138,4.56994,139.477,1024.0514
204.75,1486.43,29.611,29.335,10.2152,34.506613,31.1597,10.2119,4.56301,139.265,1024.0542
205,1486.42,29.674,29.398,10.2127,34.507468,31.1627,10.2095,4.55662,139.069,1024.0572
205.25,1486.42,29.751,29.474,10.2101,34.509363,31.1668,10.2068,4.55344,138.972,1024.0612
205.5,1486.41,29.833,29.555,10.2071,34.504903,31.1649,10.2038,4.55748,139.095,1024.0606
205.75,1486.41,29.909,29.631,10.2083,34.505331,31.1642,10.205,4.54544,138.728,1024.0602
206,1486.42,29.967,29.688,10.2104,34.507653,31.1647,10.2071,4.53397,138.378,1024.0605
206.25,1486.42,30.005,29.725,10.2093,34.510219,31.1682,10.206,4.52556,138.121,1024.0636
206.5,1486.41,30.019,29.739,10.2046,34.512358,31.1744,10.2013,4.52816,138.199,1024.0692
206.75,1486.4,30.016,29.736,10.1995,34.514009,31.1805,10.1962,4.51896,137.918,1024.0748
207,1486.39,30.007,29.728,10.1949,34.513398,31.1838,10.1916,4.519,137.919,1024.0781
207.25,1486.38,30.013,29.733,10.1935,34.51126,31.1828,10.1902,4.52691,138.16,1024.0776
207.5,1486.39,30.045,29.766,10.1959,34.508755,31.1783,10.1926,4.52722,138.17,1024.0738
207.75,1486.4,30.117,29.837,10.1984,34.514009,31.1814,10.195,4.53322,138.353,1024.0762
208,1486.39,30.225,29.943,10.1945,34.51511,31.1858,10.1911,4.54018,138.565,1024.0807
208.25,1486.38,30.353,30.07,10.1897,34.514866,31.1897,10.1863,4.54234,138.63,1024.0851
208.5,1486.38,30.475,30.191,10.1863,34.5189,31.1965,10.1829,4.54509,138.713,1024.0916
208.75,1486.38,30.566,30.282,10.1803,34.530573,31.2134,10.1769,4.54964,138.85,1024.1061
209,1486.35,30.601,30.316,10.1627,34.54176,31.2397,10.1593,4.54652,138.752,1024.1297
209.25,1486.29,30.595,30.31,10.1399,34.541151,31.2588,10.1365,4.54042,138.563,1024.1483
209.5,1486.25,30.56,30.275,10.1277,34.534123,31.2623,10.1243,4.53827,138.497,1024.1529
209.75,1486.25,30.528,30.244,10.1286,34.534979,31.2624,10.1252,4.52545,138.106,1024.1527
210,1486.27,30.521,30.237,10.1312,34.542435,31.2677,10.1278,4.51832,137.888,1024.1563
210.25,1486.25,30.561,30.276,10.1252,34.539258,31.2696,10.1218,4.51037,137.645,1024.159
