Time,Sound Velocity ,Pressure,Depth,Temperature ,Conductivity ,Salinity,Potential Temperature,Oxygen [mg/l],Oxygen [umol/Kg],Density
121.75,1486.36,19.992,19.806,10.2433,34.521425,31.1545,10.241,4.47907,136.704,1024.0018
122,1486.36,19.994,19.808,10.2437,34.521425,31.1541,10.2415,4.48267,136.814,1024.0014
122.25,1486.36,20.008,19.823,10.2442,34.521425,31.1537,10.242,4.48676,136.939,1024.0011
122.5,1486.36,20.047,19.861,10.2442,34.52057,31.1528,10.242,4.48576,136.908,1024.0005
122.75,1486.37,20.108,19.922,10.2442,34.520142,31.1524,10.2419,4.49351,137.145,1024.0005
123,1486.37,20.182,19.994,10.2442,34.52057,31.1527,10.242,4.49407,137.162,1024.0011
123.25,1486.37,20.251,20.063,10.2438,34.520571,31.153,10.2416,4.49804,137.283,1024.0017
123.5,1486.37,20.312,20.123,10.2432,34.520815,31.1538,10.2409,4.4938,137.154,1024.0027
123.75,1486.37,20.357,20.168,10.2428,34.520755,31.1541,10.2405,4.49035,137.048,1024.0032
124,1486.37,20.388,20.199,10.2429,34.520755,31.154,10.2406,4.48707,136.948,1024.0032
124.25,1486.37,20.402,20.213,10.2433,34.522038,31.1549,10.2411,4.47989,136.729,1024.0039
124.5,1486.37,20.414,20.225,10.2442,34.520999,31.1531,10.242,4.47419,136.555,1024.0024
124.75,1486.37,20.432,20.243,10.2444,34.520327,31.1522,10.2422,4.47334,136.53,1024.0018
125,1486.37,20.471,20.281,10.2443,34.520755,31.1527,10.242,4.46601,136.306,1024.0024
125.25,1486.37,20.538,20.348,10.2439,34.520144,31.1524,10.2416,4.46763,136.355,1024.0025
125.5,1486.37,20.632,20.441,10.244,34.519472,31.1516,10.2418,4.46225,136.191,1024.0023
125.75,1486.37,20.714,20.522,10.2443,34.519472,31.1513,10.242,4.46827,136.375,1024.0024
126,1486.38,20.772,20.579,10.2444,34.5199,31.1516,10.2421,4.4649,136.272,1024.0029
126.25,1486.38,20.796,20.603,10.2442,34.521795,31.1537,10.2419,4.45809,136.064,1024.0047
126.5,1486.38,20.795,20.602,10.2432,34.523078,31.1559,10.2409,4.45666,136.02,1024.0065
126.75,1486.38,20.79,20.597,10.2431,34.522467,31.1554,10.2407,4.46133,136.163,1024.0061
127,1486.38,20.801,20.608,10.2436,34.522039,31.1544,10.2413,4.46311,136.217,1024.0053
127.25,1486.38,20.839,20.646,10.2437,34.522223,31.1546,10.2414,4.47462,136.568,1024.0056
127.5,1486.38,20.905,20.711,10.2429,34.522895,31.1559,10.2406,4.48027,136.741,1024.007
127.75,1486.37,20.984,20.789,10.2411,34.522651,31.1571,10.2388,4.48705,136.948,1024.0087
128,1486.37,21.069,20.874,10.2395,34.523079,31.1589,10.2371,4.49235,137.109,1024.0107
128.25,1486.37,21.136,20.939,10.238,34.523935,31.161,10.2357,4.49864,137.3,1024.0129
128.5,1486.37,21.182,20.985,10.236,34.52583,31.1647,10.2336,4.49154,137.084,1024.0163
128.75,1486.37,21.202,21.005,10.2339,34.52858,31.1692,10.2316,4.49064,137.056,1024.0202
129,1486.36,21.198,21.001,10.2318,34.530108,31.1726,10.2294,4.48711,136.947,1024.0232
129.25,1486.36,21.195,20.998,10.2301,34.532431,31.1763,10.2278,4.48932,137.014,1024.0264
129.5,1486.35,21.208,21.011,10.2267,34.531759,31.1785,10.2244,4.48407,136.854,1024.0287
129.75,1486.35,21.257,21.059,10.2236,34.532615,31.1821,10.2212,4.47977,136.722,1024.0323
130,1486.34,21.334,21.136,10.2204,34.532616,31.1848,10.218,4.47733,136.647,1024.0352
130.25,1486.33,21.422,21.223,10.2174,34.529866,31.1846,10.215,4.46719,136.338,1024.036
130.5,1486.33,21.488,21.288,10.2172,34.529011,31.1838,10.2149,4.45849,136.072,1024.0357
130.75,1486.33,21.528,21.328,10.2193,34.529011,31.1821,10.2169,4.45771,136.049,1024.0342
131,1486.34,21.546,21.346,10.2213,34.529866,31.1811,10.2189,4.44663,135.711,1024.0332
131.25,1486.35,21.559,21.359,10.2225,34.53115,31.1814,10.2201,4.44227,135.578,1024.0333
131.5,1486.35,21.583,21.382,10.2233,34.530294,31.1799,10.2209,4.44831,135.762,1024.032
131.75,1486.35,21.629,21.428,10.2242,34.528155,31.1769,10.2218,4.44665,135.712,1024.0298
132,1486.36,21.696,21.495,10.2245,34.533044,31.1815,10.2221,4.44693,135.72,1024.0337
132.25,1486.35,21.761,21.558,10.2209,34.535367,31.187,10.2184,4.44598,135.69,1024.0388
132.5,1486.34,21.817,21.614,10.2155,34.536224,31.1924,10.2131,4.4514,135.855,1024.0442
132.75,1486.33,21.852,21.649,10.2109,34.536652,31.1968,10.2085,4.45283,135.898,1024.0485
133,1486.32,21.871,21.668,10.2085,34.538119,31.2003,10.2061,4.44917,135.786,1024.0517
133.25,1486.32,21.889,21.686,10.2066,34.540076,31.2039,10.2042,4.44551,135.674,1024.0549
133.5,1486.32,21.909,21.706,10.2041,34.541787,31.2078,10.2017,4.45321,135.909,1024.0584
133.75,1486.31,21.939,21.735,10.2002,34.543255,31.2126,10.1978,4.45282,135.896,1024.063
134,1486.3,21.979,21.775,10.1965,34.543011,31.2155,10.194,4.45941,136.097,1024.0661
134.25,1486.29,22.027,21.822,10.1937,34.543256,31.2181,10.1912,4.4567,136.014,1024.0688
134.5,1486.29,22.087,21.882,10.1916,34.54344,31.2201,10.1891,4.45332,135.91,1024.071
134.75,1486.29,22.139,21.933,10.1903,34.54344,31.2212,10.1878,4.44685,135.713,1024.0723
135,1486.29,22.179,21.973,10.1892,34.545763,31.2245,10.1867,4.44856,135.764,1024.0752
135.25,1486.29,22.196,21.989,10.1872,34.547475,31.2279,10.1847,4.44666,135.706,1024.0783
135.5,1486.28,22.187,21.98,10.185,34.547658,31.23,10.1825,4.43758,135.429,1024.0802
135.75,1486.28,22.159,21.953,10.1853,34.547658,31.2297,10.1828,4.42796,135.135,1024.0798
136,1486.28,22.135,21.929,10.1867,34.546619,31.2275,10.1842,4.42276,134.977,1024.0777
136.25,1486.28,22.129,21.923,10.1877,34.546435,31.2265,10.1852,4.41902,134.863,1024.0767
136.5,1486.28,22.141,21.936,10.1877,34.546435,31.2265,10.1852,4.40662,134.484,1024.0768
136.75,1486.28,22.17,21.964,10.1868,34.545763,31.2265,10.1844,4.41265,134.668,1024.0771
137,1486.28,22.19,21.984,10.186,34.546008,31.2275,10.1835,4.39649,134.175,1024.0781
137.25,1486.28,22.196,21.99,10.1846,34.546191,31.2288,10.1822,4.39548,134.144,1024.0794
137.5,1486.27,22.178,21.972,10.1836,34.546864,31.2304,10.1811,4.38924,133.953,1024.0807
137.75,1486.28,22.138,21.932,10.1835,34.548331,31.2319,10.1811,4.38639,133.866,1024.0817
138,1486.28,22.081,21.876,10.1843,34.548086,31.231,10.1819,4.3868,133.879,1024.0806
138.25,1486.28,22.021,21.817,10.1853,34.548086,31.2302,10.1829,4.38464,133.813,1024.0796
138.5,1486.28,21.966,21.762,10.1859,34.547474,31.2291,10.1835,4.37849,133.626,1024.0784
138.75,1486.28,21.917,21.714,10.1865,34.547474,31.2286,10.1841,4.37955,133.658,1024.0777
139,1486.28,21.865,21.662,10.1873,34.547474,31.228,10.1849,4.38297,133.762,1024.0768
139.25,1486.28,21.8,21.598,10.1878,34.547045,31.2271,10.1854,4.38211,133.736,1024.0757
139.5,1486.28,21.712,21.51,10.1881,34.546617,31.2264,10.1857,4.39506,134.132,1024.0747
139.75,1486.28,21.593,21.393,10.1895,34.54515,31.2239,10.1871,4.39151,134.023,1024.072
140,1486.28,21.45,21.251,10.1914,34.54301,31.2201,10.189,4.38937,133.959,1024.0681
140.25,1486.28,21.293,21.095,10.1936,34.544048,31.2193,10.1913,4.39353,134.086,1024.0664
140.5,1486.29,21.138,20.942,10.1959,34.545331,31.2187,10.1936,4.39463,134.119,1024.0648
140.75,1486.29,20.996,20.801,10.1982,34.544902,31.2163,10.1959,4.39385,134.096,1024.0619
141,1486.29,20.861,20.667,10.2004,34.543251,31.2128,10.1981,4.39701,134.193,1024.0583
141.25,1486.3,20.718,20.526,10.2023,34.543434,31.2114,10.2,4.40467,134.427,1024.0562
141.5,1486.3,20.553,20.363,10.2036,34.542394,31.2093,10.2014,4.41592,134.77,1024.0536
141.75,1486.29,20.37,20.181,10.2052,34.536648,31.2023,10.2029,4.41918,134.871,1024.0471
142,1486.29,20.17,19.983,10.2087,34.530963,31.1937,10.2065,4.42441,135.031,1024.0388
142.25,1486.3,19.97,19.785,10.2139,34.532184,31.1905,10.2117,4.42483,135.044,1024.0345
142.5,1486.31,19.784,19.601,10.2179,34.534322,31.1893,10.2157,4.43398,135.324,1024.0321
142.75,1486.31,19.621,19.439,10.2203,34.531693,31.1847,10.2181,4.43319,135.3,1024.0274
143,1486.31,19.483,19.302,10.2227,34.529859,31.1808,10.2206,4.42908,135.175,1024.0233
143.25,1486.31,19.351,19.171,10.2249,34.526681,31.1758,10.2227,4.43401,135.326,1024.0185
143.5,1486.31,19.207,19.028,10.2275,34.524969,31.1719,10.2253,4.43437,135.338,1024.0144
143.75,1486.32,19.039,18.863,10.2298,34.524785,31.1698,10.2277,4.44019,135.516,1024.0116
144,1486.32,18.855,18.679,10.2313,34.524967,31.1688,10.2292,4.44171,135.562,1024.0097
144.25,1486.32,18.667,18.494,10.2322,34.5246,31.1678,10.2301,4.45497,135.967,1024.0079
144.5,1486.32,18.49,18.318,10.2332,34.523744,31.1661,10.2312,4.46147,136.165,1024.0056
144.75,1486.32,18.318,18.148,10.2347,34.523743,31.1649,10.2326,4.46379,136.237,1024.0037
145,1486.32,18.157,17.989,10.2366,34.524781,31.1644,10.2346,4.46716,136.34,1024.0022
145.25,1486.32,18.004,17.837,10.2379,34.524964,31.1635,10.2359,4.46828,136.374,1024.0006
145.5,1486.32,17.855,17.69,10.2385,34.523313,31.1614,10.2365,4.46781,136.36,1023.9982
145.75,1486.32,17.707,17.543,10.2389,34.522641,31.1604,10.2369,4.46577,136.297,1023.9967
146,1486.31,17.545,17.382,10.2396,34.520807,31.158,10.2377,4.46186,136.178,1023.994
146.25,1486.31,17.371,17.209,10.2411,34.518851,31.1549,10.2391,4.45985,136.117,1023.9905
146.5,1486.31,17.192,17.032,10.2434,34.515856,31.15,10.2415,4.46396,136.243,1023.9855
146.75,1486.31,17.022,16.864,10.2468,34.513105,31.1444,10.2449,4.46348,136.229,1023.9798
147,1486.32,16.868,16.712,10.2514,34.51231,31.1397,10.2495,4.46307,136.218,1023.9747
147.25,1486.33,16.725,16.57,10.2557,34.510354,31.1341,10.2539,4.45698,136.032,1023.9689
147.5,1486.33,16.581,16.427,10.2605,34.504854,31.1245,10.2587,4.46503,136.279,1023.96
147.75,1486.35,16.425,16.273,10.2668,34.506135,31.1205,10.265,4.4706,136.45,1023.9551
148,1486.35,16.252,16.101,10.2711,34.502774,31.1135,10.2693,4.47925,136.715,1023.9482
148.25,1486.35,16.061,15.912,10.2751,34.499352,31.1067,10.2733,4.4904,137.056,1023.9414
148.5,1486.35,15.871,15.724,10.2813,34.488599,31.0907,10.2796,4.49797,137.289,1023.927
148.75,1486.38,15.697,15.551,10.2924,34.491529,31.0842,10.2907,4.51186,137.713,1023.9193
149,1486.4,15.546,15.402,10.2993,34.489207,31.0761,10.2975,4.51979,137.956,1023.9112
149.25,1486.41,15.415,15.272,10.3045,34.487495,31.07,10.3028,4.52729,138.186,1023.905
149.5,1486.41,15.286,15.144,10.3092,34.484929,31.0634,10.3075,4.52427,138.095,1023.8984
149.75,1486.42,15.143,15.002,10.3133,34.483706,31.0588,10.3116,4.52433,138.097,1023.8935
150,1486.42,14.976,14.837,10.3167,34.483278,31.0555,10.3151,4.54106,138.608,1023.8896
150.25,1486.43,14.787,14.65,10.3187,34.483094,31.0537,10.3171,4.5456,138.747,1023.887
150.5,1486.42,14.589,14.454,10.3199,34.479062,31.0487,10.3183,4.55582,139.059,1023.8821
150.75,1486.43,14.396,14.262,10.3238,34.479672,31.0461,10.3222,4.56136,139.229,1023.8785
151,1486.44,14.217,14.085,10.3273,34.480953,31.0444,10.3257,4.57699,139.706,1023.8758
151.25,1486.44,14.065,13.934,10.3295,34.479059,31.0407,10.3279,4.58989,140.101,1023.8719
151.5,1486.44,13.937,13.808,10.3324,34.475211,31.0345,10.3309,4.59532,140.267,1023.8659
151.75,1486.44,13.824,13.696,10.3367,34.468675,31.0244,10.3351,4.60295,140.501,1023.8568
152,1486.45,13.702,13.575,10.3438,34.462139,31.0118,10.3423,4.61148,140.763,1023.8453
152.25,1486.47,13.549,13.423,10.353,34.464275,31.0062,10.3515,4.60753,140.643,1023.8387
152.5,1486.48,13.356,13.232,10.3582,34.463175,31.0007,10.3567,4.62068,141.045,1023.8327
152.75,1486.48,13.141,13.019,10.3612,34.460853,30.9959,10.3597,4.62627,141.217,1023.8275
153,1486.49,12.936,12.816,10.365,34.458959,30.9908,10.3636,4.61976,141.019,1023.8219
153.25,1486.5,12.761,12.643,10.3699,34.458347,30.9861,10.3685,4.61997,141.026,1023.8166
153.5,1486.5,12.628,12.511,10.3745,34.456698,30.9806,10.3731,4.62278,141.112,1023.811
153.75,1486.51,12.505,12.389,10.3782,34.451751,30.9726,10.3768,4.6258,141.205,1023.8036
154,1486.51,12.372,12.258,10.3837,34.448819,30.965,10.3824,4.63237,141.406,1023.7962
154.25,1486.53,12.22,12.107,10.3898,34.447536,30.9586,10.3885,4.64216,141.706,1023.7894
154.5,1486.54,12.048,11.937,10.3946,34.44839,30.9555,10.3932,4.64619,141.83,1023.7855
154.75,1486.54,11.865,11.755,10.3965,34.447534,30.9531,10.3952,4.66361,142.362,1023.7824
155,1486.54,11.674,11.566,10.3981,34.446251,30.9505,10.3968,4.67741,142.783,1023.7793
155.25,1486.54,11.484,11.378,10.4003,34.447105,30.9496,10.399,4.69145,143.212,1023.7774
155.5,1486.54,11.309,11.205,10.4021,34.446494,30.9475,10.4009,4.69647,143.366,1023.7746
155.75,1486.54,11.159,11.056,10.4041,34.445455,30.9449,10.4028,4.70322,143.572,1023.7716
156,1486.54,11.026,10.924,10.4058,34.444355,30.9424,10.4045,4.72009,144.087,1023.7687
156.25,1486.54,10.891,10.79,10.4075,34.4435,30.9401,10.4063,4.70868,143.739,1023.7661
156.5,1486.55,10.731,10.631,10.4091,34.443499,30.9388,10.4079,4.71762,144.013,1023.7641
156.75,1486.54,10.536,10.438,10.4098,34.443071,30.9378,10.4087,4.7319,144.449,1023.7623
157,1486.54,10.322,10.226,10.4106,34.442277,30.9365,10.4094,4.73292,144.48,1023.7602
157.25,1486.54,10.109,10.015,10.412,34.442032,30.9352,10.4108,4.73986,144.692,1023.7579
157.5,1486.54,9.919,9.827,10.4145,34.438002,30.929,10.4134,4.7496,144.99,1023.7518
157.75,1486.55,9.796,9.705,10.4203,34.438794,30.925,10.4192,4.74734,144.921,1023.7472
158,1486.55,9.669,9.58,10.4258,34.427683,30.9093,10.4247,4.74942,144.987,1023.7335
158.25,1486.58,9.548,9.459,10.4373,34.427864,30.8997,10.4363,4.75622,145.196,1023.7235
158.5,1486.59,9.418,9.331,10.448,34.416266,30.8792,10.4469,4.74443,144.838,1023.7052
158.75,1486.63,9.269,9.183,10.4636,34.416263,30.866,10.4626,4.74355,144.813,1023.6916
159,1486.65,9.122,9.038,10.477,34.404666,30.8432,10.476,4.75045,145.027,1023.671
159.25,1486.68,8.971,8.888,10.496,34.394778,30.8173,10.495,4.75587,145.195,1023.6469
159.5,1486.74,8.816,8.734,10.5201,34.392883,30.7952,10.5191,4.7525,145.096,1023.625
159.75,1486.77,8.655,8.575,10.5384,34.384826,30.7718,10.5374,4.76703,145.542,1023.6029
160,1486.82,8.495,8.416,10.5581,34.385251,30.7556,10.5572,4.77671,145.84,1023.5863
160.25,1486.85,8.351,8.274,10.5707,34.381039,30.7409,10.5697,4.79856,146.509,1023.5721
160.5,1486.87,8.227,8.151,10.5828,34.376828,30.7266,10.5818,4.82551,147.334,1023.5584
160.75,1486.9,8.118,8.043,10.5981,34.370909,30.7079,10.5971,4.84782,148.018,1023.5407
161,1486.94,8.01,7.936,10.6149,34.366697,30.6896,10.614,4.88072,149.024,1023.5232
161.25,1486.97,7.881,7.808,10.6312,34.362913,30.6722,10.6303,4.91126,149.96,1023.5063
161.5,1487.01,7.732,7.66,10.6504,34.357055,30.6504,10.6495,4.95019,151.151,1023.4854
161.75,1487.07,7.576,7.506,10.6718,34.357418,30.6329,10.6709,4.99449,152.506,1023.4675
162,1487.1,7.43,7.361,10.6865,34.358087,30.6213,10.6857,5.02646,153.484,1023.4553
162.25,1487.12,7.302,7.235,10.6958,34.356622,30.6121,10.6949,5.0572,154.424,1023.446
162.5,1487.15,7.182,7.116,10.7063,34.35534,30.602,10.7055,5.08691,155.333,1023.4358
162.75,1487.16,7.054,6.989,10.7149,34.354484,30.5941,10.7141,5.11409,156.164,1023.4276
163,1487.19,6.914,6.85,10.7256,34.352775,30.5835,10.7248,5.15071,157.284,1023.4169
163.25,1487.23,6.772,6.709,10.7412,34.353444,30.5712,10.7405,5.17805,158.12,1023.404
163.5,1487.25,6.637,6.575,10.7506,34.352588,30.5626,10.7498,5.20223,158.86,1023.3951
163.75,1487.27,6.502,6.442,10.7592,34.353441,30.5562,10.7585,5.23007,159.711,1023.3881
164,1487.29,6.362,6.303,10.7681,34.354476,30.5499,10.7674,5.25165,160.371,1023.3811
164.25,1487.31,6.216,6.158,10.7767,34.353987,30.5423,10.776,5.26988,160.929,1023.373
164.5,1487.32,6.073,6.016,10.7815,34.35362,30.538,10.7808,5.28915,161.518,1023.3682
164.75,1487.32,5.936,5.881,10.7833,34.354717,30.5377,10.7826,5.2932,161.642,1023.367
165,1487.33,5.805,5.751,10.786,34.354899,30.5357,10.7853,5.30266,161.931,1023.3644
165.25,1487.34,5.676,5.623,10.7897,34.356362,30.5341,10.789,5.31616,162.344,1023.362
165.5,1487.35,5.542,5.491,10.7938,34.356788,30.5311,10.7931,5.33054,162.783,1023.3584
165.75,1487.36,5.404,5.354,10.7983,34.358678,30.5293,10.7976,5.33931,163.052,1023.3555
166,1487.37,5.269,5.22,10.8044,34.359714,30.5252,10.8038,5.34304,163.166,1023.3507
166.25,1487.39,5.141,5.093,10.811,34.36081,30.5209,10.8104,5.35745,163.607,1023.3457
166.5,1487.4,5.016,4.97,10.8157,34.361602,30.5178,10.8151,5.36761,163.918,1023.3419
166.75,1487.4,4.883,4.838,10.8185,34.361236,30.5151,10.8179,5.37377,164.106,1023.3387
167,1487.41,4.734,4.69,10.8209,34.363309,30.5152,10.8204,5.38394,164.417,1023.3377
167.25,1487.42,4.575,4.533,10.8249,34.364772,30.5134,10.8244,5.38891,164.569,1023.3349
167.5,1487.43,4.42,4.379,10.8293,34.366906,30.5119,10.8288,5.39158,164.651,1023.3323
167.75,1487.44,4.279,4.24,10.8339,34.369223,30.5104,10.8334,5.39588,164.782,1023.3297
168,1487.46,4.153,4.115,10.8391,34.371296,30.5082,10.8386,5.4026,164.988,1023.3265
168.25,1487.47,4.033,3.996,10.8438,34.372393,30.5054,10.8433,5.39656,164.804,1023.323
168.5,1487.48,3.907,3.871,10.8477,34.37532,30.5051,10.8473,5.4144,165.349,1023.3215
168.75,1487.51,3.764,3.729,10.8539,34.3863,30.5108,10.8535,5.41689,165.425,1023.3242
169,1487.53,3.608,3.575,10.8666,34.384346,30.4984,10.8662,5.4265,165.72,1023.3117
169.25,1487.56,3.448,3.416,10.8749,34.392398,30.4995,10.8745,5.43523,165.987,1023.3104
169.5,1487.59,3.295,3.265,10.8846,34.39679,30.4958,10.8842,5.4428,166.218,1023.3052
169.75,1487.61,3.155,3.126,10.894,34.39746,30.4886,10.8937,5.45255,166.518,1023.2974
170,1487.63,3.027,2.999,10.9,34.397886,30.4841,10.8997,5.45647,166.638,1023.2923
170.25,1487.64,2.907,2.88,10.9033,34.403743,30.4872,10.903,5.46846,167.004,1023.2936
170.5,1487.66,2.79,2.764,10.9095,34.409052,30.4873,10.9091,5.47682,167.259,1023.2921
170.75,1487.68,2.662,2.638,10.9177,34.409783,30.4813,10.9174,5.49138,167.705,1023.2854
171,1487.69,2.514,2.491,10.9226,34.413443,30.4809,10.9223,5.50459,168.109,1023.2836
171.25,1487.72,2.346,2.325,10.9284,34.421499,30.484,10.9281,5.51622,168.463,1023.2843
171.5,1487.74,2.17,2.15,10.9371,34.422352,30.4777,10.9369,5.52959,168.873,1023.277
171.75,1487.75,2.001,1.983,10.9432,34.423571,30.4739,10.943,5.54083,169.217,1023.2723
172,1487.76,1.853,1.836,10.9472,34.426988,30.474,10.947,5.5491,169.469,1023.271
172.25,1487.77,1.724,1.708,10.9513,34.42949,30.4731,10.9511,5.55874,169.764,1023.269
172.5,1487.8,1.604,1.589,10.9558,34.440294,30.48,10.9557,5.57804,170.353,1023.273
172.75,1487.82,1.49,1.476,10.9641,34.441331,30.4742,10.9639,5.59322,170.817,1023.2666
173,1487.83,1.37,1.357,10.9707,34.442185,30.4696,10.9706,5.61239,171.404,1023.2614
173.25,1487.84,1.243,1.232,10.975,34.445542,30.4694,10.9748,5.63058,171.959,1023.2599
173.5,1487.86,1.111,1.101,10.9792,34.453967,30.4742,10.979,5.6292,171.917,1023.2623
173.75,1487.9,0.966,0.957,10.9872,34.469415,30.4828,10.9871,5.64175,172.299,1023.2669
174,1487.93,0.824,0.816,10.9996,34.466848,30.47,10.9995,5.64481,172.395,1023.2543
174.25,1487.94,0.705,0.699,11.0069,34.461595,30.4589,11.0068,5.65298,172.646,1023.2438
174.5,1487.95,0.624,0.618,11.0082,34.4688,30.4649,11.0081,5.65511,172.71,1023.2479
174.75,1487.97,0.569,0.564,11.0114,34.481442,30.4747,11.0113,5.66098,172.888,1023.2547
175,1488,0.516,0.511,11.0208,34.489076,30.4744,11.0207,5.66269,172.941,1023.2526
175.25,1488.03,0.461,0.456,11.032,34.491396,30.4673,11.032,5.67349,173.272,1023.245
175.5,1488.05,0.395,0.391,11.0401,34.493716,30.463,11.04,5.69374,173.891,1023.2399
175.75,1488.07,0.314,0.311,11.0453,34.495609,30.4605,11.0453,5.71886,174.659,1023.2367
176,1488.08,0.219,0.217,11.0494,34.49903,30.4605,11.0494,5.72599,174.877,1023.2356
176.25,1488.09,0.104,0.103,11.0536,34.50135,30.4594,11.0536,5.73717,175.218,1023.2334
176.5,1488.1,0.019,0.019,11.0579,34.501777,30.4563,11.0578,5.75018,175.616,1023.2299
176.75,1488.1,0.022,0.021,11.0614,34.494812,30.4465,11.0614,5.75811,175.86,1023.2217
177,1488.1,0.022,0.022,11.0627,34.492246,30.4429,11.0627,5.76189,175.976,1023.2187
177.25,1488.09,0.022,0.021,11.0592,34.48736,30.4411,11.0592,5.75909,175.89,1023.2178
177.5,1488.07,0.021,0.021,11.053,34.486322,30.4452,11.053,5.74197,175.367,1023.2221
177.75,1488.05,0.021,0.021,11.0463,34.483758,30.4482,11.0463,5.72345,174.8,1023.2256
178,1488.03,0.021,0.02,11.0417,34.479116,30.4475,11.0416,5.68295,173.563,1023.2259
178.25,1488.02,0.021,0.02,11.0375,34.474719,30.4467,11.0374,5.63819,172.196,1023.226
178.5,1488,0.021,0.02,11.0325,34.470689,30.4468,11.0325,5.60218,171.096,1023.2269
178.75,1487.99,0.021,0.02,11.027,34.468552,30.4493,11.027,5.55043,169.516,1023.2298
179,1487.97,0.021,0.02,11.0223,34.465255,30.4499,11.0223,5.507,168.189,1023.2311
179.25,1487.95,0.021,0.021,11.0179,34.459698,30.4482,11.0179,5.47459,167.199,1023.2305
179.5,1487.94,0.02,0.02,11.0135,34.463057,30.4551,11.0135,5.44493,166.292,1023.2367
179.75,1482.25,0.021,0.02,11.0101,29.583432,25.7261,11.0101,5.59821,171.59,1019.5642
180,1457.48,0.021,0.02,11.0104,6.639341,5.088,11.0104,6.40969,199.593,1003.5714
180.25,1458.05,0.02,0.02,11.012,7.210861,5.5587,11.012,6.47631,201.594,1003.9366
180.5,1458.49,0.021,0.02,11.0131,7.64085,5.9149,11.0131,6.61965,205.999,1004.2129
180.75,1458.24,0.021,0.021,11.014,7.38778,5.7048,11.0139,6.85994,213.512,1004.0497
181,1457.29,0.021,0.02,11.0142,6.440498,4.9245,11.0142,7.17534,223.463,1003.444
181.25,1456.88,0.02,0.02,11.0135,6.025939,4.5861,11.0135,7.49931,233.613,1003.1813
181.5,1456.48,0.02,0.02,11.0126,5.624027,4.26,11.0126,7.83304,244.071,1002.928
181.75,1456.12,0.021,0.02,11.0112,5.260582,3.9667,11.0112,8.14065,253.714,1002.7003
182,1455.59,0.02,0.02,11.01,4.724791,3.5373,11.01,8.43142,262.863,1002.3667
182.25,1454.84,0.02,0.019,11.0086,3.947293,2.9211,11.0086,8.67332,270.535,1001.8875
182.5,1454.38,0.02,0.02,11.0076,3.471088,2.5483,11.0076,8.84447,275.953,1001.5973
182.75,1454.4,0.02,0.02,11.0062,3.503686,2.5738,11.0062,8.95625,279.435,1001.6173
183,1454.53,0.02,0.019,11.0045,3.643498,2.6831,11.0045,9.01407,281.215,1001.7026
183.25,1454.27,0.02,0.02,11.003,3.374298,2.4732,11.003,9.06699,282.912,1001.5394
183.5,1454.07,0.02,0.02,11.0015,3.172432,2.3167,11.0015,9.10401,284.102,1001.4176
183.75,1453.83,0.02,0.02,11.0001,2.922354,2.1237,11.0001,9.11823,284.588,1001.2674
184,1453.66,0.02,0.019,10.9991,2.751229,1.9923,10.9991,9.12206,284.737,1001.1651
184.25,1453.71,0.019,0.019,10.998,2.808353,2.0362,10.998,9.10011,284.042,1001.1994
184.5,1453.74,0.019,0.019,10.997,2.847101,2.066,10.997,9.09349,283.829,1001.2228
184.75,1453.9,0.02,0.02,10.9962,3.011557,2.1927,10.9961,9.07073,283.09,1001.3216
185,1454.32,0.02,0.02,10.9955,3.459164,2.5398,10.9955,9.03992,282.052,1001.592
185.25,1454.22,0.02,0.02,10.9949,3.35528,2.459,10.9949,9.02819,281.704,1001.5292
185.5,1453.97,0.019,0.019,10.9943,3.09841,2.2598,10.9943,9.03069,281.826,1001.3741
185.75,1453.87,0.02,0.019,10.9934,2.994074,2.1793,10.9934,9.02575,281.689,1001.3115
186,1453.66,0.019,0.019,10.9924,2.777059,2.0125,10.9924,9.01487,281.386,1001.1816
186.25,1453.35,0.019,0.019,10.9915,2.448,1.7613,10.9915,9.02359,281.713,1000.9858
186.5,1453.25,0.02,0.019,10.9907,2.348263,1.6856,10.9907,9.02004,281.619,1000.9268
186.75,1453.52,0.02,0.019,10.9897,2.638084,1.9062,10.9897,8.9917,280.686,1001.099
187,1453.57,0.019,0.019,10.9888,2.698307,1.9523,10.9888,8.96977,279.991,1001.135
187.25,1453.57,0.019,0.019,10.9877,2.697634,1.9519,10.9877,8.96455,279.829,1001.1348
187.5,1453.48,0.02,0.02,10.9866,2.60241,1.8791,10.9866,8.95035,279.401,1001.0782
187.75,1453.22,0.02,0.02,10.9857,2.333806,1.6749,10.9857,8.95645,279.636,1000.919
188,1453.26,0.02,0.02,10.9847,2.378564,1.7088,10.9846,8.94519,279.277,1000.9456
188.25,1453.1,0.02,0.019,10.9836,2.211934,1.5828,10.9836,8.95082,279.48,1000.8474
188.5,1452.92,0.02,0.019,10.9827,2.017386,1.4364,10.9827,8.95707,279.707,1000.7332
188.75,1452.72,0.02,0.019,10.9816,1.811692,1.2826,10.9816,8.96529,279.998,1000.6133
189,1452.47,0.019,0.019,10.9803,1.542919,1.0834,10.9803,8.97092,280.217,1000.4578
189.25,1452.31,0.02,0.02,10.979,1.369545,0.956,10.979,8.97565,280.393,1000.3584
189.5,1452.4,0.02,0.019,10.9778,1.477751,1.0354,10.9778,8.9683,280.145,1000.4206
