Time,Sound Velocity,"Pressure, Strain Gauge [db]",Depth,Temperature ,Conductivity,Salinity,Potential Temperature ,Oxygen [mg/l],Oxygen [umol/Kg],Density
12.5,1489.5,0.89,0.881,11.8832,33.879621,29.1896,11.8831,8.00461,244.738,1022.1058
12.75,1489.45,0.894,0.886,11.8807,33.846511,29.1599,11.8806,7.96896,243.654,1022.0833
13,1489.43,0.891,0.882,11.879,33.832688,29.148,11.8789,7.96431,243.514,1022.0744
13.25,1489.43,0.879,0.871,11.8774,33.830809,29.1475,11.8773,7.95119,243.113,1022.0742
13.5,1489.44,0.861,0.853,11.8742,33.849725,29.1681,11.8741,7.9378,242.699,1022.0906
13.75,1489.48,0.846,0.838,11.8702,33.893938,29.2135,11.8701,7.92108,242.18,1022.1265
14,1489.54,0.841,0.834,11.8682,33.954138,29.2726,11.8681,7.91467,241.973,1022.1726
14.25,1489.59,0.85,0.842,11.87,33.990691,29.306,11.8699,7.90431,241.65,1022.1982
14.5,1489.6,0.865,0.857,11.8776,33.982977,29.2927,11.8775,7.89881,241.485,1022.1866
14.75,1489.54,0.882,0.873,11.886,33.90698,29.2135,11.8859,7.90234,241.607,1022.1239
15,1489.48,0.892,0.883,11.8849,33.857303,29.1669,11.8848,7.89052,241.254,1022.088
15.25,1489.44,0.893,0.884,11.8821,33.829778,29.1429,11.882,7.88497,241.089,1022.0698
15.5,1489.39,0.886,0.878,11.8647,33.827901,29.1546,11.8646,7.87784,240.868,1022.082
15.75,1489.35,0.872,0.864,11.8355,33.857066,29.2054,11.8354,7.87665,240.821,1022.1265
16,1489.35,0.855,0.847,11.8154,33.904136,29.2662,11.8153,7.87652,240.805,1022.1772
16.25,1489.35,0.845,0.837,11.8006,33.935874,29.3082,11.8005,7.88519,241.062,1022.2123
16.5,1489.37,0.847,0.839,11.792,33.973939,29.3514,11.7919,7.89902,241.476,1022.2474
16.75,1489.41,0.863,0.855,11.7946,33.996712,29.3712,11.7944,7.91927,242.092,1022.2623
17,1489.4,0.882,0.874,11.8077,33.962037,29.3276,11.8076,7.96377,243.461,1022.2262
17.25,1489.34,0.896,0.888,11.8177,33.886907,29.2479,11.8176,8.02378,245.311,1022.1627
17.5,1489.3,0.897,0.889,11.8191,33.851732,29.2131,11.819,8.10241,247.721,1022.1355
17.75,1489.28,0.885,0.877,11.8167,33.833907,29.198,11.8166,8.1933,250.503,1022.1242
18,1489.24,0.867,0.859,11.7975,33.847793,29.2263,11.7974,8.28968,253.444,1022.1495
18.25,1489.24,0.848,0.84,11.7721,33.897467,29.2939,11.772,8.37486,256.034,1022.2062
18.5,1489.23,0.838,0.83,11.7547,33.933998,29.3426,11.7546,8.46584,258.804,1022.2471
18.75,1489.24,0.84,0.833,11.7463,33.962043,29.3761,11.7462,8.54513,261.221,1022.2745
19,1489.27,0.857,0.849,11.7484,33.978619,29.3904,11.7482,8.61341,263.306,1022.2853
19.25,1489.24,0.88,0.871,11.7517,33.943953,29.3545,11.7516,8.68369,265.462,1022.257
19.5,1489.17,0.898,0.889,11.7529,33.88194,29.2941,11.7527,8.7508,267.526,1022.2101
19.75,1489.14,0.902,0.894,11.7568,33.84804,29.2586,11.7567,8.8133,269.444,1022.1818
20,1489.12,0.895,0.886,11.76,33.824397,29.2334,11.7599,8.87926,271.466,1022.1617
20.25,1489.1,0.879,0.871,11.749,33.828338,29.2458,11.7489,8.93993,273.317,1022.1732
20.5,1489.1,0.862,0.854,11.733,33.869084,29.2975,11.7329,8.98984,274.832,1022.2161
20.75,1489.13,0.85,0.842,11.7228,33.914703,29.3493,11.7227,9.00697,275.344,1022.258
21,1489.14,0.847,0.839,11.7188,33.93297,29.3699,11.7187,9.02419,275.866,1022.2747
21.25,1489.16,0.854,0.846,11.7195,33.953061,29.3886,11.7194,9.01948,275.718,1022.2891
21.5,1489.17,0.872,0.864,11.7245,33.94954,29.3813,11.7244,8.99767,275.053,1022.2826
21.75,1489.12,0.892,0.884,11.7258,33.903054,29.3357,11.7257,8.97576,274.393,1022.2471
22,1489.08,0.905,0.897,11.7251,33.862293,29.2971,11.725,8.95269,273.696,1022.2174
22.25,1489.05,0.906,0.898,11.7269,33.834524,29.2692,11.7268,8.92535,272.866,1022.1954
22.5,1489.06,0.903,0.895,11.7258,33.842587,29.2777,11.7257,8.89514,271.941,1022.2022
22.75,1489.1,0.912,0.903,11.719,33.893166,29.3316,11.7189,8.86911,271.133,1022.2452
23,1489.11,0.935,0.927,11.7125,33.919074,29.3615,11.7124,8.83052,269.947,1022.2697
23.25,1489.14,0.979,0.97,11.7062,33.957252,29.4032,11.706,8.79308,268.794,1022.3033
23.5,1489.16,1.04,1.03,11.7097,33.969273,29.4119,11.7096,8.76258,267.86,1022.3097
23.75,1489.23,1.112,1.102,11.7302,33.979047,29.405,11.7301,8.72819,266.811,1022.3011
24,1489.35,1.193,1.182,11.7726,33.990277,29.3822,11.7725,8.70759,266.188,1022.2763
24.25,1489.47,1.275,1.263,11.8157,33.996954,29.3546,11.8156,8.70655,266.164,1022.2475
24.5,1489.54,1.351,1.339,11.8492,33.981524,29.3134,11.8491,8.72353,266.692,1022.21
24.75,1489.53,1.418,1.405,11.8663,33.941878,29.2621,11.8661,8.75656,267.714,1022.1675
25,1489.5,1.474,1.46,11.865,33.917178,29.2395,11.8648,8.79381,268.857,1022.1504
25.25,1489.49,1.526,1.512,11.8604,33.918028,29.2439,11.8602,8.83579,270.139,1022.1548
25.5,1489.52,1.58,1.565,11.8621,33.935445,29.2592,11.8619,8.85957,270.863,1022.1667
25.75,1489.57,1.64,1.625,11.8648,33.972172,29.2921,11.8646,8.87679,271.383,1022.192
26,1489.62,1.707,1.691,11.8692,34.005271,29.3203,11.869,8.87738,271.396,1022.2133
26.25,1489.67,1.776,1.76,11.882,34.022522,29.3266,11.8818,8.86494,271.014,1022.2163
26.5,1489.72,1.852,1.835,11.8972,34.03206,29.3238,11.897,8.84367,270.365,1022.2117
26.75,1489.74,1.924,1.907,11.909,34.021244,29.3042,11.9087,8.82395,269.767,1022.1947
27,1489.75,1.995,1.977,11.9152,34.014196,29.2925,11.915,8.80188,269.095,1022.1849
27.25,1489.73,2.063,2.043,11.9153,33.995062,29.2741,11.9151,8.78211,268.495,1022.171
27.5,1489.7,2.123,2.104,11.9114,33.973626,29.2567,11.9111,8.76759,268.054,1022.1584
27.75,1489.67,2.179,2.159,11.9058,33.962819,29.2508,11.9056,8.74961,267.505,1022.1551
28,1489.68,2.238,2.217,11.9035,33.978849,29.2678,11.9033,8.73012,266.906,1022.169
28.25,1489.73,2.306,2.284,11.905,34.01438,29.3006,11.9047,8.70002,265.979,1022.1944
28.5,1489.77,2.38,2.358,11.909,34.037529,29.3195,11.9087,8.67206,265.121,1022.2087
28.75,1489.8,2.454,2.432,11.9148,34.048102,29.325,11.9145,8.63373,263.948,1022.2122
29,1489.77,2.524,2.501,11.9175,34.021913,29.2978,11.9172,8.59359,262.726,1022.191
29.25,1489.73,2.586,2.562,11.917,33.984861,29.2629,11.9167,8.54979,261.394,1022.1643
29.5,1489.71,2.641,2.616,11.9157,33.966584,29.2464,11.9154,8.512,260.242,1022.152
29.75,1489.71,2.697,2.673,11.9156,33.969499,29.2492,11.9153,8.46889,258.923,1022.1545
30,1489.74,2.757,2.732,11.9168,33.994214,29.2719,11.9165,8.43269,257.812,1022.1721
30.25,1489.79,2.825,2.799,11.9168,34.036679,29.3124,11.9165,8.39576,256.675,1022.2038
30.5,1489.82,2.897,2.87,11.9159,34.063359,29.3386,11.9155,8.36038,255.589,1022.2246
30.75,1489.84,2.97,2.943,11.9132,34.07959,29.3561,11.9129,8.33666,254.86,1022.239
31,1489.83,3.047,3.018,11.906,34.092359,29.3739,11.9057,8.30848,253.995,1022.2544
31.25,1489.8,3.119,3.09,11.8975,34.081903,29.3706,11.8972,8.2787,253.085,1022.2537
31.5,1489.76,3.185,3.156,11.8902,34.06312,29.3584,11.8898,8.26519,252.673,1022.2459
31.75,1489.73,3.243,3.213,11.8856,34.045373,29.3451,11.8852,8.2434,252.01,1022.2366
32,1489.72,3.297,3.267,11.8827,34.044158,29.3462,11.8823,8.23615,251.788,1022.2382
32.25,1489.74,3.354,3.323,11.8803,34.062939,29.366,11.8799,8.22838,251.546,1022.2542
32.5,1489.77,3.417,3.385,11.8773,34.092121,29.3963,11.8769,8.2291,251.562,1022.2785
32.75,1489.78,3.487,3.455,11.8718,34.11888,29.4261,11.8714,8.22204,251.341,1022.303
33,1489.79,3.562,3.529,11.8615,34.141814,29.4562,11.861,8.21981,251.266,1022.3285
33.25,1489.77,3.641,3.607,11.8442,34.16859,29.4955,11.8437,8.21384,251.076,1022.3624
33.5,1489.74,3.716,3.681,11.8215,34.187887,29.5319,11.821,8.20148,250.69,1022.395
33.75,1489.69,3.783,3.748,11.8002,34.193916,29.5545,11.7998,8.19954,250.625,1022.4166
34,1489.67,3.852,3.816,11.7832,34.209017,29.5825,11.7827,8.18978,250.321,1022.4417
34.25,1489.61,3.912,3.876,11.7669,34.197512,29.5844,11.7664,8.20196,250.692,1022.4464
34.5,1489.61,3.968,3.931,11.7547,34.216997,29.6128,11.7542,8.21953,251.223,1022.4708
34.75,1489.6,4.025,3.988,11.7447,34.231248,29.6343,11.7443,8.24587,252.024,1022.4895
35,1489.6,4.087,4.049,11.7346,34.253908,29.6641,11.7341,8.27496,252.907,1022.5147
35.25,1489.61,4.154,4.116,11.7226,34.289981,29.7084,11.7221,8.30232,253.734,1022.5515
35.5,1489.6,4.228,4.189,11.7091,34.304489,29.733,11.7086,8.32286,254.356,1022.5733
35.75,1489.58,4.302,4.262,11.6976,34.314792,29.7522,11.6971,8.34483,255.024,1022.5906
36,1489.56,4.376,4.336,11.688,34.31711,29.762,11.6875,8.36277,255.569,1022.6002
36.25,1489.54,4.446,4.405,11.6789,34.323635,29.7756,11.6784,8.37756,256.018,1022.6127
36.5,1489.53,4.513,4.471,11.672,34.326197,29.7836,11.6714,8.41343,257.113,1022.6204
36.75,1489.52,4.576,4.534,11.6667,34.326807,29.7884,11.6661,8.44195,257.983,1022.6254
37,1489.5,4.639,4.596,11.6617,34.324064,29.7897,11.6611,8.48729,259.368,1022.6276
37.25,1489.49,4.703,4.659,11.6571,34.323394,29.7928,11.6565,8.53686,260.882,1022.6311
37.5,1489.49,4.777,4.733,11.6527,34.325956,29.7987,11.6521,8.58358,262.309,1022.6368
37.75,1489.46,4.854,4.809,11.6485,34.310593,29.7873,11.6479,8.65147,264.385,1022.629
38,1489.46,4.924,4.879,11.6455,34.31986,29.7985,11.6449,8.7227,266.56,1022.6386
38.25,1489.47,4.989,4.942,11.6435,34.326811,29.8068,11.6429,8.80413,269.046,1022.6457
38.5,1489.47,5.056,5.009,11.6414,34.333092,29.8145,11.6408,8.90219,272.041,1022.6523
38.75,1489.48,5.121,5.073,11.6393,34.344251,29.8269,11.6387,9.0216,275.688,1022.6626
39,1489.48,5.185,5.137,11.6376,34.350167,29.834,11.637,9.1358,279.176,1022.6687
39.25,1489.48,5.254,5.206,11.6339,34.35523,29.8418,11.6333,9.25932,282.948,1022.6757
39.5,1489.47,5.327,5.278,11.6248,34.369992,29.8633,11.6242,9.36686,286.229,1022.6944
39.75,1489.45,5.398,5.348,11.6145,34.374202,29.8756,11.6139,9.46213,289.138,1022.7061
40,1489.43,5.467,5.417,11.6061,34.372678,29.8809,11.6054,9.54891,291.788,1022.712
40.25,1489.41,5.531,5.48,11.5987,34.371642,29.8858,11.5981,9.63962,294.558,1022.7174
40.5,1489.4,5.588,5.536,11.5924,34.372314,29.8915,11.5918,9.69311,296.191,1022.7231
40.75,1489.39,5.641,5.588,11.5888,34.373779,29.8959,11.5881,9.66883,295.448,1022.7274
41,1489.39,5.7,5.647,11.5869,34.374816,29.8983,11.5862,9.5609,292.149,1022.7299
41.25,1489.38,5.767,5.714,11.5848,34.373109,29.8983,11.5842,9.36264,286.091,1022.7306
41.5,1489.38,5.839,5.785,11.5828,34.371889,29.8988,11.5821,9.11328,278.471,1022.7316
41.75,1489.37,5.918,5.864,11.5806,34.370792,29.8995,11.5799,8.8117,269.256,1022.7329
42,1489.36,5.996,5.94,11.578,34.368108,29.8989,11.5773,8.51484,260.185,1022.7333
42.25,1489.35,6.068,6.012,11.5744,34.362375,29.8963,11.5737,8.23366,251.593,1022.7322
42.5,1489.33,6.134,6.077,11.5689,34.358167,29.8967,11.5681,8.00173,244.506,1022.7338
42.75,1489.31,6.194,6.137,11.5625,34.353777,29.8975,11.5618,7.83189,239.316,1022.7358
43,1489.29,6.25,6.192,11.5557,34.347862,29.8973,11.555,7.72771,236.132,1022.7371
43.25,1489.27,6.307,6.249,11.5487,34.344082,29.8992,11.548,7.6675,234.292,1022.7401
43.5,1489.24,6.371,6.312,11.5425,34.337558,29.898,11.5417,7.63463,233.287,1022.7405
43.75,1489.22,6.442,6.382,11.5356,34.333535,29.8996,11.5348,7.61735,232.759,1022.7433
44,1489.2,6.517,6.457,11.5293,34.327682,29.899,11.5285,7.61558,232.704,1022.7443
44.25,1489.19,6.588,6.527,11.5233,34.325122,29.9013,11.5226,7.61397,232.654,1022.7475
44.5,1489.17,6.654,6.592,11.5182,34.322624,29.903,11.5175,7.62631,233.031,1022.75
44.75,1489.16,6.715,6.653,11.5138,34.318601,29.9026,11.513,7.61754,232.763,1022.7507
45,1489.14,6.776,6.713,11.5091,34.314029,29.902,11.5083,7.6093,232.511,1022.7514
45.25,1489.13,6.836,6.773,11.5042,34.315066,29.9069,11.5034,7.59368,232.033,1022.7563
45.5,1489.12,6.901,6.837,11.5012,34.310617,29.9051,11.5004,7.57616,231.498,1022.7557
45.75,1489.11,6.965,6.901,11.4979,34.308118,29.9053,11.4971,7.55732,230.922,1022.7567
46,1489.1,7.034,6.969,11.4944,34.306229,29.9063,11.4935,7.54455,230.531,1022.7584
46.25,1489.09,7.103,7.038,11.4911,34.304767,29.9075,11.4902,7.51308,229.569,1022.7603
46.5,1489.08,7.175,7.109,11.4887,34.304523,29.9092,11.4878,7.49001,228.864,1022.7623
46.75,1489.08,7.248,7.18,11.4869,34.302207,29.9083,11.486,7.48077,228.582,1022.7623
47,1489.07,7.315,7.247,11.4852,34.300745,29.9083,11.4843,7.46169,227.999,1022.7629
47.25,1489.07,7.377,7.309,11.4832,34.300745,29.9098,11.4824,7.44753,227.566,1022.7647
47.5,1489.06,7.434,7.365,11.4818,34.297393,29.9077,11.4809,7.43845,227.289,1022.7636
47.75,1489.05,7.491,7.422,11.4793,34.292579,29.905,11.4784,7.42569,226.899,1022.7622
48,1489.04,7.551,7.481,11.4753,34.289654,29.9054,11.4744,7.40954,226.405,1022.7635
48.25,1489.02,7.615,7.544,11.4709,34.284353,29.9039,11.47,7.41268,226.501,1022.7633
48.5,1489,7.68,7.609,11.4654,34.280149,29.9042,11.4645,7.40202,226.175,1022.7648
48.75,1488.97,7.751,7.679,11.4582,34.265039,29.8953,11.4573,7.39407,225.934,1022.7596
49,1488.93,7.825,7.753,11.4453,34.257303,29.8982,11.4444,7.39463,225.95,1022.7644
49.25,1488.89,7.899,7.826,11.4326,34.252066,29.9034,11.4317,7.39507,225.962,1022.771
49.5,1488.85,7.968,7.894,11.4206,34.245732,29.907,11.4196,7.38406,225.624,1022.7762
49.75,1488.83,8.031,7.957,11.4102,34.245368,29.915,11.4093,7.38067,225.519,1022.7845
50,1488.81,8.088,8.013,11.4024,34.243237,29.9192,11.4014,7.36706,225.102,1022.7894
50.25,1488.79,8.142,8.066,11.3959,34.238427,29.9198,11.3949,7.34201,224.336,1022.7913
50.5,1488.77,8.199,8.123,11.3887,34.237818,29.925,11.3878,7.30999,223.357,1022.7968
50.75,1488.75,8.261,8.184,11.3835,34.234469,29.9259,11.3826,7.27303,222.227,1022.7987
51,1488.74,8.331,8.254,11.3776,34.233191,29.9295,11.3766,7.22806,220.852,1022.8028
51.25,1488.72,8.404,8.326,11.372,34.23234,29.9332,11.371,7.17227,219.147,1022.807
51.5,1488.71,8.474,8.396,11.3678,34.232157,29.9364,11.3668,7.11428,217.374,1022.8105
51.75,1488.71,8.543,8.464,11.3652,34.232158,29.9384,11.3642,7.06321,215.813,1022.8129
52,1488.7,8.608,8.528,11.3632,34.231306,29.9392,11.3622,7.01256,214.266,1022.8141
52.25,1488.7,8.67,8.59,11.3613,34.231306,29.9407,11.3603,6.96193,212.718,1022.8159
52.5,1488.69,8.729,8.648,11.3596,34.230698,29.9415,11.3585,6.92065,211.457,1022.8171
52.75,1488.69,8.787,8.706,11.3582,34.230454,29.9423,11.3572,6.87393,210.029,1022.8183
53,1488.69,8.849,8.767,11.3568,34.229846,29.9429,11.3557,6.84667,209.196,1022.8192
53.25,1488.68,8.913,8.831,11.3549,34.229602,29.9441,11.3539,6.81366,208.187,1022.8208
53.5,1488.68,8.982,8.899,11.3531,34.230029,29.946,11.352,6.79419,207.592,1022.8229
53.75,1488.68,9.049,8.966,11.3515,34.231065,29.9483,11.3504,6.77383,206.969,1022.8252
54,1488.68,9.116,9.031,11.3505,34.231309,29.9493,11.3494,6.75732,206.465,1022.8265
54.25,1488.67,9.179,9.094,11.3492,34.230274,29.9493,11.3482,6.74029,205.944,1022.827
54.5,1488.67,9.242,9.156,11.3475,34.230457,29.9509,11.3464,6.74009,205.938,1022.8288
54.75,1488.67,9.308,9.222,11.3454,34.230275,29.9523,11.3443,6.72919,205.605,1022.8306
55,1488.66,9.374,9.288,11.3438,34.230458,29.9538,11.3427,6.72052,205.34,1022.8324
55.25,1488.66,9.442,9.355,11.3426,34.230032,29.9543,11.3415,6.71836,205.273,1022.8333
55.5,1488.66,9.509,9.421,11.3416,34.230702,29.9558,11.3405,6.7176,205.25,1022.8349
55.75,1488.66,9.574,9.486,11.3406,34.230885,29.9567,11.3395,6.72062,205.342,1022.8361
56,1488.66,9.637,9.548,11.3394,34.230886,29.9577,11.3383,6.71509,205.173,1022.8373
56.25,1488.65,9.698,9.608,11.3376,34.23046,29.9587,11.3365,6.71208,205.081,1022.8387
56.5,1488.65,9.758,9.668,11.3358,34.23046,29.9602,11.3346,6.70474,204.856,1022.8404
56.75,1488.65,9.819,9.728,11.334,34.23046,29.9615,11.3329,6.69397,204.527,1022.842
57,1488.64,9.882,9.791,11.3325,34.230034,29.9623,11.3314,6.68824,204.352,1022.8432
57.25,1488.64,9.949,9.857,11.3312,34.229852,29.9632,11.3301,6.688,204.344,1022.8444
57.5,1488.64,10.016,9.923,11.3298,34.229609,29.9641,11.3286,6.68169,204.151,1022.8457
57.75,1488.63,10.087,9.994,11.3284,34.229609,29.9651,11.3273,6.67185,203.85,1022.8471
58,1488.63,10.155,10.061,11.3265,34.229001,29.9661,11.3253,6.67275,203.877,1022.8484
58.25,1488.62,10.219,10.124,11.3245,34.22693,29.9657,11.3233,6.66928,203.771,1022.8487
58.5,1488.62,10.278,10.183,11.3224,34.226931,29.9674,11.3211,6.66542,203.653,1022.8507
58.75,1488.61,10.336,10.24,11.3198,34.226262,29.9688,11.3185,6.65371,203.295,1022.8526
59,1488.61,10.393,10.296,11.3176,34.225653,29.97,11.3164,6.64465,203.018,1022.8541
59.25,1488.6,10.454,10.358,11.3161,34.225653,29.9712,11.3148,6.63393,202.69,1022.8556
59.5,1488.6,10.519,10.422,11.3146,34.225045,29.9718,11.3133,6.62041,202.277,1022.8566
59.75,1488.6,10.589,10.491,11.3137,34.225837,29.9732,11.3125,6.61217,202.025,1022.8582
60,1488.6,10.661,10.562,11.3131,34.226263,29.9742,11.3118,6.58542,201.208,1022.8593
60.25,1488.6,10.733,10.633,11.3118,34.227725,29.9766,11.3105,6.56112,200.465,1022.8618
60.5,1488.6,10.801,10.701,11.3107,34.228152,29.9778,11.3095,6.54111,199.853,1022.8632
60.75,1488.6,10.865,10.765,11.3099,34.228822,29.9791,11.3086,6.51878,199.17,1022.8647
61,1488.6,10.926,10.825,11.3091,34.228579,29.9795,11.3078,6.49193,198.35,1022.8654
61.25,1488.6,10.983,10.881,11.3085,34.229858,29.9812,11.3073,6.4741,197.805,1022.867
61.5,1488.6,11.042,10.94,11.3081,34.23132,29.983,11.3068,6.47059,197.697,1022.8688
61.75,1488.6,11.103,11,11.3072,34.231503,29.9838,11.3059,6.45939,197.355,1022.8699
62,1488.6,11.172,11.068,11.3065,34.231077,29.984,11.3052,6.4548,197.215,1022.8704
62.25,1488.6,11.244,11.14,11.3062,34.232356,29.9854,11.3048,6.45352,197.175,1022.8719
62.5,1488.6,11.315,11.211,11.3059,34.233818,29.9871,11.3046,6.45032,197.078,1022.8736
62.75,1488.6,11.387,11.281,11.3059,34.233636,29.9869,11.3045,6.45079,197.092,1022.8737
63,1488.6,11.453,11.346,11.3059,34.233819,29.987,11.3045,6.45331,197.169,1022.8742
63.25,1488.61,11.515,11.409,11.3062,34.239483,29.9923,11.3048,6.44968,197.057,1022.8785
63.5,1488.62,11.575,11.468,11.307,34.243686,29.9956,11.3057,6.45037,197.078,1022.8812
63.75,1488.63,11.637,11.529,11.3085,34.247036,29.9977,11.3071,6.45465,197.208,1022.8828
64,1488.64,11.703,11.594,11.31,34.251422,30.0006,11.3087,6.4504,197.078,1022.8851
64.25,1488.65,11.773,11.664,11.3116,34.252519,30.0004,11.3102,6.45642,197.262,1022.885
64.5,1488.66,11.846,11.736,11.3135,34.260256,30.0064,11.3121,6.45498,197.217,1022.8896
64.75,1488.68,11.918,11.808,11.317,34.270552,30.0135,11.3156,6.44682,196.967,1022.8949
65,1488.7,11.985,11.874,11.3229,34.274756,30.0127,11.3215,6.44237,196.831,1022.8936
65.25,1488.72,12.048,11.936,11.328,34.276218,30.01,11.3265,6.43862,196.717,1022.8909
65.5,1488.73,12.106,11.994,11.3312,34.279143,30.0102,11.3298,6.43317,196.551,1022.8907
65.75,1488.74,12.166,12.053,11.3339,34.280605,30.0094,11.3325,6.43802,196.699,1022.8899
66,1488.74,12.228,12.114,11.3349,34.280849,30.0088,11.3335,6.43829,196.708,1022.8895
66.25,1488.75,12.293,12.179,11.3346,34.282068,30.0102,11.3331,6.4348,196.601,1022.891
66.5,1488.75,12.364,12.249,11.334,34.283165,30.0117,11.3325,6.43485,196.602,1022.8926
66.75,1488.75,12.437,12.322,11.3336,34.283958,30.0128,11.3322,6.43794,196.697,1022.8938
67,1488.75,12.509,12.393,11.3332,34.284811,30.0139,11.3318,6.43064,196.473,1022.895
67.25,1488.75,12.578,12.462,11.3324,34.284629,30.0144,11.3309,6.42253,196.225,1022.8959
