Time,Sound Velocity,"Pressure, Strain Gauge [db]",Depth,Temperature ,Conductivity,Salinity,Potential Temperature ,Oxygen [mg/l],Oxygen [umol/Kg],Density
67.5,1488.75,12.643,12.525,11.331,34.286274,30.0171,11.3295,6.41624,196.033,1022.8985
67.75,1488.75,12.702,12.584,11.3302,34.289017,30.0203,11.3287,6.40911,195.814,1022.9015
68,1488.75,12.756,12.638,11.3298,34.290297,30.0219,11.3283,6.40045,195.549,1022.903
68.25,1488.75,12.811,12.692,11.3296,34.290724,30.0225,11.3281,6.39337,195.333,1022.9037
68.5,1488.75,12.871,12.752,11.3293,34.289688,30.0217,11.3277,6.38609,195.111,1022.9035
68.75,1488.75,12.938,12.818,11.328,34.289445,30.0225,11.3265,6.37567,194.792,1022.9045
69,1488.75,13.008,12.887,11.3263,34.289445,30.0238,11.3248,6.36712,194.531,1022.9062
69.25,1488.74,13.077,12.956,11.3237,34.290055,30.0265,11.3222,6.3526,194.087,1022.9091
69.5,1488.74,13.143,13.021,11.3214,34.291335,30.0296,11.3199,6.34592,193.882,1022.9122
69.75,1488.74,13.205,13.083,11.3198,34.292616,30.0322,11.3182,6.33258,193.474,1022.9147
70,1488.74,13.267,13.144,11.3183,34.295115,30.0358,11.3167,6.32493,193.24,1022.9181
70.25,1488.75,13.327,13.203,11.3177,34.310049,30.0507,11.3161,6.31259,192.861,1022.93
70.5,1488.8,13.388,13.264,11.3215,34.338033,30.0747,11.32,6.30296,192.563,1022.9483
70.75,1488.84,13.452,13.327,11.3306,34.351265,30.0802,11.329,6.28264,191.942,1022.9512
71,1488.86,13.518,13.393,11.3399,34.354253,30.0755,11.3383,6.27053,191.573,1022.9463
71.25,1488.9,13.586,13.46,11.3465,34.373588,30.0889,11.3449,6.25778,191.181,1022.9558
71.5,1488.93,13.652,13.526,11.3549,34.377187,30.0855,11.3533,6.24277,190.724,1022.952
71.75,1488.94,13.714,13.587,11.3609,34.367304,30.071,11.3593,6.22684,190.239,1022.94
72,1488.92,13.771,13.644,11.3585,34.361998,30.0678,11.3569,6.20171,189.472,1022.9382
72.25,1488.88,13.824,13.696,11.3501,34.343885,30.057,11.3484,6.1695,188.489,1022.9316
72.5,1488.85,13.877,13.748,11.3353,34.346631,30.0717,11.3337,6.13904,187.556,1022.9457
72.75,1488.81,13.937,13.808,11.3232,34.342242,30.0772,11.3216,6.09064,186.076,1022.9524
73,1488.79,14.004,13.874,11.3142,34.344134,30.0864,11.3125,6.03578,184.398,1022.9615
73.25,1488.78,14.077,13.946,11.3084,34.347062,30.0939,11.3068,5.99048,183.013,1022.9686
73.5,1488.78,14.151,14.019,11.3057,34.345172,30.0943,11.304,5.93487,181.314,1022.9697
73.75,1488.77,14.225,14.093,11.3024,34.347307,30.099,11.3007,5.89793,180.185,1022.9743
74,1488.77,14.292,14.159,11.3,34.351088,30.1046,11.2983,5.8656,179.196,1022.9794
74.25,1488.77,14.354,14.221,11.2993,34.352735,30.1067,11.2976,5.83229,178.178,1022.9814
74.5,1488.77,14.414,14.28,11.2992,34.35487,30.1089,11.2975,5.79671,177.091,1022.9834
74.75,1488.78,14.471,14.336,11.2995,34.355053,30.1088,11.2978,5.76545,176.136,1022.9836
75,1488.78,14.522,14.388,11.2998,34.355724,30.1092,11.2981,5.73744,175.28,1022.984
75.25,1488.78,14.587,14.452,11.2997,34.356334,30.1098,11.298,5.70196,174.196,1022.9848
75.5,1488.79,14.66,14.525,11.3001,34.358225,30.1113,11.2984,5.67202,173.282,1022.9862
75.75,1488.79,14.748,14.612,11.3004,34.359507,30.1123,11.2987,5.63341,172.102,1022.9873
76,1488.79,14.837,14.699,11.3009,34.361581,30.1139,11.2991,5.59885,171.046,1022.9889
76.25,1488.8,14.926,14.787,11.3016,34.36518,30.1168,11.2998,5.56709,170.075,1022.9914
76.5,1488.81,15.02,14.881,11.3027,34.366888,30.1175,11.301,5.53596,169.124,1022.9922
76.75,1488.81,15.114,14.974,11.304,34.368535,30.118,11.3022,5.50306,168.119,1022.9928
77,1488.82,15.205,15.064,11.3046,34.368779,30.1177,11.3028,5.47829,167.362,1022.9929
77.25,1488.82,15.29,15.148,11.3053,34.369816,30.1181,11.3035,5.45308,166.592,1022.9934
77.5,1488.83,15.369,15.226,11.3059,34.375307,30.1229,11.3041,5.42754,165.811,1022.9974
77.75,1488.84,15.444,15.301,11.3072,34.377015,30.1235,11.3054,5.38893,164.632,1022.998
78,1488.84,15.521,15.377,11.3079,34.375734,30.1216,11.3061,5.35122,163.48,1022.9968
78.25,1488.84,15.603,15.458,11.3077,34.373416,30.1195,11.3059,5.29587,161.789,1022.9955
78.5,1488.84,15.69,15.545,11.3064,34.3736,30.1207,11.3046,5.24444,160.218,1022.9971
78.75,1488.83,15.784,15.638,11.3054,34.372136,30.1201,11.3035,5.17616,158.132,1022.9972
79,1488.83,15.879,15.732,11.3043,34.370855,30.1197,11.3024,5.10664,156.008,1022.9975
79.25,1488.83,15.971,15.822,11.3027,34.368782,30.1189,11.3009,5.01711,153.273,1022.9976
79.5,1488.82,16.058,15.909,11.3006,34.367074,30.119,11.2987,4.93525,150.772,1022.9985
79.75,1488.81,16.138,15.988,11.2982,34.365428,30.1193,11.2963,4.86158,148.521,1022.9994
80,1488.81,16.217,16.066,11.2961,34.36433,30.1199,11.2942,4.80649,146.838,1023.0006
80.25,1488.8,16.294,16.143,11.2942,34.363904,30.121,11.2923,4.77118,145.759,1023.0022
80.5,1488.8,16.378,16.226,11.293,34.363538,30.1216,11.2911,4.7566,145.314,1023.0032
80.75,1488.8,16.464,16.311,11.2919,34.361404,30.1204,11.29,4.76468,145.561,1023.0028
81,1488.79,16.551,16.397,11.2902,34.360124,30.1205,11.2882,4.80729,146.862,1023.0037
81.25,1488.79,16.636,16.481,11.2883,34.359087,30.1211,11.2863,4.86078,148.497,1023.0048
81.5,1488.78,16.716,16.561,11.286,34.358478,30.1223,11.284,4.93714,150.829,1023.0065
81.75,1488.78,16.799,16.643,11.2846,34.358661,30.1235,11.2827,5.01135,153.096,1023.0081
82,1488.78,16.884,16.727,11.2836,34.356771,30.1225,11.2816,5.0897,155.49,1023.0079
82.25,1488.77,16.971,16.814,11.2824,34.351709,30.1185,11.2804,5.17428,158.074,1023.0054
82.5,1488.76,17.062,16.904,11.2791,34.346892,30.1165,11.2771,5.24848,160.341,1023.0048
82.75,1488.74,17.149,16.99,11.2748,34.343904,30.1171,11.2728,5.32956,162.818,1023.0064
83,1488.73,17.234,17.074,11.2708,34.343539,30.1199,11.2688,5.39247,164.739,1023.0097
83.25,1488.73,17.314,17.153,11.2683,34.344759,30.1231,11.2663,5.44946,166.48,1023.013
83.5,1488.73,17.392,17.23,11.2674,34.343296,30.1224,11.2653,5.50539,168.188,1023.013
83.75,1488.73,17.468,17.306,11.2665,34.342016,30.1219,11.2644,5.55187,169.608,1023.013
84,1488.72,17.545,17.382,11.2657,34.341406,30.1219,11.2636,5.59052,170.789,1023.0136
84.25,1488.72,17.626,17.462,11.2648,34.33909,30.1204,11.2627,5.63352,172.103,1023.0129
84.5,1488.71,17.712,17.547,11.2629,34.335127,30.118,11.2608,5.66428,173.043,1023.0117
84.75,1488.7,17.804,17.639,11.2599,34.333603,30.119,11.2578,5.69806,174.075,1023.0134
85,1488.69,17.901,17.735,11.2572,34.329823,30.1174,11.2551,5.72448,174.882,1023.0132
85.25,1488.69,17.997,17.83,11.2543,34.329214,30.1192,11.2522,5.75049,175.676,1023.0155
85.5,1488.68,18.088,17.92,11.2518,34.328361,30.1203,11.2497,5.76219,176.034,1023.0172
85.75,1488.68,18.172,18.003,11.2503,34.327508,30.1207,11.2482,5.76256,176.045,1023.0181
86,1488.67,18.251,18.082,11.2487,34.325923,30.1205,11.2465,5.7735,176.379,1023.0186
86.25,1488.67,18.329,18.159,11.2472,34.325619,30.1214,11.245,5.76321,176.064,1023.0199
86.5,1488.67,18.408,18.237,11.2458,34.325436,30.1223,11.2436,5.76414,176.093,1023.0212
86.75,1488.67,18.487,18.315,11.2449,34.324583,30.1221,11.2427,5.76142,176.01,1023.0216
87,1488.66,18.574,18.401,11.2438,34.32373,30.1222,11.2416,5.75103,175.692,1023.0222
87.25,1488.66,18.661,18.488,11.2426,34.322267,30.1217,11.2404,5.74955,175.647,1023.0225
87.5,1488.66,18.752,18.578,11.2409,34.320378,30.1212,11.2387,5.7537,175.774,1023.0228
87.75,1488.65,18.843,18.668,11.2388,34.318915,30.1215,11.2366,5.75405,175.784,1023.0238
88,1488.65,18.935,18.759,11.2367,34.318062,30.1223,11.2345,5.74067,175.376,1023.0252
88.25,1488.64,19.026,18.849,11.2345,34.31788,30.1239,11.2323,5.73731,175.272,1023.0272
88.5,1488.64,19.108,18.931,11.2326,34.317209,30.1247,11.2304,5.72312,174.839,1023.0286
88.75,1488.63,19.187,19.008,11.2307,34.316174,30.1253,11.2284,5.7161,174.624,1023.0297
89,1488.63,19.264,19.086,11.2282,34.315138,30.1263,11.226,5.70244,174.207,1023.0312
89.25,1488.62,19.346,19.166,11.2253,34.313858,30.1274,11.223,5.68656,173.721,1023.033
89.5,1488.61,19.433,19.252,11.2219,34.311359,30.1277,11.2196,5.6757,173.389,1023.0342
89.75,1488.59,19.524,19.343,11.2169,34.308617,30.1291,11.2146,5.66688,173.12,1023.0365
90,1488.58,19.616,19.433,11.2112,34.305448,30.1306,11.2089,5.65391,172.723,1023.0392
90.25,1488.56,19.705,19.522,11.2046,34.301061,30.1317,11.2023,5.62368,171.799,1023.0415
90.5,1488.53,19.791,19.607,11.1969,34.296856,30.1338,11.1946,5.60414,171.202,1023.0449
90.75,1488.51,19.872,19.688,11.189,34.290336,30.1339,11.1867,5.57301,170.25,1023.0468
91,1488.47,19.952,19.766,11.179,34.283634,30.1356,11.1766,5.53285,169.023,1023.0501
91.25,1488.44,20.031,19.845,11.1674,34.277115,30.1386,11.1651,5.48044,167.421,1023.0549
91.5,1488.4,20.104,19.918,11.1552,34.27017,30.1418,11.1528,5.43479,166.026,1023.0598
91.75,1488.37,20.139,19.952,11.1431,34.2681,30.1497,11.1408,5.3735,164.152,1023.0681
92,1488.35,20.158,19.971,11.1347,34.270173,30.1586,11.1323,5.32098,162.547,1023.0766
92.25,1488.34,20.149,19.961,11.1316,34.270173,30.1611,11.1293,5.25445,160.514,1023.079
92.5,1488.34,20.164,19.977,11.1305,34.271209,30.163,11.1281,5.20368,158.963,1023.0808
92.75,1488.34,20.166,19.979,11.1305,34.271636,30.1634,11.1282,5.14219,157.084,1023.0811
93,1488.35,20.174,19.987,11.1318,34.274804,30.1655,11.1294,5.08076,155.208,1023.0826
93.25,1488.35,20.175,19.988,11.1346,34.273951,30.1623,11.1323,5.03613,153.845,1023.0796
93.5,1488.36,20.17,19.982,11.1364,34.274804,30.1617,11.134,4.97718,152.044,1023.0788
93.75,1488.36,20.164,19.977,11.1376,34.276875,30.1627,11.1353,4.95249,151.29,1023.0793
94,1488.37,20.153,19.966,11.1398,34.279617,30.1636,11.1374,4.92421,150.426,1023.0796
94.25,1488.38,20.144,19.957,11.1432,34.282542,30.1637,11.1408,4.91472,150.136,1023.079
94.5,1488.4,20.136,19.949,11.1479,34.283638,30.1609,11.1456,4.90603,149.871,1023.076
94.75,1488.4,20.136,19.949,11.1517,34.281505,30.1557,11.1493,4.91441,150.127,1023.0713
95,1488.4,20.139,19.952,11.1521,34.280469,30.1544,11.1497,4.92676,150.505,1023.0702
95.25,1488.4,20.144,19.957,11.1515,34.280225,30.1546,11.1492,4.94021,150.916,1023.0705
95.5,1488.4,20.146,19.959,11.1509,34.280469,30.1553,11.1486,4.96693,151.732,1023.0712
95.75,1488.4,20.143,19.956,11.1501,34.277117,30.1528,11.1477,4.997,152.651,1023.0694
96,1488.39,20.142,19.954,11.1473,34.275838,30.1538,11.145,5.01039,153.059,1023.0706
96.25,1488.38,20.14,19.953,11.1443,34.276082,30.1565,11.1419,5.0334,153.762,1023.0733
96.5,1488.38,20.144,19.957,11.143,34.275656,30.1571,11.1406,5.04345,154.069,1023.074
96.75,1488.38,20.15,19.963,11.1425,34.276265,30.1581,11.1402,5.04918,154.244,1023.0749
97,1488.37,20.153,19.966,11.1423,34.276265,30.1583,11.14,5.05651,154.468,1023.075
97.25,1488.37,20.153,19.966,11.1423,34.275839,30.1579,11.14,5.06275,154.658,1023.0747
97.5,1488.37,20.145,19.957,11.142,34.275656,30.1579,11.1397,5.05637,154.464,1023.0748
97.75,1488.37,20.133,19.946,11.1415,34.274986,30.1577,11.1391,5.0603,154.584,1023.0746
98,1488.37,20.123,19.936,11.1418,34.275656,30.1581,11.1395,5.05333,154.371,1023.0748
98.25,1488.38,20.114,19.927,11.1426,34.277545,30.1593,11.1402,5.05695,154.481,1023.0756
98.5,1488.38,20.115,19.928,11.1433,34.275229,30.1565,11.141,5.06152,154.621,1023.0733
98.75,1488.37,20.12,19.933,11.1431,34.273767,30.1552,11.1408,5.06329,154.675,1023.0723
99,1488.37,20.13,19.943,11.1414,34.273767,30.1566,11.1391,5.05956,154.561,1023.0738
99.25,1488.36,20.14,19.953,11.1401,34.272061,30.156,11.1378,5.05152,154.316,1023.0736
99.5,1488.36,20.146,19.959,11.1386,34.271635,30.1568,11.1362,5.0528,154.354,1023.0745
99.75,1488.36,20.147,19.959,11.1369,34.272671,30.1592,11.1346,5.05373,154.383,1023.0766
100,1488.35,20.143,19.955,11.1368,34.271452,30.1581,11.1345,5.05672,154.474,1023.0758
100.25,1488.35,20.135,19.948,11.1359,34.272671,30.16,11.1336,5.0516,154.318,1023.0774
100.5,1488.36,20.129,19.942,11.1363,34.274377,30.1614,11.134,5.04876,154.231,1023.0783
100.75,1488.36,20.122,19.935,11.1381,34.275717,30.1612,11.1357,5.04601,154.147,1023.0779
101,1488.37,20.12,19.933,11.1394,34.275412,30.1599,11.137,5.04222,154.031,1023.0766
101.25,1488.37,20.121,19.934,11.1397,34.274377,30.1586,11.1373,5.03837,153.914,1023.0756
101.5,1488.37,20.126,19.939,11.1399,34.274803,30.1589,11.1375,5.03239,153.731,1023.0758
101.75,1488.37,20.13,19.943,11.1403,34.274803,30.1585,11.1379,5.02096,153.382,1023.0755
102,1488.37,20.131,19.944,11.1402,34.274803,30.1586,11.1379,5.01657,153.248,1023.0755
102.25,1488.37,20.128,19.941,11.1404,34.274803,30.1584,11.1381,5.00787,152.982,1023.0754
102.5,1488.37,20.121,19.934,11.1407,34.273341,30.1568,11.1383,5.01674,153.253,1023.074
102.75,1488.36,20.115,19.928,11.1397,34.272244,30.1565,11.1374,5.01096,153.076,1023.0739
103,1488.36,20.114,19.927,11.1384,34.273767,30.1591,11.136,5.02164,153.403,1023.0762
103.25,1488.36,20.117,19.93,11.1388,34.273767,30.1587,11.1365,5.02166,153.403,1023.0758
103.5,1488.36,20.124,19.937,11.1393,34.273341,30.1579,11.137,5.02932,153.637,1023.0751
103.75,1488.36,20.128,19.941,11.139,34.273341,30.1581,11.1367,5.03168,153.709,1023.0754
104,1488.36,20.128,19.941,11.1382,34.273524,30.159,11.1358,5.03666,153.861,1023.0762
104.25,1488.36,20.123,19.936,11.1386,34.27395,30.1591,11.1363,5.03751,153.887,1023.0761
104.5,1488.36,20.114,19.927,11.1387,34.273767,30.1588,11.1364,5.03612,153.845,1023.0759
104.75,1488.36,20.103,19.916,11.1384,34.274377,30.1597,11.136,5.04232,154.034,1023.0766
105,1488.37,20.094,19.907,11.139,34.276083,30.1609,11.1366,5.03668,153.862,1023.0774
105.25,1488.37,20.093,19.906,11.1425,34.276874,30.1587,11.1402,5.03802,153.903,1023.0751
105.5,1488.38,20.098,19.912,11.1433,34.275656,30.1569,11.141,5.04226,154.033,1023.0735
105.75,1488.37,20.108,19.922,11.1428,34.274559,30.1563,11.1404,5.03551,153.826,1023.0732
106,1488.37,20.116,19.929,11.1422,34.274193,30.1564,11.1398,5.03435,153.791,1023.0734
106.25,1488.37,20.118,19.931,11.1425,34.27395,30.1559,11.1402,5.03246,153.733,1023.073
106.5,1488.37,20.116,19.929,11.1419,34.274376,30.1568,11.1396,5.03184,153.714,1023.0738
106.75,1488.37,20.111,19.924,11.1412,34.274803,30.1578,11.1389,5.03989,153.96,1023.0746
107,1488.37,20.109,19.922,11.1416,34.27395,30.1566,11.1393,5.04582,154.142,1023.0737
107.25,1488.37,20.108,19.921,11.1408,34.272914,30.1563,11.1385,5.05211,154.334,1023.0735
107.5,1488.36,20.109,19.922,11.1394,34.273097,30.1576,11.137,5.05309,154.363,1023.0748
107.75,1488.36,20.11,19.923,11.1386,34.273097,30.1582,11.1363,5.05631,154.462,1023.0754
108,1488.36,20.111,19.924,11.1373,34.272671,30.1589,11.135,5.05195,154.328,1023.0762
108.25,1488.35,20.109,19.922,11.1365,34.272244,30.1591,11.1342,5.05145,154.313,1023.0765
108.5,1488.35,20.106,19.92,11.1363,34.271635,30.1587,11.1339,5.05357,154.378,1023.0762
108.75,1488.35,20.104,19.917,11.1363,34.271452,30.1586,11.1339,5.04287,154.051,1023.0761
109,1488.35,20.102,19.915,11.136,34.271635,30.159,11.1336,5.04545,154.13,1023.0764
109.25,1488.35,20.102,19.915,11.1357,34.271635,30.1592,11.1334,5.05039,154.281,1023.0767
109.5,1488.35,20.103,19.916,11.1354,34.271026,30.1589,11.133,5.04032,153.973,1023.0765
109.75,1488.35,20.106,19.919,11.1347,34.270782,30.1592,11.1323,5.04195,154.023,1023.0768
110,1488.35,20.109,19.922,11.1341,34.26999,30.1589,11.1317,5.03501,153.811,1023.0768
110.25,1488.34,20.111,19.924,11.1339,34.26932,30.1584,11.1315,5.02792,153.594,1023.0764
110.5,1488.34,20.11,19.923,11.1331,34.26932,30.1591,11.1307,5.02193,153.411,1023.0771
110.75,1488.34,20.109,19.922,11.1324,34.268893,30.1592,11.1301,5.02276,153.437,1023.0772
111,1488.34,20.106,19.919,11.1314,34.268894,30.16,11.1291,5.01056,153.064,1023.0781
111.25,1488.33,20.105,19.919,11.1303,34.269137,30.1612,11.1279,5.00233,152.812,1023.0792
111.5,1488.33,20.105,19.918,11.1296,34.268467,30.1611,11.1273,5.011,153.077,1023.0792
111.75,1488.33,20.105,19.919,11.1293,34.268711,30.1616,11.127,4.99959,152.728,1023.0796
112,1488.33,20.107,19.92,11.1293,34.26932,30.1622,11.127,5.0031,152.835,1023.0801
112.25,1488.33,20.108,19.921,11.1297,34.26932,30.1619,11.1273,4.9975,152.664,1023.0798
112.5,1488.33,20.108,19.922,11.1299,34.269747,30.1621,11.1275,4.99812,152.683,1023.08
112.75,1488.34,20.108,19.921,11.1305,34.26999,30.1618,11.1282,4.99608,152.621,1023.0796
113,1488.34,20.106,19.919,11.1314,34.269564,30.1607,11.129,4.9939,152.555,1023.0786
113.25,1488.34,20.103,19.916,11.1312,34.269747,30.161,11.1289,4.99122,152.473,1023.0789
113.5,1488.34,20.1,19.913,11.131,34.269747,30.1612,11.1287,4.98802,152.375,1023.079
113.75,1488.34,20.099,19.912,11.131,34.269564,30.1611,11.1286,4.9937,152.549,1023.0789
114,1488.34,20.101,19.914,11.1307,34.269564,30.1612,11.1284,4.99365,152.547,1023.0791
114.25,1488.34,20.104,19.918,11.1307,34.26999,30.1617,11.1283,4.99398,152.557,1023.0795
114.5,1488.34,20.11,19.923,11.1307,34.269747,30.1615,11.1283,4.99342,152.54,1023.0793
114.75,1488.34,20.113,19.926,11.131,34.26932,30.1608,11.1287,4.98242,152.204,1023.0787
115,1488.34,20.113,19.926,11.1312,34.268711,30.1601,11.1288,4.98574,152.305,1023.0782
115.25,1488.34,20.109,19.923,11.1305,34.268894,30.1607,11.1282,4.98077,152.153,1023.0788
115.5,1488.33,20.104,19.917,11.1303,34.268894,30.161,11.1279,4.98077,152.153,1023.079
115.75,1488.33,20.1,19.913,11.1301,34.268467,30.1607,11.1277,4.98308,152.224,1023.0788
116,1488.33,20.099,19.912,11.1297,34.268467,30.161,11.1274,4.98252,152.207,1023.0791
116.25,1488.33,20.101,19.914,11.129,34.268467,30.1616,11.1267,4.98838,152.386,1023.0796
116.5,1488.33,20.106,19.919,11.129,34.268894,30.162,11.1266,4.98812,152.378,1023.08
116.75,1488.33,20.111,19.924,11.129,34.268711,30.1618,11.1267,4.99556,152.605,1023.0799
117,1488.33,20.114,19.927,11.129,34.268711,30.1618,11.1266,4.98741,152.356,1023.0799
117.25,1488.33,20.112,19.925,11.129,34.268102,30.1612,11.1267,4.99161,152.485,1023.0794
117.5,1488.33,20.106,19.919,11.1287,34.267858,30.1612,11.1264,4.98184,152.186,1023.0795
117.75,1488.33,20.098,19.912,11.1282,34.267675,30.1615,11.1259,4.99269,152.518,1023.0797
118,1488.33,20.093,19.906,11.1278,34.267432,30.1616,11.1254,4.9767,152.029,1023.0799
118.25,1488.33,20.092,19.906,11.1278,34.267432,30.1616,11.1254,4.97464,151.966,1023.0799
118.5,1488.33,20.097,19.91,11.1276,34.268102,30.1624,11.1252,4.97276,151.909,1023.0806
118.75,1488.33,20.105,19.918,11.1278,34.268467,30.1626,11.1254,4.96757,151.75,1023.0807
119,1488.33,20.113,19.926,11.1283,34.268102,30.1618,11.126,4.96856,151.78,1023.08
119.25,1488.33,20.116,19.929,11.1285,34.267432,30.161,11.1262,4.96505,151.673,1023.0794
119.5,1488.33,20.112,19.925,11.128,34.267005,30.161,11.1256,4.97029,151.833,1023.0795
119.75,1488.32,20.102,19.915,11.1274,34.266822,30.1613,11.1251,4.96807,151.765,1023.0797
120,1488.32,20.093,19.906,11.1274,34.267005,30.1615,11.125,4.97797,152.068,1023.0799
120.25,1488.32,20.09,19.903,11.1271,34.267249,30.162,11.1247,4.98968,152.425,1023.0803
120.5,1488.33,20.093,19.907,11.127,34.268102,30.1629,11.1247,4.98577,152.306,1023.081
120.75,1488.33,20.103,19.917,11.1277,34.268467,30.1627,11.1254,4.9887,152.395,1023.0807
121,1488.33,20.113,19.926,11.1284,34.268467,30.1621,11.1261,4.98992,152.433,1023.0802
121.25,1488.33,20.116,19.929,11.1291,34.268102,30.1611,11.1268,4.99116,152.471,1023.0794
121.5,1488.33,20.114,19.927,11.1289,34.267005,30.1602,11.1266,4.98951,152.42,1023.0787
121.75,1488.33,20.107,19.921,11.128,34.267005,30.161,11.1257,4.98437,152.263,1023.0794
122,1488.33,20.1,19.913,11.1276,34.267249,30.1615,11.1253,4.98716,152.348,1023.0799
122.25,1488.33,20.093,19.906,11.1276,34.267432,30.1617,11.1253,4.9823,152.2,1023.08
122.5,1488.33,20.09,19.903,11.1274,34.267249,30.1617,11.1251,4.98865,152.394,1023.08
122.75,1488.33,20.091,19.904,11.1274,34.267675,30.1621,11.1251,4.98663,152.332,1023.0803
123,1488.33,20.096,19.91,11.1278,34.268711,30.1629,11.1254,4.98926,152.413,1023.0808
123.25,1488.33,20.103,19.917,11.1284,34.268711,30.1623,11.1261,4.99255,152.513,1023.0803
123.5,1488.33,20.109,19.923,11.1289,34.267858,30.1611,11.1266,4.9907,152.457,1023.0793
123.75,1488.33,20.111,19.924,11.1289,34.267005,30.1602,11.1266,4.98922,152.412,1023.0787
124,1488.33,20.109,19.922,11.1282,34.267249,30.161,11.1259,4.98508,152.285,1023.0794
124.25,1488.33,20.105,19.918,11.1277,34.267249,30.1615,11.1254,4.98406,152.254,1023.0798
124.5,1488.32,20.102,19.915,11.1273,34.267249,30.1618,11.1249,4.98684,152.339,1023.0801
124.75,1488.33,20.1,19.914,11.1274,34.267858,30.1624,11.125,4.98272,152.213,1023.0805
125,1488.33,20.101,19.915,11.1277,34.268102,30.1623,11.1254,4.99219,152.502,1023.0805
125.25,1488.33,20.105,19.918,11.1281,34.268102,30.162,11.1258,4.9902,152.442,1023.0801
125.5,1488.33,20.108,19.921,11.1286,34.268285,30.1618,11.1262,4.99339,152.539,1023.0799
125.75,1488.33,20.107,19.92,11.1286,34.267432,30.1609,11.1263,4.99388,152.554,1023.0792
126,1488.33,20.103,19.916,11.1284,34.267249,30.1609,11.1261,4.99722,152.656,1023.0792
126.25,1488.33,20.095,19.908,11.128,34.267005,30.161,11.1256,4.99544,152.602,1023.0794
126.5,1488.33,20.088,19.901,11.1276,34.267249,30.1615,11.1253,4.9936,152.545,1023.0798
126.75,1488.32,20.085,19.899,11.1274,34.267249,30.1618,11.125,4.9948,152.582,1023.08
127,1488.33,20.089,19.903,11.1274,34.267432,30.1619,11.1251,4.99425,152.565,1023.0801
127.25,1488.33,20.099,19.912,11.1276,34.267432,30.1618,11.1252,4.99642,152.632,1023.0801
127.5,1488.33,20.109,19.922,11.1276,34.267249,30.1615,11.1253,4.98968,152.426,1023.0799
127.75,1488.32,20.117,19.93,11.1277,34.265969,30.1602,11.1254,4.9911,152.469,1023.0789
128,1488.32,20.117,19.93,11.127,34.266213,30.161,11.1247,4.98889,152.402,1023.0796
128.25,1488.32,20.113,19.927,11.1263,34.26597,30.1613,11.124,4.98581,152.307,1023.08
128.5,1488.32,20.108,19.922,11.1261,34.266213,30.1618,11.1237,4.98885,152.4,1023.0804
128.75,1488.32,20.103,19.916,11.1261,34.266396,30.1619,11.1238,4.98191,152.188,1023.0804
129,1488.32,20.1,19.913,11.1261,34.266213,30.1618,11.1238,4.98818,152.38,1023.0803
129.25,1488.32,20.095,19.908,11.1263,34.266579,30.162,11.1239,4.98861,152.393,1023.0804
129.5,1488.32,20.09,19.903,11.1265,34.266579,30.1618,11.1241,4.99167,152.486,1023.0802
129.75,1488.32,20.085,19.898,11.1266,34.265969,30.1611,11.1243,4.9904,152.448,1023.0797
130,1488.32,20.085,19.899,11.1266,34.266396,30.1615,11.1243,4.98712,152.347,1023.08
130.25,1488.32,20.091,19.904,11.1265,34.266213,30.1614,11.1242,4.98789,152.371,1023.0799
130.5,1488.32,20.101,19.914,11.1265,34.266213,30.1615,11.1241,4.98054,152.146,1023.08
130.75,1488.32,20.111,19.924,11.1265,34.265543,30.1608,11.1241,4.98862,152.393,1023.0796
131,1488.32,20.12,19.933,11.126,34.265117,30.1608,11.1237,4.97937,152.111,1023.0797
131.25,1488.32,20.123,19.936,11.1253,34.26536,30.1616,11.123,4.97919,152.105,1023.0804
131.5,1488.32,20.117,19.93,11.125,34.265117,30.1616,11.1227,4.97648,152.022,1023.0804
131.75,1488.32,20.104,19.917,11.1248,34.265787,30.1624,11.1225,4.98376,152.245,1023.081
132,1488.32,20.088,19.901,11.1252,34.265543,30.1618,11.1229,4.98706,152.345,1023.0804
132.25,1488.32,20.078,19.892,11.1254,34.266396,30.1625,11.1231,4.99396,152.556,1023.0809
132.5,1488.32,20.079,19.893,11.1259,34.267005,30.1627,11.1236,4.98894,152.403,1023.081
132.75,1488.32,20.089,19.903,11.1267,34.266579,30.1616,11.1244,4.98636,152.324,1023.08
133,1488.32,20.103,19.916,11.1266,34.265543,30.1607,11.1243,4.98366,152.242,1023.0794
133.25,1488.32,20.113,19.926,11.1261,34.26536,30.1609,11.1238,4.97792,152.066,1023.0797
133.5,1488.32,20.117,19.93,11.1257,34.265117,30.161,11.1234,4.97764,152.058,1023.0799
133.75,1488.32,20.112,19.925,11.1253,34.264934,30.1612,11.123,4.97758,152.056,1023.08
134,1488.32,20.102,19.916,11.125,34.265543,30.162,11.1227,4.97508,151.98,1023.0807
134.25,1488.32,20.094,19.907,11.1252,34.26597,30.1623,11.1228,4.98227,152.199,1023.0808
134.5,1488.32,20.089,19.903,11.1257,34.26597,30.1619,11.1234,4.98555,152.299,1023.0804
134.75,1488.32,20.09,19.904,11.1257,34.26597,30.1619,11.1234,4.98795,152.373,1023.0804
135,1488.32,20.096,19.909,11.1259,34.265787,30.1616,11.1235,4.98889,152.401,1023.0802
135.25,1488.32,20.104,19.917,11.126,34.265543,30.1612,11.1237,4.98953,152.421,1023.0799
